Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
17,22365,1.06,16739,1.05,6281
18,23560,1.05,17574,1.05,6851
19,25859,1.1,19077,1.09,7879
20,26890,1.04,19886,1.04,7710
21,28294,1.05,20881,1.05,8190
22,30006,1.06,22051,1.06,8705
23,31621,1.05,23154,1.05,9012
24,32271,1.02,24136,1.04,9246
25,33103,1.03,24676,1.02,9170
26,34485,1.04,25589,1.04,9580
27,35145,1.02,26405,1.03,9750
28,36164,1.03,27030,1.02,9903
29,35707,0.99,26771,0.99,9069
30,36678,1.03,27137,1.01,9768
31,38164,1.04,28520,1.05,10793
2,36971,0,21741,0.7,0
3,35140,0.95,26462,1.22,14074
4,35240,1,26443,1,9238
5,36627,1.04,26941,1.02,9892
6,36610,1,27341,1.01,9868
7,38066,1.04,27713,1.01,9816
8,37498,0.99,28455,1.03,10307
9,34507,0.92,26424,0.93,7647
10,32201,0.93,25057,0.95,7503
11,29654,0.92,23068,0.92,6312
12,26176,0.88,20834,0.9,5461
13,23471,0.9,18858,0.91,4869
14,22411,0.95,17456,0.93,4795
15,22511,1,17249,0.99,5652
16,23665,1.05,17890,1.04,6632
17,24584,1.04,18303,1.02,6664
18,25226,1.03,18837,1.03,7162
19,26782,1.06,20175,1.07,8101
20,28531,1.07,21046,1.04,7989
21,30237,1.06,22342,1.06,8793
22,31856,1.05,23747,1.06,9387
23,34115,1.07,24777,1.04,9532
24,35442,1.04,26545,1.07,10776
25,36307,1.02,26821,1.01,9519
26,36655,1.01,27705,1.03,10375
27,38920,1.06,28564,1.03,10509
28,40126,1.03,29594,1.04,11085
29,40488,1.01,29716,1,10369
30,41228,1.02,31073,1.05,11718
31,42000,1.02,30753,0.99,10371
2,35362,0,21273,0.7,0
3,34241,0.97,26146,1.23,13831
4,35693,1.04,26933,1.03,9771
5,36078,1.01,26915,1,9425
6,35786,0.99,26958,1,9427
7,36329,1.02,27233,1.01,9650
8,36223,1,27579,1.01,9786
9,33422,0.92,25875,0.94,7544
10,30659,0.92,24124,0.93,6926
11,27097,0.88,21296,0.88,5235
12,23784,0.88,18742,0.88,4534
13,21083,0.89,16695,0.89,4324
14,20889,0.99,15939,0.95,4886
15,20606,0.99,15756,0.99,5360
16,21041,1.02,15872,1.01,5607
17,22046,1.05,16878,1.06,6654
18,23951,1.09,17828,1.06,6912
19,24628,1.03,18652,1.05,7179
20,25302,1.03,19283,1.03,7207
21,27851,1.1,20774,1.08,8229
22,30009,1.08,22112,1.06,8580
23,31230,1.04,23516,1.06,9170
24,31236,1,23697,1.01,8274
25,31854,1.02,23996,1.01,8349
26,34682,1.09,24904,1.04,9482
27,34662,1,25625,1.03,9635
28,34557,1,25977,1.01,9399
29,34900,1.01,25899,1,8917
30,36536,1.05,27259,1.05,10544
31,38879,1.06,28541,1.05,10773
2,33819,0,21049,0.7,0
3,33519,0.99,25055,1.19,12728
4,34420,1.03,25363,1.01,9046
5,35807,1.04,26403,1.04,10002
6,36961,1.03,27902,1.06,10725
7,38085,1.03,27952,1,9588
8,36836,0.97,28025,1,9787
9,35412,0.96,27029,0.96,8640
10,31866,0.9,25109,0.93,7192
11,28512,0.89,22659,0.9,5696
12,24438,0.86,19688,0.87,4322
13,22516,0.92,17735,0.9,4683
14,21230,0.94,16435,0.93,4661
15,21645,1.02,16470,1,5731
16,22299,1.03,16728,1.02,6026
17,23465,1.05,17776,1.06,6938
18,25257,1.08,18803,1.06,7272
19,25526,1.01,19429,1.03,7246
20,28341,1.11,21011,1.08,8365
21,30359,1.07,22419,1.07,8888
22,32438,1.07,24075,1.07,9612
23,34115,1.05,25742,1.07,10088
24,36175,1.06,26746,1.04,9988
25,36578,1.01,27329,1.02,10046
26,36974,1.01,27682,1.01,9860
27,37586,1.02,27911,1.01,9921
28,37740,1,28500,1.02,10464
29,36534,0.97,27769,0.97,9256
30,38856,1.06,28185,1.01,9888
31,38934,1,29173,1.04,10924
2,35861,0,21282,0.7,0
3,33716,0.94,25612,1.2,13331
4,33996,1.01,25451,0.99,8664
5,33408,0.98,25431,1,8847
6,33182,0.99,24944,0.98,8185
7,35529,1.07,26331,1.06,10109
8,34466,0.97,26253,1,9061
9,32926,0.96,25024,0.95,7679
10,30624,0.93,23552,0.94,6986
11,27371,0.89,21713,0.92,6006
12,24460,0.89,19370,0.89,4793
13,22442,0.92,17556,0.91,4554
14,22195,0.99,16836,0.96,5302
15,21483,0.97,16508,0.98,5441
16,22334,1.04,16829,1.02,6093
17,22123,0.99,16957,1.01,5900
18,23559,1.06,17401,1.03,6320
19,25140,1.07,18840,1.08,7869
20,27173,1.08,19939,1.06,7764
21,27804,1.02,20991,1.05,8041
22,28143,1.01,21388,1.02,7699
23,29896,1.06,22964,1.07,9028
24,32383,1.08,23532,1.02,8428
25,32708,1.01,24658,1.05,9547
26,34218,1.05,25184,1.02,9337
27,36019,1.05,26582,1.06,10295
28,37038,1.03,27383,1.03,10203
29,37097,1,27624,1.01,9822
30,37984,1.02,28024,1.01,10064
31,38871,1.02,28554,1.02,10413
2,36605,0,21106,0.7,0
3,34351,0.94,26212,1.24,14309
4,35670,1.04,26412,1.01,9262
5,35403,0.99,26391,1,9215
6,34977,0.99,26276,1,9081
7,34150,0.98,25874,0.98,8638
8,34628,1.01,25781,1,8874
9,33274,0.96,25817,1,8757
10,31208,0.94,24144,0.94,7092
11,27321,0.88,21599,0.89,5658
12,23734,0.87,19127,0.89,4638
13,21542,0.91,16927,0.88,4188
14,20291,0.94,15777,0.93,4465
15,20613,1.02,15882,1.01,5617
16,20399,0.99,15481,0.97,5052
17,21094,1.03,16076,1.04,6056
18,22518,1.07,16952,1.05,6517
19,23881,1.06,17974,1.06,7122
20,25249,1.06,18878,1.05,7195
21,27951,1.11,20531,1.09,8391
22,30342,1.09,22022,1.07,8806
23,32171,1.06,23799,1.08,9753
24,33058,1.03,24979,1.05,9777
25,33533,1.01,25792,1.03,9350
26,34120,1.02,25990,1.01,9038
27,34796,1.02,26225,1.01,9268
28,37600,1.08,27686,1.06,10458
29,38808,1.03,28537,1.03,10470
30,36908,0.95,28523,1,9868
31,39868,1.08,28869,1.01,10234
2,36077,0,21340,0.7,0
3,35391,0.98,26469,1.24,14218
4,34688,0.98,26005,0.98,8740
5,35708,1.03,26810,1.03,9850
6,34723,0.97,26613,0.99,9031
7,34587,1,26199,0.98,8690
8,33211,0.96,25637,0.98,8405
9,30599,0.92,23965,0.93,7008
10,28407,0.93,22463,0.94,6593
11,25307,0.89,20180,0.9,5192
12,21772,0.86,17357,0.86,3659
13,19154,0.88,15500,0.89,3834
14,18187,0.95,14112,0.91,3680
15,17966,0.99,13862,0.98,4657
16,17926,1,13431,0.97,4384
17,18088,1.01,13750,1.02,5070
18,19334,1.07,14452,1.05,5474
19,21421,1.11,15764,1.09,6516
20,23620,1.1,17271,1.1,7341
21,25105,1.06,18384,1.06,7447
22,27822,1.11,20265,1.1,8427
23,28272,1.02,21308,1.05,8374
24,30455,1.08,22449,1.05,8603
25,30993,1.02,23352,1.04,8857
26,32554,1.05,24260,1.04,8971
27,34065,1.05,25172,1.04,9497
28,35915,1.05,26428,1.05,10163
29,36780,1.02,27312,1.03,10245
30,38190,1.04,28274,1.04,10586
31,40503,1.06,29468,1.04,11043
2,36697,0,21411,0.7,0
3,35036,0.95,26701,1.25,14404
4,36800,1.05,27341,1.02,9860
5,37376,1.02,27691,1.01,9952
6,38030,1.02,28570,1.03,10567
7,37121,0.98,28026,0.98,9316
8,38227,1.03,28329,1.01,9960
9,34824,0.91,26509,0.94,7960
10,31770,0.91,24550,0.93,7055
11,29083,0.92,22622,0.92,6394
12,24704,0.85,19958,0.88,4950
13,22253,0.9,17706,0.89,4211
14,20946,0.94,16404,0.93,4771
15,20266,0.97,15753,0.96,4959
16,19929,0.98,15375,0.98,5005
17,21005,1.05,15495,1.01,5397
18,23092,1.1,16811,1.08,6892
19,24305,1.05,17898,1.06,7144
20,25259,1.04,18876,1.05,7332
21,27562,1.09,20230,1.07,8095
22,29369,1.07,21737,1.07,8690
23,30495,1.04,22552,1.04,8514
24,32169,1.05,24013,1.06,9477
25,33868,1.05,24826,1.03,9478
26,35262,1.04,26149,1.05,10124
27,35801,1.02,26368,1.01,9426
28,35944,1,27280,1.03,10256
29,36698,1.02,27580,1.01,9869
30,37197,1.01,27932,1.01,9898
31,38104,1.02,28369,1.02,10177
2,34904,0,21475,0.71,0
3,32306,0.93,24853,1.16,12161
4,33922,1.05,25617,1.03,9377
5,34208,1.01,25685,1,8912
6,34830,1.02,26502,1.03,9927
7,35278,1.01,26158,0.99,8784
8,34240,0.97,26221,1,9084
9,32273,0.94,24528,0.94,7287
10,29365,0.91,23049,0.94,6968
11,26535,0.9,20827,0.9,5500
12,22865,0.86,18427,0.88,4502
13,20835,0.91,16378,0.89,3970
14,20383,0.98,15727,0.96,4850
15,19912,0.98,15437,0.98,5136
16,19799,0.99,15185,0.98,5187
17,20948,1.06,15687,1.03,5925
18,22157,1.06,16736,1.07,6726
19,23369,1.05,17543,1.05,6638
20,26314,1.13,19363,1.1,8037
21,27205,1.03,20266,1.05,7801
22,27350,1.01,20997,1.04,7803
23,29789,1.09,22142,1.05,8492
24,32311,1.08,23735,1.07,9475
25,32510,1.01,24524,1.03,9116
26,34766,1.07,25882,1.06,10009
27,36728,1.06,27140,1.05,10282
28,39057,1.06,28570,1.05,11127
29,39582,1.01,29174,1.02,10763
30,36871,0.93,28176,0.97,9067
31,37736,1.02,28064,1,9592
2,35866,0,20989,0.7,0
3,34239,0.95,26039,1.24,14077
4,35750,1.04,26467,1.02,9391
5,36570,1.02,27234,1.03,9980
6,36050,0.99,27130,1,9478
7,37250,1.03,27771,1.02,10123
8,35269,0.95,26833,0.97,8773
9,33638,0.95,25763,0.96,8104
10,30740,0.91,24116,0.94,7145
11,26821,0.87,21472,0.89,5414
12,22913,0.85,18499,0.86,4010
13,20662,0.9,16576,0.9,3942
14,19293,0.93,15170,0.92,4055
15,18700,0.97,14268,0.94,3855
16,18402,0.98,13915,0.98,4574
17,20027,1.09,14873,1.07,5816
18,21975,1.1,15990,1.08,6440
19,23283,1.06,17564,1.1,7397
20,26441,1.14,19284,1.1,7904
21,27142,1.03,20157,1.05,7710
22,27766,1.02,20871,1.04,7775
23,29852,1.08,22069,1.06,8483
24,32232,1.08,23974,1.09,9700
25,33578,1.04,24870,1.04,9310
26,35914,1.07,26046,1.05,10076
27,35791,1,26678,1.02,9887
28,36621,1.02,26794,1,9524
29,38422,1.05,28275,1.06,10927
30,37555,0.98,28494,1.01,10014
31,35975,0.96,27781,0.97,9146
2,37703,0,21744,0.7,0
3,34550,0.92,26621,1.22,14125
4,34197,0.99,26081,0.98,8570
5,35686,1.04,26463,1.01,9548
6,36284,1.02,27218,1.03,10055
7,38067,1.05,28431,1.04,10467
8,37616,0.99,28175,0.99,9682
9,33946,0.9,26430,0.94,7847
10,30992,0.91,24171,0.91,6530
11,27574,0.89,21608,0.89,5725
12,24429,0.89,19451,0.9,4913
13,21563,0.88,17269,0.89,4202
14,21174,0.98,16419,0.95,4920
15,20746,0.98,15970,0.97,5151
16,21169,1.02,16181,1.01,5800
17,21758,1.03,16385,1.01,5801
18,21703,1,16521,1.01,5946
19,22972,1.06,17459,1.06,6710
20,25000,1.09,18534,1.06,7243
21,27585,1.1,19756,1.07,7985
22,29136,1.06,21950,1.11,9492
23,32018,1.1,23589,1.07,9268
24,34277,1.07,25294,1.07,10183
25,35931,1.05,26251,1.04,9914
26,35841,1,26645,1.02,9739
27,36940,1.03,27098,1.02,9797
28,36235,0.98,27563,1.02,9964
29,36412,1,27490,1,9521
30,37208,1.02,27759,1.01,9710
31,38551,1.04,28579,1.03,10701
2,35743,0,20954,0.7,0
3,33997,0.95,25905,1.24,13960
4,33987,1,25254,0.97,8223
5,35261,1.04,25929,1.03,9615
6,37044,1.05,27116,1.05,10443
7,38340,1.03,28330,1.04,10828
8,36143,0.94,27756,0.98,9259
9,33578,0.93,25938,0.93,7581
10,31650,0.94,24404,0.94,7204
11,28909,0.91,22473,0.92,6244
12,25223,0.87,20164,0.9,5191
13,23513,0.93,18494,0.92,5031
14,22420,0.95,17202,0.93,5007
15,21635,0.96,17034,0.99,5806
16,22368,1.03,17165,1.01,5987
17,23414,1.05,17381,1.01,6208
18,24212,1.03,18026,1.04,6886
19,27128,1.12,19941,1.11,8326
20,29092,1.07,21872,1.1,9163
21,29612,1.02,22332,1.02,8215
22,31349,1.06,23130,1.04,8543
23,32590,1.04,24283,1.05,9315
24,34626,1.06,25487,1.05,9787
25,34549,1,25900,1.02,9505
26,34887,1.01,26395,1.02,9578
27,34671,0.99,26177,0.99,8912
28,34762,1,26372,1.01,9268
29,35709,1.03,26648,1.01,9481
30,36443,1.02,27464,1.03,10216
31,34973,0.96,26420,0.96,8335
2,35899,0,21505,0.7,0
3,35075,0.98,26269,1.22,13844
4,34444,0.98,25893,0.99,8839
5,34641,1.01,25674,0.99,8774
6,35245,1.02,26484,1.03,9822
7,35729,1.01,26508,1,9202
8,34220,0.96,25976,0.98,8765
9,32274,0.94,24651,0.95,7547
10,29130,0.9,22818,0.93,6586
11,26319,0.9,20692,0.91,5442
12,22603,0.86,18226,0.88,4309
13,20162,0.89,16126,0.88,3902
14,18981,0.94,14969,0.93,4101
15,19537,1.03,15079,1.01,5181
16,20121,1.03,15258,1.01,5431
17,20967,1.04,15958,1.05,6018
18,22269,1.06,16636,1.04,6346
19,24018,1.08,18000,1.08,7333
20,24963,1.04,18536,1.03,6864
21,26758,1.07,19714,1.06,7886
22,27375,1.02,20662,1.05,8066
23,28501,1.04,20834,1.01,7410
24,31506,1.11,23158,1.11,9803
25,32219,1.02,24031,1.04,9018
26,33659,1.04,24875,1.04,9329
27,35295,1.05,26602,1.07,10539
28,37164,1.05,27294,1.03,9943
29,36143,0.97,27193,1,9428
30,35673,0.99,27001,0.99,9340
31,37078,1.04,27599,1.02,10147
2,36180,0,21706,0.7,0
3,34106,0.94,25894,1.19,13264
4,34682,1.02,25631,0.99,8710
5,33541,0.97,25703,1,9219
6,34323,1.02,25323,0.99,8416
7,34520,1.01,26087,1.03,9750
8,33382,0.97,25538,0.98,8405
9,31934,0.96,24556,0.96,7668
10,29625,0.93,23078,0.94,6871
11,26457,0.89,20880,0.9,5511
12,22623,0.86,18085,0.87,4244
13,20334,0.9,16117,0.89,3938
14,19386,0.95,15070,0.94,4359
15,19157,0.99,14737,0.98,4848
16,19950,1.04,15231,1.03,5622
17,20851,1.05,15725,1.03,5847
18,22085,1.06,16295,1.04,6145
19,23757,1.08,17498,1.07,7056
20,24993,1.05,18902,1.08,7695
21,27251,1.09,20323,1.08,8032
22,28594,1.05,21344,1.05,8193
23,30148,1.05,22169,1.04,8382
24,30813,1.02,23384,1.05,9164
25,31620,1.03,23853,1.02,8592
26,33989,1.07,25083,1.05,9571
27,35599,1.05,25800,1.03,9611
28,35790,1.01,27052,1.05,10467
29,37024,1.03,27444,1.01,9957
30,39069,1.06,28770,1.05,11007
31,39157,1,29044,1.01,10506
2,38015,0,21039,0.7,0
3,35452,0.93,26968,1.28,15311
4,35861,1.01,27010,1,9313
5,36206,1.01,27299,1.01,9625
6,36379,1,27690,1.01,9959
7,37207,1.02,27564,1,9451
8,37002,0.99,27662,1,9532
9,33996,0.92,26112,0.94,7885
10,30540,0.9,24137,0.92,6871
11,27505,0.9,21645,0.9,5587
12,24791,0.9,19603,0.91,5111
13,22742,0.92,17856,0.91,4745
14,22115,0.97,16822,0.94,5008
15,22958,1.04,17154,1.02,6301
16,23612,1.03,17670,1.03,6556
17,24667,1.04,18567,1.05,7228
18,27480,1.11,20252,1.09,8203
19,28344,1.03,21277,1.05,8177
20,30032,1.06,22193,1.04,8375
21,31170,1.04,23149,1.04,8937
22,31978,1.03,24267,1.05,9206
23,32523,1.02,24613,1.01,8736
24,33921,1.04,25139,1.02,9150
25,33945,1,25674,1.02,9322
26,35974,1.06,26707,1.04,9895
27,35812,1,26990,1.01,9686
28,35651,1,26617,0.99,9107
29,36364,1.02,27025,1.02,9592
30,37404,1.03,27563,1.02,10024
31,38530,1.03,28549,1.04,10601
2,35386,0,20885,0.7,0
3,32206,0.91,24838,1.19,12828
4,31911,0.99,24392,0.98,8119
5,32273,1.01,24096,0.99,7897
6,32151,1,24355,1.01,8613
7,32337,1.01,23966,0.98,8071
8,31670,0.98,24143,1.01,8546
9,30187,0.95,23113,0.96,7130
10,28488,0.94,21999,0.95,6720
11,25065,0.88,20035,0.91,5490
12,21430,0.85,17387,0.87,3875
13,18566,0.87,14996,0.86,3201
14,17212,0.93,13521,0.9,3530
15,16824,0.98,12793,0.95,3891
16,17010,1.01,12926,1.01,4630
17,18108,1.06,13729,1.06,5438
18,20202,1.12,14821,1.08,5995
19,21960,1.09,16361,1.1,6847
20,24284,1.11,18059,1.1,7551
21,26888,1.11,19646,1.09,7958
22,28975,1.08,21275,1.08,8704
23,30806,1.06,23059,1.08,9430
24,31111,1.01,23472,1.02,8458
25,33052,1.06,24405,1.04,9084
26,33111,1,25029,1.03,9285
27,32693,0.99,24561,0.98,8235
28,34881,1.07,25960,1.06,9915
29,36107,1.04,26795,1.03,9934
30,37309,1.03,28099,1.05,10797
31,38057,1.02,27988,1,9608
2,36608,0,21364,0.7,0
3,34645,0.95,26434,1.24,14244
4,35198,1.02,26127,0.99,8835
5,36541,1.04,27121,1.04,10159
6,37183,1.02,27659,1.02,10138
7,37642,1.01,27729,1,9858
8,36711,0.98,27715,1,9730
9,35362,0.96,26992,0.97,8747
10,31549,0.89,24917,0.92,6931
11,28485,0.9,22538,0.9,5903
12,25046,0.88,19978,0.89,4878
13,22144,0.88,17560,0.88,4181
14,21377,0.97,16833,0.96,5102
15,21137,0.99,16486,0.98,5335
16,22409,1.06,16906,1.03,6071
17,24702,1.1,18420,1.09,7492
18,25513,1.03,19370,1.05,7505
19,26911,1.05,20043,1.03,7448
20,28287,1.05,21176,1.06,8158
21,28190,1,21178,1,7469
22,30023,1.07,22180,1.05,8453
23,31961,1.06,23581,1.06,9323
24,33606,1.05,25113,1.06,9840
25,34320,1.02,25718,1.02,9491
26,36232,1.06,26861,1.04,10135
27,37373,1.03,27572,1.03,10206
28,37811,1.01,28120,1.02,10292
29,38472,1.02,28804,1.02,10647
30,39730,1.03,29435,1.02,10463
31,40212,1.01,29841,1.01,10722
2,34695,0,21004,0.7,0
3,32680,0.94,25051,1.19,12753
4,32277,0.99,24839,0.99,8278
5,33075,1.02,24875,1,8567
6,33932,1.03,25372,1.02,9335
7,33281,0.98,25372,1,8777
8,31959,0.96,24226,0.95,7525
9,30349,0.95,23246,0.96,7458
10,27638,0.91,21585,0.93,6341
11,24057,0.87,19327,0.9,4914
12,20511,0.85,16632,0.86,3512
13,18063,0.88,14603,0.88,3268
14,17018,0.94,13459,0.92,3724
15,17000,1,12831,0.95,3989
16,17225,1.01,13092,1.02,4772
17,17539,1.02,13231,1.01,4734
18,18839,1.07,14234,1.08,5660
19,19948,1.06,14857,1.04,5675
20,22049,1.11,16254,1.09,6735
21,23803,1.08,17765,1.09,7349
22,25570,1.07,19119,1.08,7558
23,26986,1.06,19982,1.05,7721
24,28527,1.06,20833,1.04,7916
25,29413,1.03,21889,1.05,8456
26,31455,1.07,23627,1.08,9420
27,32922,1.05,24229,1.03,8897
28,34298,1.04,25560,1.05,9999
29,36169,1.05,26835,1.05,10142
30,34985,0.97,26379,0.98,8907
31,36323,1.04,26773,1.01,9605
2,36843,0,21163,0.7,0
3,34507,0.94,26086,1.23,14200
4,35165,1.02,26629,1.02,9626
5,34980,0.99,26021,0.98,8559
6,36147,1.03,26778,1.03,9915
7,37404,1.03,27933,1.04,10636
8,36811,0.98,27602,0.99,9334
9,34978,0.95,26781,0.97,8599
10,31430,0.9,24471,0.91,6869
11,28411,0.9,22122,0.9,5842
12,25031,0.88,19951,0.9,5273
13,22825,0.91,17967,0.9,4636
14,21746,0.95,17011,0.95,5046
15,21698,1,16530,0.97,5310
16,21770,1,16505,1,5824
17,22748,1.04,17055,1.03,6352
18,24577,1.08,18140,1.06,7159
19,26598,1.08,19669,1.08,8055
20,27949,1.05,20510,1.04,7940
21,28580,1.02,21336,1.04,8183
22,29670,1.04,22242,1.04,8370
23,31555,1.06,23549,1.06,9308
24,34303,1.09,24905,1.06,9604
25,35422,1.03,26522,1.06,10532
26,38530,1.09,28008,1.06,10770
27,39870,1.03,29539,1.05,11334
28,40010,1,29505,1,10146
29,39763,0.99,29992,1.02,10872
30,41447,1.04,30194,1.01,10526
31,42876,1.03,31159,1.03,11670
2,37143,0,21352,0.7,0
3,34915,0.94,26492,1.24,14409
4,34154,0.98,25726,0.97,8261
5,35436,1.04,26345,1.02,9735
6,36670,1.03,26906,1.02,9662
7,37311,1.02,28092,1.04,10751
8,36634,0.98,27813,0.99,9460
9,33475,0.91,25944,0.93,7624
10,30940,0.92,23834,0.92,6709
11,27454,0.89,21832,0.92,6084
12,24135,0.88,19210,0.88,4542
13,22227,0.92,17559,0.91,4629
14,21599,0.97,16568,0.94,4880
15,21334,0.99,16309,0.98,5321
16,22218,1.04,16664,1.02,6006
17,22931,1.03,17515,1.05,6776
18,25018,1.09,18667,1.07,7307
19,26625,1.06,20103,1.08,7985
20,28750,1.08,21275,1.06,8185
21,29976,1.04,22358,1.05,8559
22,30643,1.02,22758,1.02,8251
23,31259,1.02,23589,1.04,8964
24,32704,1.05,24150,1.02,8927
25,34451,1.05,25411,1.05,9820
26,36387,1.06,26601,1.05,10037
27,37998,1.04,27807,1.05,10501
28,39035,1.03,28974,1.04,11126
29,38798,0.99,29143,1.01,10291
30,40143,1.03,29723,1.02,10609
31,39886,0.99,29690,1,10392
2,35812,0,21369,0.7,0
3,34091,0.95,25474,1.19,13202
4,34410,1.01,26145,1.03,9340
5,36398,1.06,26474,1.01,9426
6,36330,1,27028,1.02,10094
7,35284,0.97,26678,0.99,9009
8,35903,1.02,26730,1,9213
9,34013,0.95,26069,0.98,8867
10,31517,0.93,24525,0.94,7370
11,27991,0.89,21955,0.9,5712
12,23933,0.86,19139,0.87,4494
13,21585,0.9,17047,0.89,4293
14,20625,0.96,15967,0.94,4650
15,20398,0.99,15745,0.99,5206
16,20713,1.02,15672,1,5263
17,20774,1,16026,1.02,5828
18,22269,1.07,16556,1.03,5997
19,23239,1.04,17449,1.05,6723
20,25102,1.08,18465,1.06,7172
21,25746,1.03,19133,1.04,7331
22,27710,1.08,20460,1.07,7976
23,27764,1,21101,1.03,7889
24,30184,1.09,22404,1.06,8608
25,32555,1.08,23736,1.06,9328
26,32407,1,24587,1.04,9175
27,33721,1.04,25248,1.03,9199
28,34862,1.03,25826,1.02,9401
29,34434,0.99,25947,1,9314
30,34099,0.99,25856,1,8872
31,35878,1.05,26558,1.03,9691
2,36835,0,21479,0.7,0
3,34906,0.95,26171,1.22,13997
4,34229,0.98,25786,0.99,8716
5,35732,1.04,26302,1.02,9547
6,35671,1,26443,1.01,9458
7,36410,1.02,27410,1.04,10328
8,35883,0.99,26845,0.98,8839
9,33914,0.95,25962,0.97,8371
10,31349,0.92,24503,0.94,7196
11,28937,0.92,22613,0.92,6298
12,25764,0.89,20333,0.9,5321
13,23916,0.93,18724,0.92,5134
14,22750,0.95,17524,0.94,5120
15,22506,0.99,17264,0.99,5770
16,22369,0.99,17118,0.99,5707
17,23422,1.05,17507,1.02,6404
18,24194,1.03,18184,1.04,6789
19,26493,1.1,19556,1.08,7912
20,27980,1.06,20668,1.06,8092
21,30199,1.08,22436,1.09,8993
22,31684,1.05,23778,1.06,9296
23,32273,1.02,24426,1.03,8903
24,32767,1.02,25036,1.02,9035
25,32445,0.99,24612,0.98,8124
26,34238,1.06,25141,1.02,8936
27,35953,1.05,26257,1.04,10075
28,36130,1,26963,1.03,10198
29,37977,1.05,27743,1.03,10143
30,38609,1.02,28787,1.04,10773
31,39156,1.01,29299,1.02,10496
2,34940,0,21128,0.7,0
3,32751,0.94,24979,1.18,12582
4,32259,0.98,24308,0.97,7889
5,33115,1.03,24935,1.03,9164
6,32813,0.99,25160,1.01,8727
7,34696,1.06,25904,1.03,9410
8,34525,1,25975,1,9044
9,32668,0.95,25335,0.98,8267
10,29991,0.92,23208,0.92,6349
11,27631,0.92,21287,0.92,5946
12,23344,0.84,18937,0.89,4817
13,21147,0.91,16879,0.89,4080
14,20210,0.96,15841,0.94,4582
15,20365,1.01,15682,0.99,5197
16,20166,0.99,15445,0.98,5191
17,20776,1.03,15884,1.03,5850
18,21958,1.06,16550,1.04,6297
19,22817,1.04,17296,1.05,6556
20,24419,1.07,18120,1.05,6922
21,24888,1.02,18974,1.05,7388
22,26470,1.06,19787,1.04,7564
23,28239,1.07,20993,1.06,8207
24,29638,1.05,22218,1.06,8623
25,31729,1.07,23527,1.06,9254
26,32003,1.01,24125,1.03,8840
27,34183,1.07,25295,1.05,9483
28,34765,1.02,26354,1.04,9882
29,36240,1.04,26770,1.02,9618
30,37346,1.03,27257,1.02,10039
31,39953,1.07,29041,1.07,11477
2,37665,0,21624,0.7,0
3,35001,0.93,26228,1.21,14141
4,34565,0.99,26494,1.01,9288
5,35092,1.02,26111,0.99,8802
6,34810,0.99,26231,1,9265
7,37735,1.08,27479,1.05,10318
8,37437,0.99,28096,1.02,10346
9,36385,0.97,27237,0.97,8931
10,32625,0.9,25275,0.93,7499
11,30568,0.94,23772,0.94,7020
12,26100,0.85,20826,0.88,5062
13,23668,0.91,18618,0.89,4636
14,22476,0.95,17423,0.94,5083
15,22598,1.01,17129,0.98,5609
16,23306,1.03,17272,1.01,6211
17,23387,1,17704,1.03,6561
18,24694,1.06,18406,1.04,6942
19,25888,1.05,19401,1.05,7720
20,26691,1.03,20092,1.04,7503
21,28694,1.08,21213,1.06,8228
22,30060,1.05,22020,1.04,8436
23,31469,1.05,23387,1.06,9261
24,32558,1.03,24533,1.05,9490
25,34109,1.05,25398,1.04,9326
26,34210,1,26020,1.02,9550
27,33852,0.99,25714,0.99,8608
28,34164,1.01,25792,1,8923
29,35391,1.04,26419,1.02,9552
30,35434,1,26488,1,9353
31,37525,1.06,28019,1.06,10881
2,37205,0,21160,0.7,0
3,34172,0.92,26245,1.24,14493
4,34231,1,26361,1,8997
5,35259,1.03,26515,1.01,9249
6,35264,1,26865,1.01,9462
7,35585,1.01,26238,0.98,8630
8,36089,1.01,26686,1.02,9502
9,34113,0.95,26157,0.98,8989
10,31122,0.91,24308,0.93,6931
11,27555,0.89,21876,0.9,5621
12,24959,0.91,19617,0.9,4963
13,22942,0.92,17926,0.91,4854
14,21879,0.95,16964,0.95,5111
15,22018,1.01,16786,0.99,5651
16,23085,1.05,17155,1.02,6300
17,23144,1,17765,1.04,6737
18,23110,1,17513,0.99,5861
19,24527,1.06,18633,1.06,7320
20,26788,1.09,19712,1.06,7842
21,28309,1.06,21198,1.08,8424
22,29685,1.05,22241,1.05,8404
23,31474,1.06,23162,1.04,8845
24,33136,1.05,24350,1.05,9493
25,34810,1.05,25685,1.05,10118
26,33731,0.97,26085,1.02,9461
27,35789,1.06,25828,0.99,8637
28,37186,1.04,27205,1.05,10721
29,38064,1.02,28816,1.06,11364
30,38193,1,28572,0.99,9696
31,39523,1.03,29020,1.02,10358
2,36248,0,21151,0.7,0
3,34097,0.94,26007,1.23,14025
4,34305,1.01,26187,1.01,9014
5,34251,1,25789,0.98,8625
6,34103,1,25539,0.99,8808
7,35178,1.03,26166,1.02,9492
8,33857,0.96,25692,0.98,8625
9,31588,0.93,24563,0.96,7739
10,29173,0.92,22738,0.93,6484
11,25300,0.87,20099,0.88,4881
12,21921,0.87,17700,0.88,4230
13,20064,0.92,16006,0.9,3984
14,19181,0.96,15083,0.94,4358
