Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
20,24342,1.07,17948,1.07,7243
21,25861,1.06,19443,1.08,8067
22,27205,1.05,20787,1.07,8056
23,28860,1.06,21735,1.05,8182
24,31473,1.09,23207,1.07,9179
25,32322,1.03,24176,1.04,9217
26,34022,1.05,25270,1.05,9594
27,34480,1.01,26013,1.03,9571
28,35698,1.04,26051,1,9083
29,34977,0.98,26468,1.02,9507
30,36372,1.04,26857,1.01,9681
31,37667,1.04,27415,1.02,10108
2,36987,0,21077,0.7,0
3,33905,0.92,25737,1.22,13876
4,33367,0.98,25511,0.99,8521
5,32958,0.99,24905,0.98,8145
6,34387,1.04,25670,1.03,9451
7,36050,1.05,26071,1.02,9287
8,34723,0.96,26295,1.01,9541
9,31419,0.9,24672,0.94,7410
10,28717,0.91,22316,0.9,5834
11,26193,0.91,20537,0.92,5753
12,22700,0.87,18207,0.89,4571
13,20951,0.92,16537,0.91,4341
14,20221,0.97,15725,0.95,4783
15,20419,1.01,15581,0.99,5096
16,20634,1.01,15310,0.98,5176
17,20520,0.99,15787,1.03,5965
18,20800,1.01,15783,1,5613
19,22644,1.09,16760,1.06,6484
20,24172,1.07,17877,1.07,7125
21,25431,1.05,18755,1.05,7380
22,27762,1.09,20451,1.09,8411
23,29160,1.05,21866,1.07,8724
24,30817,1.06,22763,1.04,8590
25,32519,1.06,24112,1.06,9448
26,32056,0.99,23810,0.99,8206
27,33272,1.04,24639,1.03,9189
28,33767,1.01,25371,1.03,9270
29,34413,1.02,26078,1.03,9500
30,36337,1.06,26850,1.03,9972
31,38476,1.06,28116,1.05,10645
2,36154,0,21482,0.7,0
3,34171,0.95,26047,1.21,13784
4,33779,0.99,25531,0.98,8401
5,35339,1.05,26197,1.03,9664
6,35048,0.99,26452,1.01,9476
7,34034,0.97,25774,0.97,8442
8,33699,0.99,25720,1,8976
9,31077,0.92,23841,0.93,6850
10,28038,0.9,22208,0.93,6402
11,25545,0.91,20023,0.9,5267
12,21726,0.85,17574,0.88,4150
13,19518,0.9,15612,0.89,3803
14,18608,0.95,14603,0.94,4186
15,18754,1.01,14376,0.98,4749
16,19317,1.03,14817,1.03,5398
17,20365,1.05,15174,1.02,5486
18,21078,1.04,15796,1.04,5960
19,22487,1.07,17021,1.08,6854
20,23838,1.06,17573,1.03,6561
21,24120,1.01,18102,1.03,6977
22,26581,1.1,19393,1.07,7639
23,28065,1.06,20845,1.07,8335
24,29614,1.06,22068,1.06,8614
25,31584,1.07,23276,1.05,9158
26,31344,0.99,23590,1.01,8618
27,32589,1.04,24308,1.03,9070
28,33399,1.02,25129,1.03,9363
29,34162,1.02,25383,1.01,8971
30,34082,1,25752,1.01,9178
31,34958,1.03,25661,1,8881
2,34733,0,21319,0.7,0
3,33526,0.97,25294,1.19,12757
4,33765,1.01,25089,0.99,8415
5,36152,1.07,26748,1.07,10506
6,37306,1.03,27997,1.05,10548
7,37378,1,27718,0.99,9465
8,35521,0.95,27209,0.98,9079
9,34560,0.97,26178,0.96,8202
10,30805,0.89,24265,0.93,6903
11,26417,0.86,21086,0.87,4866
12,22697,0.86,18289,0.87,4060
13,19919,0.88,16018,0.88,3669
14,19362,0.97,15049,0.94,4280
15,19015,0.98,14610,0.97,4735
16,19592,1.03,14720,1.01,5227
17,21238,1.08,15891,1.08,6451
18,22213,1.05,16677,1.05,6504
19,23382,1.05,17392,1.04,6648
20,25929,1.11,19023,1.09,7971
21,27133,1.05,20103,1.06,7984
22,27902,1.03,21127,1.05,8319
23,29546,1.06,21836,1.03,8151
24,31445,1.06,23088,1.06,9068
25,32213,1.02,23986,1.04,9008
26,33127,1.03,24412,1.02,8927
27,33955,1.02,25365,1.04,9563
28,35510,1.05,26325,1.04,9754
29,36507,1.03,27292,1.04,10217
30,35530,0.97,26785,0.98,9065
31,37067,1.04,27171,1.01,9627
2,37360,0,21471,0.7,0
3,33971,0.91,26169,1.22,13884
4,34154,1.01,25704,0.98,8447
5,34750,1.02,25630,1,8876
6,35735,1.03,26583,1.04,9951
7,36687,1.03,27456,1.03,10016
8,34235,0.93,26709,0.97,8791
9,33037,0.97,25172,0.94,7515
10,29568,0.89,23198,0.92,6682
11,26963,0.91,21285,0.92,5832
12,23074,0.86,18698,0.88,4441
13,20433,0.89,16451,0.88,3934
14,19567,0.96,15418,0.94,4411
15,19315,0.99,14922,0.97,4747
16,20349,1.05,15155,1.02,5503
17,20984,1.03,15782,1.04,6109
18,22929,1.09,17021,1.08,6803
19,24889,1.09,18391,1.08,7531
20,26123,1.05,19536,1.06,7700
21,28249,1.08,20870,1.07,8134
22,29932,1.06,21880,1.05,8358
23,31188,1.04,22831,1.04,8851
24,32953,1.06,24764,1.08,10117
25,34433,1.04,25704,1.04,9499
26,35741,1.04,26611,1.04,10012
27,35484,0.99,26343,0.99,9085
28,37748,1.06,27338,1.04,10159
29,38982,1.03,28999,1.06,11474
30,40378,1.04,30034,1.04,11052
31,42321,1.05,31015,1.03,11528
2,35397,0,21323,0.7,0
3,33482,0.95,25489,1.2,12979
4,35509,1.06,25977,1.02,9426
5,33970,0.96,25761,0.99,8835
6,35861,1.06,26812,1.04,10133
7,37792,1.05,27847,1.04,10436
8,35884,0.95,27199,0.98,9203
9,33833,0.94,26227,0.96,8443
10,30897,0.91,24043,0.92,6631
11,27637,0.89,21717,0.9,5662
12,24022,0.87,19071,0.88,4671
13,22005,0.92,17344,0.91,4606
14,21290,0.97,16338,0.94,4880
15,20931,0.98,16179,0.99,5520
16,21993,1.05,16639,1.03,6028
17,22440,1.02,16837,1.01,5943
18,24399,1.09,18108,1.08,7309
19,25558,1.05,19296,1.07,7497
20,26491,1.04,20016,1.04,7526
21,27667,1.04,20427,1.02,7468
22,28082,1.01,21241,1.04,8065
23,29440,1.05,21959,1.03,8301
24,31340,1.06,23024,1.05,8897
25,33229,1.06,24547,1.07,9732
26,34343,1.03,25748,1.05,9931
27,34127,0.99,25751,1,8959
28,35980,1.05,26654,1.04,9901
29,38285,1.06,28418,1.07,11157
30,38093,0.99,28276,1,9755
31,39590,1.04,29136,1.03,10927
2,36294,0,21385,0.7,0
3,33840,0.93,25838,1.21,13528
4,34314,1.01,25605,0.99,8602
5,34352,1,25960,1.01,9353
6,33939,0.99,25617,0.99,8571
7,35123,1.03,26023,1.02,9298
8,34635,0.99,26546,1.02,9671
9,33816,0.98,25547,0.96,8036
10,31715,0.94,24661,0.97,7922
11,28224,0.89,22257,0.9,5932
12,24558,0.87,19660,0.88,4643
13,22351,0.91,17731,0.9,4526
14,21643,0.97,16877,0.95,5092
15,22093,1.02,16543,0.98,5425
16,22828,1.03,17069,1.03,6371
17,24563,1.08,18368,1.08,7379
18,24741,1.01,18816,1.02,6924
19,26599,1.08,19865,1.06,7705
20,29091,1.09,21267,1.07,8538
21,31803,1.09,23402,1.1,9843
22,32042,1.01,24386,1.04,9273
23,33824,1.06,25312,1.04,9387
24,35034,1.04,26173,1.03,9709
25,37076,1.06,27054,1.03,10086
26,38227,1.03,27895,1.03,10388
27,37632,0.98,28347,1.02,10270
28,38401,1.02,28703,1.01,10211
29,39932,1.04,29145,1.02,10569
30,38978,0.98,29485,1.01,10812
31,40222,1.03,30044,1.02,10574
2,35664,0,21412,0.7,0
3,33016,0.93,25248,1.18,12719
4,34179,1.04,25908,1.03,9426
5,34465,1.01,25660,0.99,8610
6,36942,1.07,27128,1.06,10501
7,37733,1.02,27783,1.02,10241
8,34896,0.92,26963,0.97,8972
9,32492,0.93,25103,0.93,7066
10,29410,0.91,23133,0.92,6280
11,26157,0.89,20677,0.89,5434
12,22651,0.87,18217,0.88,4416
13,20579,0.91,16312,0.9,4110
14,19440,0.94,15334,0.94,4395
15,19275,0.99,14675,0.96,4445
16,19045,0.99,14711,1,5201
17,20777,1.09,15430,1.05,5899
18,22237,1.07,16420,1.06,6574
19,24855,1.12,18209,1.11,7745
20,25383,1.02,19128,1.05,7565
21,27157,1.07,20031,1.05,7763
22,28293,1.04,21073,1.05,8223
23,29337,1.04,21963,1.04,8428
24,31224,1.06,23404,1.07,9226
25,32845,1.05,24601,1.05,9411
26,34247,1.04,25720,1.05,9560
27,34315,1,26149,1.02,9312
28,33814,0.99,26033,1,8754
29,35501,1.05,26067,1,9058
30,36600,1.03,26853,1.03,9999
31,37616,1.03,27578,1.03,10336
2,37563,0,21450,0.7,0
3,34614,0.92,26494,1.24,14297
4,34783,1,26354,0.99,8939
5,35535,1.02,26563,1.01,9353
6,38064,1.07,27821,1.05,10670
7,38769,1.02,28603,1.03,10684
8,37296,0.96,28197,0.99,9540
9,36479,0.98,27861,0.99,9328
10,33652,0.92,26250,0.94,7743
11,31226,0.93,24196,0.92,6691
12,27009,0.86,21649,0.89,5740
13,25204,0.93,19555,0.9,5058
14,24632,0.98,18896,0.97,6066
15,24761,1.01,18840,1,6438
16,25961,1.05,19461,1.03,7143
17,27397,1.06,20461,1.05,7771
18,27823,1.02,20799,1.02,7483
19,29616,1.06,22068,1.06,8531
20,30644,1.03,22928,1.04,8745
21,32787,1.07,24290,1.06,9453
22,33677,1.03,25052,1.03,9266
23,34134,1.01,25710,1.03,9377
24,36321,1.06,27026,1.05,10489
25,37475,1.03,27843,1.03,10261
26,38145,1.02,27791,1,9801
27,38518,1.01,29073,1.05,11247
28,38048,0.99,28907,0.99,9871
29,39385,1.04,28963,1,9929
30,40326,1.02,29747,1.03,10898
31,40700,1.01,30159,1.01,10924
2,35123,0,21455,0.7,0
3,32575,0.93,24815,1.16,12078
4,32989,1.01,24858,1,8457
5,33602,1.02,25126,1.01,8926
6,33855,1.01,25777,1.03,9431
7,35587,1.05,26237,1.02,9388
8,34866,0.98,26095,0.99,9121
9,33219,0.95,25151,0.96,8216
10,30272,0.91,23833,0.95,7220
11,27511,0.91,21546,0.9,5574
12,23653,0.86,18980,0.88,4580
13,21067,0.89,16719,0.88,4080
14,19940,0.95,15516,0.93,4311
15,19647,0.99,15204,0.98,5017
16,19732,1,14984,0.99,5112
17,20147,1.02,15204,1.01,5588
18,20832,1.03,16070,1.06,6231
19,22353,1.07,16696,1.04,6230
20,23592,1.06,17529,1.05,6741
21,25983,1.1,19043,1.09,7795
22,26533,1.02,19920,1.05,7921
23,29107,1.1,21796,1.09,9032
24,29787,1.02,22208,1.02,8071
25,30061,1.01,22562,1.02,8250
26,33078,1.1,23855,1.06,9303
27,33781,1.02,25327,1.06,10148
28,34771,1.03,25997,1.03,9611
29,35862,1.03,26784,1.03,10004
30,35808,1,26454,0.99,9043
31,36577,1.02,27407,1.04,10309
2,37555,0,21209,0.7,0
3,34993,0.93,26696,1.26,14610
4,34184,0.98,25969,0.97,8311
5,35857,1.05,26520,1.02,9591
6,36639,1.02,27337,1.03,10256
7,36563,1,27470,1,9582
8,35659,0.98,27389,1,9422
9,33584,0.94,25721,0.94,7669
10,31486,0.94,24298,0.94,7321
11,27977,0.89,22052,0.91,5997
12,24207,0.87,19610,0.89,4724
13,22234,0.92,17546,0.89,4379
14,21854,0.98,16764,0.96,4964
15,21867,1,16609,0.99,5670
16,21635,0.99,16415,0.99,5660
17,21717,1,16545,1.01,5957
18,22918,1.06,17189,1.04,6329
19,25250,1.1,18764,1.09,7685
20,26443,1.05,19633,1.05,7590
21,27119,1.03,20774,1.06,8066
22,29496,1.09,21437,1.03,7948
23,28997,0.98,22019,1.03,8218
24,31049,1.07,23060,1.05,8716
25,33575,1.08,24650,1.07,9903
26,35367,1.05,26311,1.07,10386
27,36642,1.04,27079,1.03,9950
28,37242,1.02,27457,1.01,9961
29,37234,1,28237,1.03,10367
30,38219,1.03,28280,1,9766
31,38479,1.01,28586,1.01,10153
2,37900,0,21471,0.7,0
3,34033,0.9,26227,1.22,14005
4,34155,1,25643,0.98,8408
5,34683,1.02,26340,1.03,9530
6,34452,0.99,26405,1,9102
7,34890,1.01,26382,1,9167
8,34066,0.98,26033,0.99,8769
9,32715,0.96,24959,0.96,7689
10,30060,0.92,23272,0.93,6799
11,26985,0.9,21252,0.91,5753
12,22974,0.85,18521,0.87,4327
13,20811,0.91,16599,0.9,4045
14,19735,0.95,15268,0.92,4279
15,19971,1.01,15286,1,5269
16,19956,1,15054,0.98,5144
17,19710,0.99,15051,1,5175
18,21273,1.08,15859,1.05,6131
19,23063,1.08,17031,1.07,6843
20,25632,1.11,19216,1.13,8277
21,27542,1.07,20540,1.07,8115
22,29873,1.08,21849,1.06,8682
23,31854,1.07,23336,1.07,9287
24,33387,1.05,24183,1.04,9106
25,34233,1.03,25426,1.05,10025
26,35948,1.05,26821,1.05,10428
27,37855,1.05,27885,1.04,10493
28,37929,1,28029,1.01,9944
29,37617,0.99,28182,1.01,9832
30,39157,1.04,28768,1.02,10451
31,39123,1,28938,1.01,10409
2,38013,0,20745,0.7,0
3,35296,0.93,27085,1.31,15703
4,36390,1.03,27281,1.01,9366
5,37239,1.02,28152,1.03,10413
6,38667,1.04,28131,1,9920
7,39128,1.01,29203,1.04,11044
8,36740,0.94,28249,0.97,9100
9,36117,0.98,27591,0.98,8977
10,32972,0.91,25795,0.93,7479
11,30558,0.93,23541,0.91,6372
12,26731,0.87,21332,0.91,5779
13,24043,0.9,19202,0.9,4822
14,23942,1,18155,0.95,5352
15,24291,1.01,18374,1.01,6548
16,24636,1.01,18778,1.02,6916
17,26180,1.06,19440,1.04,7134
18,28055,1.07,21075,1.08,8617
19,29135,1.04,21705,1.03,7966
20,31026,1.06,23038,1.06,8966
21,33575,1.08,24691,1.07,9828
22,33571,1,24906,1.01,8900
23,35159,1.05,25935,1.04,9818
24,35236,1,26579,1.02,9759
25,36274,1.03,27273,1.03,9987
26,36519,1.01,26833,0.98,8949
27,38738,1.06,28422,1.06,11259
28,38467,0.99,28774,1.01,10467
29,37627,0.98,28567,0.99,9688
30,37894,1.01,28266,0.99,9518
31,38244,1.01,28093,0.99,9444
2,36023,0,21341,0.7,0
3,31855,0.88,24694,1.16,12318
4,33689,1.06,25100,1.02,8797
5,34166,1.01,25677,1.02,9310
6,35553,1.04,26275,1.02,9659
7,35268,0.99,26433,1.01,9291
8,33615,0.95,25848,0.98,8579
9,31893,0.95,24472,0.95,7209
10,28624,0.9,22540,0.92,6305
11,25507,0.89,20189,0.9,5322
12,21187,0.83,17298,0.86,3695
13,18828,0.89,15107,0.87,3428
14,17799,0.95,13819,0.91,3696
15,17502,0.98,13612,0.99,4542
16,17700,1.01,13435,0.99,4486
17,18422,1.04,14006,1.04,5276
18,19659,1.07,14654,1.05,5566
19,21240,1.08,15734,1.07,6173
20,22250,1.05,16782,1.07,6779
21,23919,1.08,17845,1.06,7113
22,25295,1.06,18615,1.04,7026
23,27178,1.07,20123,1.08,8268
24,30030,1.1,22046,1.1,9058
25,32413,1.08,23852,1.08,9754
26,32850,1.01,24553,1.03,9129
27,33130,1.01,24929,1.02,8942
28,33957,1.02,25229,1.01,9064
29,36705,1.08,27040,1.07,10750
30,38321,1.04,28159,1.04,10631
31,39192,1.02,28730,1.02,10463
2,35050,0,21459,0.7,0
3,33128,0.95,25290,1.18,12772
4,33193,1,25007,0.99,8363
5,32360,0.97,24716,0.99,8304
6,32475,1,24434,0.99,8088
7,32457,1,24406,1,8455
8,32308,1,24288,1,8306
9,30094,0.93,23232,0.96,7374
10,28030,0.93,21883,0.94,6519
11,24407,0.87,19598,0.9,5049
12,20447,0.84,16603,0.85,3459
13,17816,0.87,14422,0.87,3203
14,16547,0.93,13129,0.91,3487
15,16010,0.97,12402,0.94,3697
16,16376,1.02,12523,1.01,4519
17,17085,1.04,12975,1.04,4882
18,18175,1.06,13832,1.07,5454
19,19779,1.09,14714,1.06,5765
20,21481,1.09,15858,1.08,6388
21,23208,1.08,17493,1.1,7290
22,26053,1.12,19048,1.09,7835
23,27510,1.06,20513,1.08,8334
24,28963,1.05,21300,1.04,8076
25,31075,1.07,22745,1.07,9155
26,32241,1.04,23616,1.04,9118
27,32866,1.02,24438,1.03,9341
28,35157,1.07,25794,1.06,10166
29,35416,1.01,26571,1.03,10032
30,35744,1.01,26805,1.01,9496
31,36636,1.02,27502,1.03,9991
2,35588,0,21297,0.7,0
3,33865,0.95,25535,1.2,13281
4,34963,1.03,26029,1.02,9345
5,34276,0.98,25766,0.99,8813
6,34992,1.02,25997,1.01,9086
7,35266,1.01,26694,1.03,9772
8,34596,0.98,25933,0.97,8354
9,31852,0.92,24879,0.96,7747
10,29168,0.92,22659,0.91,6103
11,26063,0.89,20630,0.91,5643
12,22899,0.88,18167,0.88,4444
13,19833,0.87,15917,0.88,3716
14,18660,0.94,14622,0.92,3996
15,17637,0.95,13800,0.94,4129
16,18631,1.06,14247,1.03,5124
17,18899,1.01,14504,1.02,5198
18,20801,1.1,15287,1.05,5831
19,22035,1.06,16500,1.08,6725
20,24862,1.13,18499,1.12,7814
21,27065,1.09,19993,1.08,8088
22,29424,1.09,21374,1.07,8679
23,29660,1.01,22580,1.06,8900
24,30367,1.02,22609,1,7772
25,32951,1.09,24297,1.07,9725
26,34004,1.03,25598,1.05,9832
27,34249,1.01,25774,1.01,8954
28,34788,1.02,26263,1.02,9571
29,35949,1.03,26814,1.02,9683
30,35558,0.99,26689,1,9230
31,36198,1.02,27140,1.02,9745
2,34805,0,20782,0.7,0
3,33292,0.96,25119,1.21,13149
4,33179,1,24790,0.99,8414
5,32777,0.99,24561,0.99,8308
6,33713,1.03,25002,1.02,9272
7,34586,1.03,25311,1.01,9171
8,34183,0.99,25804,1.02,9605
9,32056,0.94,24920,0.97,7919
10,28442,0.89,22334,0.9,5767
11,26153,0.92,20501,0.92,5485
12,22125,0.85,17840,0.87,4173
13,19932,0.9,15858,0.89,3859
14,19292,0.97,15170,0.96,4683
15,19254,1,14855,0.98,4835
16,19837,1.03,15156,1.02,5335
17,20959,1.06,15524,1.02,5761
18,22612,1.08,17066,1.1,7212
19,23613,1.04,17827,1.04,6816
20,25174,1.07,18728,1.05,7190
21,26852,1.07,19964,1.07,7856
22,28956,1.08,21325,1.07,8558
23,29952,1.03,22131,1.04,8461
24,30061,1,22638,1.02,8343
25,31653,1.05,23842,1.05,8989
26,32735,1.03,24539,1.03,8971
27,34279,1.05,25431,1.04,9613
28,35083,1.02,25736,1.01,9218
29,35479,1.01,26356,1.02,9789
30,36475,1.03,27049,1.03,9942
31,37642,1.03,27496,1.02,9956
2,37322,0,21316,0.7,0
3,35386,0.95,26768,1.26,14916
4,35027,0.99,26502,0.99,8912
5,36915,1.05,27024,1.02,9670
6,37459,1.01,27714,1.03,10386
7,38559,1.03,29016,1.05,10989
8,37085,0.96,28263,0.97,9134
9,35339,0.95,26640,0.94,8072
10,33235,0.94,25445,0.96,7886
11,30378,0.91,23482,0.92,6599
12,26831,0.88,21107,0.9,5532
13,24549,0.91,19401,0.92,5411
14,24033,0.98,18208,0.94,5386
15,24147,1,18478,1.01,6640
16,24319,1.01,18424,1,6305
17,26213,1.08,19275,1.05,7427
18,26616,1.02,19926,1.03,7555
19,28153,1.06,20922,1.05,8025
20,30104,1.07,22145,1.06,8724
21,31191,1.04,23136,1.04,8767
22,32952,1.06,24488,1.06,9553
23,32958,1,24890,1.02,9057
24,34689,1.05,25744,1.03,9466
25,35172,1.01,26771,1.04,10030
26,36138,1.03,27115,1.01,9613
27,37550,1.04,27724,1.02,10106
28,38103,1.01,28526,1.03,10488
29,37540,0.99,28488,1,9923
30,38660,1.03,28758,1.01,10209
31,38302,0.99,28529,0.99,9948
2,37613,0,21155,0.7,0
3,34890,0.93,26568,1.26,14721
4,33925,0.97,25928,0.98,8429
5,34207,1.01,25534,0.98,8629
6,35518,1.04,26063,1.02,9404
7,36460,1.03,27081,1.04,10253
8,36065,0.99,27035,1,9456
9,33608,0.93,25763,0.95,7920
10,31451,0.94,24366,0.95,7444
11,28264,0.9,22227,0.91,6038
12,24761,0.88,19707,0.89,4912
13,22254,0.9,17476,0.89,4347
14,22232,1,16830,0.96,5281
15,21624,0.97,16773,1,5790
16,21868,1.01,16608,0.99,5512
17,23529,1.08,17553,1.06,6895
18,24742,1.05,18723,1.07,7438
19,25938,1.05,19386,1.04,7232
20,26493,1.02,19872,1.03,7436
21,28794,1.09,20902,1.05,8060
22,29910,1.04,22250,1.06,8855
23,32157,1.08,23980,1.08,9686
24,32263,1,24127,1.01,8590
25,33970,1.05,25356,1.05,9780
26,35462,1.04,26625,1.05,10145
27,35756,1.01,26402,0.99,9114
28,37640,1.05,27580,1.04,10572
29,38859,1.03,29162,1.06,11379
30,37665,0.97,28135,0.96,8865
31,38916,1.03,28431,1.01,10186
2,35065,0,21162,0.7,0
3,31934,0.91,24451,1.16,12125
4,34110,1.07,24883,1.02,8779
5,33832,0.99,25393,1.02,9424
6,33771,1,25389,1,9021
7,34013,1.01,25526,1.01,8986
8,34169,1,25589,1,8958
9,32582,0.95,25036,0.98,8247
10,30632,0.94,23705,0.95,6992
11,26728,0.87,21310,0.9,5612
12,22969,0.86,18706,0.88,4327
13,21179,0.92,16746,0.9,4082
14,19801,0.93,15501,0.93,4393
15,20569,1.04,15542,1,5334
16,21527,1.05,16248,1.05,6243
17,21906,1.02,16686,1.03,6067
18,23119,1.06,17461,1.05,6542
19,25307,1.09,18684,1.07,7298
20,26092,1.03,19788,1.06,7651
21,28090,1.08,20914,1.06,8058
22,30254,1.08,22065,1.06,8480
23,30770,1.02,22983,1.04,8705
24,31662,1.03,23791,1.04,8858
25,32737,1.03,24348,1.02,8807
26,35207,1.08,25827,1.06,10190
27,37946,1.08,27927,1.08,11393
28,38968,1.03,29233,1.05,10962
29,39151,1,29177,1,10015
30,38510,0.98,28684,0.98,9685
31,39750,1.03,29456,1.03,10862
2,36824,0,21296,0.7,0
3,34816,0.95,26113,1.23,13919
4,34261,0.98,26102,1,9141
5,35192,1.03,26000,1,8958
6,34857,0.99,26344,1.01,9435
7,36416,1.04,27204,1.03,9958
8,36435,1,27259,1,9543
9,33221,0.91,25883,0.95,8016
10,31328,0.94,23852,0.92,6611
11,28561,0.91,22411,0.94,6669
12,25084,0.88,20067,0.9,5007
13,22872,0.91,17986,0.9,4531
14,21846,0.96,17168,0.95,5180
15,21532,0.99,16413,0.96,5040
16,21081,0.98,16364,1,5691
17,22414,1.06,16758,1.02,6028
18,24307,1.08,18055,1.08,7182
19,24924,1.03,19170,1.06,7502
20,27178,1.09,20259,1.06,7638
21,29058,1.07,21197,1.05,8012
22,30490,1.05,22500,1.06,9081
23,30619,1,23297,1.04,8878
24,31753,1.04,23561,1.01,8341
25,31819,1,24120,1.02,8883
26,32844,1.03,24089,1,8301
27,33752,1.03,24949,1.04,9397
28,34395,1.02,25599,1.03,9428
29,34748,1.01,25907,1.01,9144
30,35699,1.03,26677,1.03,9982
31,37014,1.04,27234,1.02,9862
2,37803,0,21224,0.7,0
3,35981,0.95,27305,1.29,15234
4,37203,1.03,27805,1.02,10018
5,37572,1.01,28142,1.01,9971
6,38678,1.03,28767,1.02,10530
7,40251,1.04,29508,1.03,10817
8,37921,0.94,28647,0.97,9349
9,35411,0.93,27321,0.95,8491
10,31510,0.89,24642,0.9,6579
11,28002,0.89,22114,0.9,5669
12,24657,0.88,19735,0.89,4993
13,22431,0.91,17737,0.9,4551
14,21217,0.95,16637,0.94,4816
15,21145,1,16045,0.96,4988
16,22678,1.07,17040,1.06,6546
17,24365,1.07,18249,1.07,7236
18,26156,1.07,19229,1.05,7365
19,27296,1.04,20141,1.05,7761
20,28451,1.04,21178,1.05,8255
21,29567,1.04,22022,1.04,8221
22,30836,1.04,23177,1.05,8838
23,32037,1.04,24283,1.05,9208
24,32980,1.03,24773,1.02,8941
25,34919,1.06,25838,1.04,9807
26,35334,1.01,26312,1.02,9401
27,35354,1,26663,1.01,9554
28,37836,1.07,27751,1.04,10573
29,38067,1.01,28069,1.01,10081
30,38858,1.02,29249,1.04,11146
31,38528,0.99,28901,0.99,9729
2,33865,0,21534,0.7,0
3,32948,0.97,24890,1.16,11855
4,32774,0.99,24794,1,8528
5,32270,0.98,24222,0.98,7842
6,33310,1.03,24808,1.02,9125
7,33704,1.01,25180,1.01,9170
8,32564,0.97,24982,0.99,8577
9,30993,0.95,23768,0.95,7390
10,28661,0.92,22223,0.93,6459
11,25880,0.9,20435,0.92,5581
12,22346,0.86,18081,0.88,4378
13,20197,0.9,15928,0.88,3712
14,19455,0.96,15033,0.94,4442
15,18988,0.98,14574,0.97,4747
16,20080,1.06,15063,1.03,5447
17,20976,1.04,15624,1.04,5912
18,21941,1.05,16705,1.07,6592
19,23300,1.06,17460,1.05,6623
20,25299,1.09,18750,1.07,7455
21,27366,1.08,20311,1.08,8391
22,28530,1.04,21383,1.05,8297
23,30860,1.08,23339,1.09,9412
24,32880,1.07,24137,1.03,8897
25,34853,1.06,25833,1.07,10330
26,35154,1.01,26548,1.03,9901
27,37285,1.06,27477,1.03,10175
28,39932,1.07,28879,1.05,10984
29,40554,1.02,30243,1.05,11672
30,40086,0.99,29773,0.98,10116
31,40580,1.01,30203,1.01,10938
2,36659,0,21353,0.7,0
3,33938,0.93,26180,1.23,14030
4,34069,1,25958,0.99,8736
5,34264,1.01,25478,0.98,8491
6,32774,0.96,25278,0.99,8683
7,34392,1.05,25461,1.01,8942
8,34156,0.99,25731,1.01,9299
9,31834,0.93,24698,0.96,7774
10,29615,0.93,22863,0.93,6541
11,25943,0.88,20785,0.91,5693
12,22277,0.86,17889,0.86,3933
13,20038,0.9,15955,0.89,3941
14,19394,0.97,14948,0.94,4359
15,18944,0.98,14713,0.98,4903
16,20278,1.07,15047,1.02,5457
17,21211,1.05,15981,1.06,6289
18,22559,1.06,16724,1.05,6397
19,23862,1.06,17877,1.07,7198
20,24995,1.05,18955,1.06,7336
21,27691,1.11,20394,1.08,8158
22,28670,1.04,21502,1.05,8389
23,30398,1.06,22341,1.04,8420
24,31344,1.03,23153,1.04,8886
25,32503,1.04,24130,1.04,9177
26,34123,1.05,25398,1.05,9805
27,35092,1.03,26260,1.03,9862
28,37120,1.06,27204,1.04,10212
29,38280,1.03,28284,1.04,10734
30,37090,0.97,28008,0.99,9569
31,38914,1.05,28736,1.03,10536
2,37105,0,21578,0.7,0
3,35017,0.94,26474,1.23,14087
4,35292,1.01,26575,1,9121
5,35453,1,26431,0.99,9053
6,35867,1.01,26822,1.01,9712
7,37351,1.04,27739,1.03,10355
8,35765,0.96,27052,0.98,8981
9,33543,0.94,25743,0.95,7892
10,31013,0.92,24201,0.94,7184
11,27838,0.9,21978,0.91,5692
12,24202,0.87,19324,0.88,4561
13,22117,0.91,17358,0.9,4340
14,21287,0.96,16543,0.95,5037
15,21216,1,16333,0.99,5568
16,21615,1.02,16371,1,5638
17,21716,1,16527,1.01,6032
18,22810,1.05,17095,1.03,6157
19,24055,1.05,18262,1.07,7266
20,25535,1.06,19084,1.05,7224
21,26952,1.06,19895,1.04,7640
22,28432,1.05,21525,1.08,8731
23,29983,1.05,21817,1.01,7945
24,30748,1.03,23255,1.07,9340
25,33076,1.08,24348,1.05,9351
26,34738,1.05,25739,1.06,9964
27,34993,1.01,26414,1.03,9690
28,37311,1.07,27354,1.04,10297
29,37705,1.01,28019,1.02,10380
30,38334,1.02,28245,1.01,10090
31,38752,1.01,28950,1.02,10702
2,36957,0,21641,0.7,0
3,34643,0.94,26439,1.22,13971
4,35177,1.02,26479,1,9278
5,36319,1.03,27215,1.03,9841
6,35227,0.97,26802,0.98,8878
7,36413,1.03,27347,1.02,9774
8,36017,0.99,27079,0.99,9311
9,32797,0.91,25848,0.95,8010
10,30477,0.93,23770,0.92,6484
11,28077,0.92,21853,0.92,5987
12,24176,0.86,19439,0.89,4913
13,21571,0.89,17322,0.89,4283
14,20669,0.96,16015,0.92,4473
15,20277,0.98,15638,0.98,5109
16,21046,1.04,15992,1.02,5713
