Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
7,35876,1.06,26051,1.02,9335
8,35182,0.98,26815,1.03,9860
9,33122,0.94,25491,0.95,7700
10,28661,0.87,22918,0.9,5923
11,23049,0.8,18990,0.83,3495
12,16244,0.7,14417,0.76,1413
13,11593,0.71,10297,0.71,90
14,8344,0.72,7349,0.71,166
15,6083,0.73,5314,0.72,158
16,4496,0.74,3911,0.74,229
17,3449,0.77,2903,0.74,200
18,2721,0.79,2291,0.79,283
19,2315,0.85,1928,0.84,363
20,2198,0.95,1729,0.9,472
21,2137,0.97,1664,0.96,533
22,2253,1.05,1730,1.04,642
23,2564,1.14,1885,1.09,803
24,2863,1.12,2170,1.15,963
25,3320,1.16,2470,1.14,1103
26,3781,1.14,2846,1.15,1240
27,4454,1.18,3331,1.17,1514
28,5268,1.18,3884,1.17,1821
29,6039,1.15,4383,1.13,1957
30,6822,1.13,5187,1.18,2454
31,7714,1.13,5660,1.09,2284
2,37043,0,21569,0.7,0
3,33419,0.9,26155,1.21,13728
4,33774,1.01,25342,0.97,8084
5,34956,1.03,25913,1.02,9547
6,35224,1.01,26509,1.02,9711
7,36604,1.04,27259,1.03,10035
8,34298,0.94,26373,0.97,8600
9,30560,0.89,23886,0.91,6398
10,25719,0.84,20778,0.87,4912
11,20030,0.78,16818,0.81,2759
12,13805,0.69,12272,0.73,692
13,9739,0.71,8666,0.71,0
14,6795,0.7,6046,0.7,0
15,4750,0.7,4235,0.7,0
16,3323,0.7,2971,0.7,0
17,2370,0.71,2083,0.7,0
18,1644,0.69,1440,0.69,0
19,1119,0.68,1010,0.7,0
20,819,0.73,717,0.71,0
21,557,0.68,499,0.7,0
22,393,0.71,349,0.7,0
23,285,0.73,252,0.72,0
24,194,0.68,171,0.68,0
25,133,0.69,120,0.7,0
26,89,0.67,76,0.63,0
27,57,0.64,53,0.7,0
28,45,0.79,41,0.77,0
29,33,0.73,29,0.71,0
30,27,0.82,22,0.76,0
31,16,0.59,13,0.59,0
2,36605,0,21380,0.7,0
3,35076,0.96,26377,1.23,14199
4,36261,1.03,26871,1.02,9681
5,35256,0.97,26916,1,9504
6,35942,1.02,26985,1,9374
7,36460,1.01,27461,1.02,9698
8,34612,0.95,26417,0.96,8395
9,30659,0.89,24280,0.92,6718
10,25974,0.85,20992,0.86,4650
11,20270,0.78,17104,0.81,2816
12,14048,0.69,12476,0.73,653
13,9816,0.7,8721,0.7,0
14,6899,0.7,6130,0.7,0
15,4856,0.7,4285,0.7,0
16,3416,0.7,3018,0.7,0
17,2391,0.7,2140,0.71,0
18,1702,0.71,1516,0.71,0
19,1198,0.7,1056,0.7,0
20,826,0.69,717,0.68,0
21,554,0.67,497,0.69,0
22,380,0.69,334,0.67,0
23,257,0.68,226,0.68,0
24,182,0.71,163,0.72,0
25,141,0.77,131,0.8,0
26,104,0.74,94,0.72,0
27,70,0.67,67,0.71,0
28,58,0.83,51,0.76,0
29,48,0.83,44,0.86,0
30,32,0.67,30,0.68,0
31,22,0.69,20,0.67,0
2,35880,0,21321,0.7,0
3,34564,0.96,26092,1.22,13832
4,34876,1.01,25923,0.99,8769
5,36155,1.04,26614,1.03,9737
6,36184,1,27074,1.02,9781
7,35740,0.99,26995,1,9306
8,33872,0.95,26046,0.96,8271
9,29590,0.87,23402,0.9,6033
10,25244,0.85,20184,0.86,4556
11,19602,0.78,16528,0.82,2811
12,13640,0.7,12091,0.73,676
13,9482,0.7,8419,0.7,0
14,6665,0.7,5930,0.7,0
15,4621,0.69,4100,0.69,0
16,3252,0.7,2871,0.7,0
17,2299,0.71,2040,0.71,0
18,1623,0.71,1438,0.7,0
19,1146,0.71,1000,0.7,0
20,805,0.7,707,0.71,0
21,545,0.68,483,0.68,0
22,389,0.71,339,0.7,0
23,264,0.68,226,0.67,0
24,182,0.69,159,0.7,0
25,117,0.64,110,0.69,0
26,89,0.76,77,0.7,0
27,63,0.71,54,0.7,0
28,44,0.7,39,0.72,0
29,29,0.66,24,0.62,0
30,21,0.72,17,0.71,0
31,14,0.67,14,0.82,0
2,35153,0,21352,0.7,0
3,33338,0.95,25416,1.19,12944
4,32379,0.97,24649,0.97,8026
5,33640,1.04,25076,1.02,8973
6,35307,1.05,25731,1.03,9634
7,36171,1.02,26577,1.03,10043
8,33300,0.92,25395,0.96,8126
9,29389,0.88,23069,0.91,6139
10,24589,0.84,20065,0.87,4538
11,18938,0.77,16000,0.8,2315
12,13123,0.69,11627,0.73,599
13,9144,0.7,8165,0.7,0
14,6505,0.71,5758,0.71,0
15,4522,0.7,4018,0.7,0
16,3185,0.7,2824,0.7,0
17,2217,0.7,1989,0.7,0
18,1553,0.7,1365,0.69,0
19,1079,0.69,955,0.7,0
20,751,0.7,660,0.69,0
21,533,0.71,471,0.71,0
22,363,0.68,322,0.68,0
23,256,0.71,216,0.67,0
24,151,0.59,134,0.62,0
25,115,0.76,107,0.8,0
26,84,0.73,71,0.66,0
27,57,0.68,54,0.76,0
28,38,0.67,34,0.63,0
29,27,0.71,26,0.76,0
30,19,0.7,18,0.69,0
31,17,0.89,15,0.83,0
2,37955,0,21322,0.7,0
3,35544,0.94,26970,1.26,14950
4,34848,0.98,26179,0.97,8612
5,35397,1.02,27064,1.03,9934
6,35857,1.01,27128,1,9487
7,36614,1.02,27724,1.02,9988
8,34493,0.94,26660,0.96,8483
9,31283,0.91,24430,0.92,6793
10,26886,0.86,21205,0.87,4994
11,20935,0.78,17596,0.83,3205
12,14392,0.69,12703,0.72,690
13,10020,0.7,8907,0.7,8
14,7012,0.7,6237,0.7,11
15,4974,0.71,4374,0.7,11
16,3501,0.7,3119,0.71,11
17,2495,0.71,2214,0.71,12
18,1806,0.72,1602,0.72,21
19,1300,0.72,1150,0.72,33
20,931,0.72,819,0.71,27
21,662,0.71,572,0.7,16
22,512,0.77,438,0.77,33
23,381,0.74,320,0.73,35
24,298,0.78,250,0.78,37
25,270,0.91,215,0.86,48
26,261,0.97,202,0.94,68
27,276,1.06,204,1.01,73
28,290,1.05,212,1.04,91
29,319,1.1,231,1.09,100
30,385,1.21,297,1.29,140
31,440,1.14,325,1.09,152
2,36095,0,21437,0.7,0
3,32641,0.9,25439,1.19,13090
4,33909,1.04,25147,0.99,8482
5,32978,0.97,24969,0.99,8562
6,35280,1.07,25748,1.03,9550
7,35923,1.02,26834,1.04,10330
8,34988,0.97,26738,1,9280
9,31283,0.89,24575,0.92,6873
10,25904,0.83,21040,0.86,4625
11,20307,0.78,17120,0.81,2751
12,14070,0.69,12512,0.73,662
13,9928,0.71,8824,0.71,0
14,6929,0.7,6161,0.7,0
15,4852,0.7,4316,0.7,0
16,3406,0.7,3028,0.7,0
17,2429,0.71,2143,0.71,0
18,1683,0.69,1492,0.7,0
19,1142,0.68,1007,0.67,0
20,792,0.69,684,0.68,0
21,535,0.68,466,0.68,0
22,367,0.69,329,0.71,0
23,255,0.69,227,0.69,0
24,190,0.75,169,0.74,0
25,128,0.67,108,0.64,0
26,86,0.67,74,0.69,0
27,61,0.71,56,0.76,0
28,47,0.77,43,0.77,0
29,34,0.72,30,0.7,0
30,24,0.71,20,0.67,0
31,13,0.54,11,0.55,0
2,36464,0,20884,0.7,0
3,34988,0.96,26437,1.27,14795
4,35834,1.02,26817,1.01,9522
5,34387,0.96,25982,0.97,8535
6,34757,1.01,25616,0.99,8642
7,35699,1.03,26561,1.04,10060
8,34394,0.96,25936,0.98,8529
9,30308,0.88,23897,0.92,6868
10,26309,0.87,20957,0.88,4961
11,20808,0.79,17286,0.82,3193
12,14325,0.69,12715,0.74,849
13,10048,0.7,8990,0.71,0
14,7111,0.71,6297,0.7,1
15,5027,0.71,4504,0.72,0
16,3532,0.7,3155,0.7,0
17,2479,0.7,2231,0.71,0
18,1738,0.7,1550,0.69,0
19,1241,0.71,1106,0.71,0
20,887,0.71,795,0.72,0
21,625,0.7,541,0.68,0
22,439,0.7,388,0.72,0
23,310,0.71,271,0.7,0
24,224,0.72,197,0.73,0
25,154,0.69,131,0.66,0
26,104,0.68,92,0.7,0
27,75,0.72,63,0.68,0
28,48,0.64,45,0.71,0
29,35,0.73,32,0.71,0
30,25,0.71,24,0.75,0
31,16,0.64,14,0.58,0
2,37096,0,20846,0.7,0
3,34657,0.93,26488,1.27,14805
4,34296,0.99,26126,0.99,8540
5,34010,0.99,25756,0.99,8654
6,36111,1.06,26827,1.04,10051
7,35869,0.99,27237,1.02,9756
8,35339,0.99,26442,0.97,8621
9,32715,0.93,25250,0.95,7817
10,28058,0.86,22387,0.89,5637
11,22585,0.8,18620,0.83,3488
12,15771,0.7,13975,0.75,1267
13,11223,0.71,9893,0.71,89
14,8019,0.71,7079,0.72,144
15,5857,0.73,5151,0.73,173
16,4398,0.75,3789,0.74,223
17,3405,0.77,2913,0.77,254
18,2768,0.81,2313,0.79,335
19,2406,0.87,1955,0.85,358
20,2200,0.91,1757,0.9,475
21,2140,0.97,1699,0.97,526
22,2198,1.03,1738,1.02,611
23,2391,1.09,1842,1.06,701
24,2643,1.11,1967,1.07,802
25,3123,1.18,2360,1.2,1063
26,3631,1.16,2681,1.14,1211
27,4252,1.17,3137,1.17,1467
28,5025,1.18,3721,1.19,1755
29,5943,1.18,4394,1.18,2063
30,7004,1.18,5274,1.2,2511
31,8101,1.16,6139,1.16,2760
2,36742,0,21178,0.7,0
3,32933,0.9,25312,1.2,13354
4,34547,1.05,25831,1.02,9075
5,34055,0.99,25888,1,9113
6,34017,1,25748,0.99,8724
7,35870,1.05,26332,1.02,9598
8,34474,0.96,26535,1.01,9518
9,30884,0.9,24069,0.91,6307
10,26623,0.86,21149,0.88,5122
11,21085,0.79,17549,0.83,3238
12,14501,0.69,12905,0.74,841
13,10222,0.7,9047,0.7,15
14,7147,0.7,6319,0.7,18
15,5047,0.71,4458,0.71,32
16,3542,0.7,3098,0.69,43
17,2504,0.71,2208,0.71,42
18,1865,0.74,1639,0.74,70
19,1441,0.77,1246,0.76,78
20,1153,0.8,978,0.78,106
21,977,0.85,793,0.81,138
22,854,0.87,689,0.87,164
23,830,0.97,670,0.97,191
24,837,1.01,656,0.98,213
25,879,1.05,688,1.05,259
26,982,1.12,738,1.07,305
27,1128,1.15,812,1.1,369
28,1266,1.12,930,1.15,423
29,1585,1.25,1146,1.23,568
30,1923,1.21,1408,1.23,718
31,2278,1.18,1720,1.22,832
2,34993,0,21532,0.71,0
3,33112,0.95,24969,1.16,12410
4,34791,1.05,25474,1.02,9360
5,35380,1.02,26346,1.03,9867
6,36200,1.02,27050,1.03,9966
7,37499,1.04,27364,1.01,9931
8,34386,0.92,26908,0.98,9014
9,30608,0.89,24202,0.9,6354
10,25984,0.85,21086,0.87,4754
11,20290,0.78,17087,0.81,2727
12,14087,0.69,12523,0.73,668
13,9833,0.7,8771,0.7,0
14,6909,0.7,6143,0.7,0
15,4852,0.7,4316,0.7,0
16,3395,0.7,3012,0.7,0
17,2388,0.7,2135,0.71,0
18,1710,0.72,1503,0.7,0
19,1175,0.69,1061,0.71,0
20,841,0.72,758,0.71,0
21,595,0.71,534,0.7,0
22,428,0.72,391,0.73,0
23,310,0.72,278,0.71,0
24,222,0.72,201,0.72,0
25,155,0.7,131,0.65,0
26,100,0.65,90,0.69,0
27,71,0.71,61,0.68,0
28,52,0.73,45,0.74,0
29,35,0.67,28,0.62,0
30,19,0.54,15,0.54,0
31,13,0.68,13,0.87,0
2,36229,0,21503,0.7,0
3,33763,0.93,25853,1.2,13418
4,34240,1.01,25754,1,8803
5,33934,0.99,25939,1.01,9121
6,34617,1.02,25816,1,8812
7,34992,1.01,26071,1.01,9465
8,33280,0.95,25401,0.97,8564
9,29415,0.88,23265,0.92,6551
10,24240,0.82,19758,0.85,4086
11,18511,0.76,15632,0.79,2354
12,12827,0.69,11460,0.73,529
13,9103,0.71,8101,0.71,0
14,6430,0.71,5718,0.71,0
15,4484,0.7,3984,0.7,0
16,3126,0.7,2760,0.69,0
17,2140,0.68,1911,0.69,0
18,1485,0.69,1301,0.68,0
19,1026,0.69,903,0.69,0
20,714,0.7,619,0.69,0
21,482,0.68,416,0.67,0
22,325,0.67,297,0.71,0
23,241,0.74,218,0.73,0
24,166,0.69,145,0.67,0
25,120,0.72,109,0.75,0
26,86,0.72,78,0.72,0
27,59,0.69,54,0.69,0
28,40,0.68,35,0.65,0
29,30,0.75,26,0.74,0
30,23,0.77,20,0.77,0
31,15,0.65,15,0.75,0
2,37621,0,21240,0.71,0
3,34328,0.91,26396,1.24,14602
4,36129,1.05,26369,1,9095
5,35070,0.97,26413,1,9442
6,35855,1.02,26941,1.02,9674
7,35733,1,27238,1.01,9587
8,32920,0.92,25566,0.94,7545
9,29415,0.89,23243,0.91,6221
10,24882,0.85,20041,0.86,4461
11,19086,0.77,16065,0.8,2453
12,13199,0.69,11747,0.73,618
13,9317,0.71,8218,0.7,0
14,6517,0.7,5770,0.7,0
15,4604,0.71,4103,0.71,0
16,3227,0.7,2905,0.71,0
17,2289,0.71,2028,0.7,0
18,1590,0.69,1420,0.7,0
19,1132,0.71,1009,0.71,0
20,778,0.69,692,0.69,0
21,533,0.69,470,0.68,0
22,373,0.7,324,0.69,0
23,246,0.66,223,0.69,0
24,179,0.73,159,0.71,0
25,126,0.7,115,0.72,0
26,89,0.71,78,0.68,0
27,64,0.72,58,0.74,0
28,41,0.64,35,0.6,0
29,29,0.71,28,0.8,0
30,22,0.76,22,0.79,0
31,19,0.86,19,0.86,0
2,36680,0,21488,0.7,0
3,33559,0.91,25552,1.19,13113
4,33989,1.01,25375,0.99,8626
5,34115,1,25442,1,8927
6,34266,1,25905,1.02,9402
7,35071,1.02,26233,1.01,9311
8,34200,0.98,25961,0.99,8899
9,31204,0.91,24469,0.94,7340
10,26972,0.86,21833,0.89,5286
11,21703,0.8,17898,0.82,3121
12,15043,0.69,13388,0.75,1072
13,10613,0.71,9382,0.7,38
14,7450,0.7,6580,0.7,53
15,5325,0.71,4727,0.72,77
16,3892,0.73,3425,0.72,77
17,2845,0.73,2485,0.73,104
18,2121,0.75,1824,0.73,121
19,1659,0.78,1413,0.77,133
20,1434,0.86,1202,0.85,216
21,1282,0.89,1047,0.87,217
22,1304,1.02,1039,0.99,323
23,1344,1.03,1032,0.99,350
24,1463,1.09,1111,1.08,452
25,1642,1.12,1231,1.11,558
26,1877,1.14,1424,1.16,641
27,2175,1.16,1637,1.15,728
28,2676,1.23,1980,1.21,911
29,3231,1.21,2426,1.23,1197
30,3886,1.2,2892,1.19,1364
31,4761,1.23,3465,1.2,1651
2,36909,0,21555,0.7,0
3,34446,0.93,26350,1.22,13856
4,34165,0.99,25758,0.98,8493
5,34848,1.02,25908,1.01,9127
6,33667,0.97,25676,0.99,8789
7,34745,1.03,26041,1.01,9364
8,33175,0.95,25158,0.97,8026
9,29324,0.88,23111,0.92,6623
10,24956,0.85,20250,0.88,4657
11,19467,0.78,16407,0.81,2493
12,13494,0.69,12059,0.73,697
13,9556,0.71,8427,0.7,0
14,6672,0.7,5910,0.7,0
15,4669,0.7,4164,0.7,0
16,3331,0.71,2980,0.72,0
17,2353,0.71,2090,0.7,0
18,1640,0.7,1454,0.7,0
19,1129,0.69,1019,0.7,0
20,801,0.71,707,0.69,0
21,545,0.68,482,0.68,0
22,384,0.7,332,0.69,0
23,263,0.68,241,0.73,0
24,184,0.7,172,0.71,0
25,138,0.75,124,0.72,0
26,99,0.72,86,0.69,0
27,71,0.72,67,0.78,0
28,57,0.8,53,0.79,0
29,41,0.72,41,0.77,0
30,30,0.73,26,0.63,0
31,23,0.77,19,0.73,0
2,37848,0,21587,0.7,0
3,34949,0.92,26668,1.24,14568
4,35569,1.02,26657,1,9166
5,35227,0.99,26768,1,9194
6,37784,1.07,27690,1.03,10159
7,38698,1.02,28263,1.02,10558
8,37141,0.96,28054,0.99,9723
9,33143,0.89,25928,0.92,7396
10,28671,0.87,22888,0.88,5563
11,23606,0.82,19466,0.85,4028
12,17292,0.73,15172,0.78,1779
13,12889,0.75,11227,0.74,580
14,9889,0.77,8418,0.75,708
15,7947,0.8,6691,0.79,862
16,6789,0.85,5577,0.83,1023
17,6092,0.9,4960,0.89,1171
18,5912,0.97,4694,0.95,1440
19,5968,1.01,4647,0.99,1546
20,6516,1.09,4904,1.06,1889
21,6985,1.07,5250,1.07,2201
22,7950,1.14,5882,1.12,2548
23,8781,1.1,6433,1.09,2695
24,9972,1.14,7400,1.15,3370
25,12178,1.22,8830,1.19,4192
26,13971,1.15,10486,1.19,4950
27,15884,1.14,11914,1.14,5247
28,18347,1.16,13476,1.13,5881
29,19911,1.09,15076,1.12,6414
30,22334,1.12,16440,1.09,6882
31,25726,1.15,18912,1.15,8498
2,36563,0,21498,0.7,0
3,34985,0.96,26572,1.24,14252
4,35120,1,26410,0.99,8722
5,35280,1,26635,1.01,9334
6,35555,1.01,26360,0.99,8904
7,36898,1.04,27097,1.03,10106
8,33805,0.92,26191,0.97,8574
9,30745,0.91,23983,0.92,6606
10,25708,0.84,20588,0.86,4595
11,20176,0.78,16845,0.82,2940
12,13851,0.69,12285,0.73,763
13,9729,0.7,8630,0.7,0
14,6883,0.71,6124,0.71,0
15,4868,0.71,4305,0.7,0
16,3437,0.71,3063,0.71,0
17,2422,0.7,2143,0.7,0
18,1701,0.7,1527,0.71,0
19,1209,0.71,1070,0.7,0
20,847,0.7,760,0.71,0
21,611,0.72,547,0.72,0
22,437,0.72,383,0.7,0
23,307,0.7,276,0.72,0
24,211,0.69,191,0.69,0
25,159,0.75,136,0.71,0
26,106,0.67,94,0.69,0
27,75,0.71,67,0.71,0
28,52,0.69,46,0.69,0
29,37,0.71,33,0.72,0
30,27,0.73,25,0.76,0
31,21,0.78,19,0.76,0
2,36425,0,21294,0.7,0
3,34078,0.94,25956,1.22,13771
4,34829,1.02,26352,1.02,9332
5,34639,0.99,26009,0.99,8816
6,36167,1.04,27181,1.05,10277
7,35957,0.99,27327,1.01,9549
8,34322,0.95,26080,0.95,7872
9,30993,0.9,23947,0.92,6717
10,26177,0.84,21071,0.88,5127
11,20383,0.78,17100,0.81,2831
12,14093,0.69,12555,0.73,707
13,9879,0.7,8717,0.69,0
14,6942,0.7,6202,0.71,0
15,4899,0.71,4359,0.7,0
16,3472,0.71,3118,0.72,0
17,2410,0.69,2126,0.68,0
18,1671,0.69,1480,0.7,0
19,1179,0.71,1034,0.7,0
20,834,0.71,746,0.72,0
21,607,0.73,547,0.73,0
22,447,0.74,395,0.72,0
23,318,0.71,286,0.72,0
24,231,0.73,211,0.74,0
25,168,0.73,149,0.71,0
26,110,0.65,102,0.68,0
27,77,0.7,66,0.65,0
28,57,0.74,52,0.79,0
29,36,0.63,31,0.6,0
30,23,0.64,20,0.65,0
31,13,0.57,11,0.55,0
2,36662,0,21284,0.7,0
3,33121,0.9,25400,1.19,13184
4,33965,1.03,25282,1,8598
5,35136,1.03,26240,1.04,9757
6,34623,0.99,25780,0.98,8824
7,34656,1,25589,0.99,8826
8,33036,0.95,25081,0.98,8611
9,29437,0.89,22912,0.91,6511
10,24272,0.82,19877,0.87,4360
11,18634,0.77,15773,0.79,2271
12,12791,0.69,11380,0.72,494
13,9085,0.71,8081,0.71,0
14,6373,0.7,5651,0.7,0
15,4448,0.7,3949,0.7,0
16,3123,0.7,2756,0.7,0
17,2223,0.71,1982,0.72,0
18,1550,0.7,1381,0.7,0
19,1083,0.7,942,0.68,0
20,748,0.69,646,0.69,0
21,527,0.7,464,0.72,0
22,368,0.7,325,0.7,0
23,262,0.71,242,0.74,0
24,207,0.79,185,0.76,0
25,158,0.76,136,0.74,0
26,115,0.73,102,0.75,0
27,80,0.7,69,0.68,0
28,49,0.61,38,0.55,0
29,34,0.69,28,0.74,0
30,22,0.65,22,0.79,0
31,18,0.82,15,0.68,0
2,35888,0,21147,0.7,0
3,33767,0.94,25628,1.21,13393
4,34748,1.03,25992,1.01,9163
5,34591,1,25799,0.99,8859
6,34225,0.99,25852,1,9145
7,34795,1.02,25980,1,9135
8,33390,0.96,25498,0.98,8533
9,29700,0.89,23489,0.92,6445
10,25424,0.86,20425,0.87,4750
11,19713,0.78,16714,0.82,2857
12,13655,0.69,12145,0.73,573
13,9694,0.71,8677,0.71,0
14,6935,0.72,6206,0.72,0
15,4934,0.71,4356,0.7,0
16,3481,0.71,3105,0.71,0
17,2461,0.71,2186,0.7,0
18,1733,0.7,1538,0.7,0
19,1200,0.69,1068,0.69,0
20,857,0.71,753,0.71,0
21,596,0.7,518,0.69,0
22,415,0.7,369,0.71,0
23,294,0.71,257,0.7,0
24,196,0.67,171,0.67,0
25,136,0.69,123,0.72,0
26,96,0.71,80,0.65,0
27,66,0.69,57,0.71,0
28,48,0.73,45,0.79,0
29,37,0.77,36,0.8,0
30,29,0.78,26,0.72,0
31,22,0.76,21,0.81,0
2,35100,0,20929,0.7,0
3,32828,0.94,25264,1.21,13057
4,34370,1.05,25284,1,8725
5,34152,0.99,25306,1,8964
6,35291,1.03,26305,1.04,9753
7,34801,0.99,25931,0.99,8805
8,33197,0.95,25687,0.99,8548
9,30240,0.91,23449,0.91,6511
10,25073,0.83,20519,0.88,4858
11,19595,0.78,16402,0.8,2363
12,13574,0.69,12078,0.74,721
13,9606,0.71,8503,0.7,0
14,6698,0.7,5928,0.7,0
15,4681,0.7,4145,0.7,0
16,3318,0.71,2938,0.71,0
17,2323,0.7,2083,0.71,0
18,1633,0.7,1470,0.71,0
19,1136,0.7,1019,0.69,0
20,800,0.7,708,0.69,0
21,568,0.71,508,0.72,0
22,410,0.72,374,0.74,0
23,299,0.73,270,0.72,0
24,213,0.71,200,0.74,0
25,158,0.74,138,0.69,0
26,106,0.67,84,0.61,0
27,61,0.58,53,0.63,0
28,40,0.66,35,0.66,0
29,29,0.73,25,0.71,0
30,19,0.66,17,0.68,0
31,13,0.68,12,0.71,0
2,35761,0,21339,0.7,0
3,33514,0.94,25493,1.19,12972
4,34066,1.02,25663,1.01,8784
5,33534,0.98,25094,0.98,8364
6,34533,1.03,26141,1.04,9871
7,34486,1,26065,1,8889
8,32758,0.95,25306,0.97,8204
9,30490,0.93,23755,0.94,7008
10,26234,0.86,20849,0.88,5037
11,20485,0.78,17178,0.82,3014
12,14106,0.69,12592,0.73,731
13,9979,0.71,8914,0.71,0
14,7031,0.7,6221,0.7,0
15,4890,0.7,4372,0.7,0
16,3488,0.71,3100,0.71,0
17,2488,0.71,2221,0.72,0
18,1727,0.69,1520,0.68,0
19,1198,0.69,1077,0.71,0
20,870,0.73,782,0.73,0
21,605,0.7,543,0.69,0
22,426,0.7,370,0.68,0
23,295,0.69,260,0.7,0
24,195,0.66,180,0.69,0
25,148,0.76,131,0.73,0
26,104,0.7,88,0.67,0
27,70,0.67,58,0.66,0
28,49,0.7,41,0.71,0
29,33,0.67,31,0.76,0
30,26,0.79,26,0.84,0
31,21,0.81,20,0.77,0
2,35832,0,21459,0.7,0
3,33355,0.93,25634,1.19,13237
4,33957,1.02,25425,0.99,8483
5,34726,1.02,25759,1.01,9261
6,35913,1.03,26398,1.02,9746
7,35555,0.99,26914,1.02,9846
8,33913,0.95,25791,0.96,8224
9,29400,0.87,23509,0.91,6397
10,24857,0.85,20088,0.85,4208
11,19264,0.77,16301,0.81,2609
12,13353,0.69,11852,0.73,591
13,9422,0.71,8430,0.71,0
14,6736,0.71,5956,0.71,0
15,4763,0.71,4224,0.71,0
16,3356,0.7,2997,0.71,0
17,2378,0.71,2099,0.7,0
18,1657,0.7,1459,0.7,0
19,1148,0.69,1024,0.7,0
20,836,0.73,749,0.73,0
21,592,0.71,534,0.71,0
22,422,0.71,382,0.72,0
23,291,0.69,269,0.7,0
24,206,0.71,185,0.69,0
25,151,0.73,133,0.72,0
26,107,0.71,92,0.69,0
27,76,0.71,68,0.74,0
28,57,0.75,52,0.76,0
29,40,0.7,35,0.67,0
30,31,0.78,29,0.83,0
31,24,0.77,19,0.66,0
2,35954,0,21338,0.7,0
3,34147,0.95,26072,1.22,13661
4,35033,1.03,25969,1,8864
5,36890,1.05,27326,1.05,10529
6,37391,1.01,27930,1.02,10236
7,37788,1.01,28664,1.03,10429
8,36393,0.96,27886,0.97,9103
9,32681,0.9,25674,0.92,7286
10,28090,0.86,22468,0.88,5329
11,22757,0.81,18912,0.84,3781
12,16002,0.7,14233,0.75,1142
13,11404,0.71,10012,0.7,88
14,8171,0.72,7194,0.72,152
15,5897,0.72,5158,0.72,173
16,4405,0.75,3839,0.74,218
17,3420,0.78,2908,0.76,287
18,2719,0.8,2316,0.8,314
19,2340,0.86,1957,0.84,336
20,2217,0.95,1771,0.9,461
21,2140,0.97,1676,0.95,508
22,2186,1.02,1661,0.99,602
23,2513,1.15,1843,1.11,755
24,2916,1.16,2235,1.21,1041
25,3574,1.23,2641,1.18,1217
26,4180,1.17,3103,1.17,1443
27,4748,1.14,3502,1.13,1556
28,5700,1.2,4220,1.21,1971
29,6784,1.19,5112,1.21,2441
30,7946,1.17,5811,1.14,2593
31,9613,1.21,7147,1.23,3532
2,37181,0,21646,0.7,0
3,34062,0.92,26282,1.21,13897
4,34842,1.02,25861,0.98,8498
5,35171,1.01,26144,1.01,9375
6,35992,1.02,26770,1.02,9770
7,37073,1.03,27576,1.03,10231
8,35522,0.96,26989,0.98,8947
9,30858,0.87,24557,0.91,6740
10,25871,0.84,20940,0.85,4533
11,20411,0.79,17135,0.82,2891
12,14201,0.7,12583,0.73,733
13,9883,0.7,8819,0.7,3
14,6962,0.7,6159,0.7,0
15,4850,0.7,4321,0.7,0
16,3420,0.71,3021,0.7,0
17,2382,0.7,2113,0.7,0
18,1669,0.7,1477,0.7,0
19,1196,0.72,1077,0.73,0
20,844,0.71,744,0.69,0
21,589,0.7,526,0.71,0
22,422,0.72,392,0.75,0
23,300,0.71,260,0.66,0
24,203,0.68,179,0.69,0
25,139,0.68,124,0.69,0
26,96,0.69,86,0.69,0
27,68,0.71,62,0.72,0
28,50,0.74,46,0.74,0
29,31,0.62,26,0.57,0
30,19,0.61,16,0.62,0
31,12,0.63,10,0.63,0
2,36500,0,21263,0.7,0
3,33289,0.91,25962,1.22,13716
4,33597,1.01,25035,0.96,7824
5,35265,1.05,26117,1.04,9920
6,35335,1,26446,1.01,9395
7,35465,1,26359,1,9164
8,34341,0.97,26261,1,9223
9,29846,0.87,23589,0.9,6205
10,25598,0.86,20537,0.87,4841
11,19691,0.77,16570,0.81,2746
12,13487,0.68,12033,0.73,596
13,9456,0.7,8449,0.7,0
14,6653,0.7,5906,0.7,0
15,4618,0.69,4116,0.7,0
16,3271,0.71,2917,0.71,0
17,2285,0.7,2036,0.7,0
18,1623,0.71,1416,0.7,0
19,1118,0.69,990,0.7,0
20,785,0.7,701,0.71,0
21,575,0.73,502,0.72,0
22,388,0.67,347,0.69,0
23,276,0.71,237,0.68,0
24,181,0.66,157,0.66,0
25,125,0.69,114,0.73,0
26,84,0.67,79,0.69,0
27,68,0.81,61,0.77,0
28,48,0.71,42,0.69,0
29,33,0.69,25,0.6,0
30,23,0.7,19,0.76,0
31,12,0.52,11,0.58,0
2,34843,0,20971,0.7,0
3,33423,0.96,25450,1.21,13240
4,32848,0.98,24805,0.97,8103
5,33175,1.01,25305,1.02,9240
6,34339,1.04,25550,1.01,8930
7,35936,1.05,26698,1.04,10129
8,33201,0.92,26029,0.97,8538
9,30309,0.91,23786,0.91,6526
10,25610,0.84,20646,0.87,4542
11,20310,0.79,16965,0.82,3007
12,14006,0.69,12363,0.73,725
13,9787,0.7,8698,0.7,0
14,6901,0.71,6119,0.7,0
15,4846,0.7,4312,0.7,0
16,3399,0.7,3009,0.7,0
17,2388,0.7,2152,0.72,0
18,1702,0.71,1507,0.7,0
19,1184,0.7,1052,0.7,0
20,845,0.71,749,0.71,0
