Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
21,595,0.7,521,0.7,0
22,417,0.7,377,0.72,0
23,307,0.74,276,0.73,0
24,230,0.75,197,0.71,0
25,163,0.71,144,0.73,0
26,113,0.69,104,0.72,0
27,87,0.77,75,0.72,0
28,49,0.56,47,0.63,0
29,35,0.71,29,0.62,0
30,24,0.69,19,0.66,0
31,15,0.63,14,0.74,0
2,35651,0,21422,0.7,0
3,32663,0.92,24922,1.16,12478
4,32966,1.01,24762,0.99,8460
5,33271,1.01,25323,1.02,9162
6,34291,1.03,25449,1,8963
7,34637,1.01,26031,1.02,9364
8,32409,0.94,24904,0.96,7838
9,29283,0.9,23069,0.93,6730
10,24937,0.85,20048,0.87,4487
11,19242,0.77,16239,0.81,2637
12,13196,0.69,11691,0.72,526
13,9239,0.7,8291,0.71,0
14,6547,0.71,5858,0.71,0
15,4622,0.71,4136,0.71,0
16,3270,0.71,2904,0.7,0
17,2330,0.71,2085,0.72,0
18,1625,0.7,1426,0.68,0
19,1140,0.7,1019,0.71,0
20,805,0.71,718,0.7,0
21,580,0.72,521,0.73,0
22,412,0.71,362,0.69,0
23,285,0.69,251,0.69,0
24,194,0.68,169,0.67,0
25,137,0.71,122,0.72,0
26,99,0.72,92,0.75,0
27,70,0.71,59,0.64,0
28,45,0.64,40,0.68,0
29,35,0.78,32,0.8,0
30,24,0.69,20,0.63,0
31,17,0.71,14,0.7,0
2,36935,0,21522,0.71,0
3,35005,0.95,26779,1.24,14362
4,34275,0.98,26094,0.97,8460
5,36174,1.06,26747,1.03,9676
6,35830,0.99,26856,1,9511
7,35961,1,26855,1,9263
8,35073,0.98,26921,1,9454
9,30967,0.88,24480,0.91,6517
10,26074,0.84,21230,0.87,4902
11,20853,0.8,17370,0.82,2865
12,14352,0.69,12789,0.74,804
13,10111,0.7,9031,0.71,8
14,7136,0.71,6341,0.7,13
15,5074,0.71,4504,0.71,12
16,3530,0.7,3121,0.69,14
17,2510,0.71,2222,0.71,13
18,1793,0.71,1577,0.71,25
19,1303,0.73,1150,0.73,28
20,910,0.7,777,0.68,24
21,651,0.72,568,0.73,27
22,520,0.8,446,0.79,42
23,422,0.81,353,0.79,47
24,380,0.9,309,0.88,63
25,361,0.95,294,0.95,80
26,393,1.09,302,1.03,106
27,404,1.03,311,1.03,114
28,515,1.27,388,1.25,183
29,579,1.12,453,1.17,202
30,732,1.26,548,1.21,244
31,865,1.18,653,1.19,323
2,36604,0,21613,0.7,0
3,33674,0.92,25849,1.2,13397
4,34036,1.01,25335,0.98,8463
5,34496,1.01,25899,1.02,9405
6,35689,1.03,26875,1.04,10014
7,37040,1.04,27682,1.03,10174
8,34615,0.93,26653,0.96,8530
9,32001,0.92,24718,0.93,6953
10,26955,0.84,21669,0.88,5231
11,21784,0.81,18063,0.83,3283
12,15246,0.7,13629,0.75,1096
13,10895,0.71,9669,0.71,38
14,7694,0.71,6815,0.7,77
15,5476,0.71,4823,0.71,80
16,3898,0.71,3465,0.72,75
17,2866,0.74,2502,0.72,95
18,2156,0.75,1829,0.73,138
19,1644,0.76,1410,0.77,169
20,1389,0.84,1158,0.82,185
21,1269,0.91,1042,0.9,240
22,1228,0.97,977,0.94,300
23,1308,1.07,1012,1.04,342
24,1350,1.03,1031,1.02,385
25,1601,1.19,1179,1.14,503
26,1763,1.1,1345,1.14,621
27,2038,1.16,1517,1.13,661
28,2402,1.18,1783,1.18,851
29,2855,1.19,2143,1.2,1043
30,3383,1.18,2468,1.15,1088
31,3930,1.16,2934,1.19,1416
2,36552,0,21050,0.7,0
3,33116,0.91,25702,1.22,13623
4,32363,0.98,24892,0.97,7854
5,33348,1.03,24969,1,8522
6,33758,1.01,25724,1.03,9496
7,34944,1.04,26117,1.02,9228
8,32904,0.94,25202,0.96,8174
9,29375,0.89,23410,0.93,6755
10,25116,0.86,20218,0.86,4410
11,19311,0.77,16245,0.8,2608
12,13509,0.7,11995,0.74,651
13,9397,0.7,8345,0.7,0
14,6555,0.7,5817,0.7,0
15,4607,0.7,4094,0.7,0
16,3202,0.7,2845,0.69,0
17,2204,0.69,1953,0.69,0
18,1535,0.7,1351,0.69,0
19,1081,0.7,952,0.7,0
20,751,0.69,675,0.71,0
21,539,0.72,493,0.73,0
22,380,0.71,352,0.71,0
23,285,0.75,257,0.73,0
24,196,0.69,178,0.69,0
25,145,0.74,127,0.71,0
26,101,0.7,85,0.67,0
27,68,0.67,62,0.73,0
28,43,0.63,39,0.63,0
29,29,0.67,22,0.56,0
30,16,0.55,14,0.64,0
31,12,0.75,11,0.79,0
2,35989,0,21468,0.7,0
3,33664,0.94,25736,1.2,13274
4,33704,1,25663,1,8655
5,34505,1.02,25870,1.01,8973
6,35564,1.03,26230,1.01,9495
7,34744,0.98,26695,1.02,9597
8,33779,0.97,25945,0.97,8312
9,31620,0.94,24585,0.95,7268
10,27247,0.86,21643,0.88,5352
11,21072,0.77,17714,0.82,3112
12,14631,0.69,13071,0.74,795
13,10407,0.71,9270,0.71,26
14,7426,0.71,6581,0.71,47
15,5281,0.71,4687,0.71,44
16,3746,0.71,3293,0.7,52
17,2743,0.73,2423,0.74,80
18,2016,0.73,1785,0.74,74
19,1543,0.77,1324,0.74,96
20,1178,0.76,1003,0.76,112
21,989,0.84,822,0.82,144
22,906,0.92,757,0.92,175
23,880,0.97,693,0.92,181
24,866,0.98,683,0.99,211
25,937,1.08,715,1.05,273
26,1036,1.11,801,1.12,331
27,1133,1.09,863,1.08,361
28,1364,1.2,1007,1.17,473
29,1617,1.19,1200,1.19,565
30,1890,1.17,1419,1.18,667
31,2333,1.23,1732,1.22,823
2,35963,0,21480,0.7,0
3,33229,0.92,25390,1.18,12901
4,33225,1,25182,0.99,8444
5,34924,1.05,25763,1.02,9393
6,34419,0.99,26069,1.01,9228
7,36528,1.06,27098,1.04,10203
8,34541,0.95,26142,0.96,8538
9,32033,0.93,24648,0.94,7363
10,27014,0.84,21881,0.89,5482
11,22045,0.82,18064,0.83,3289
12,15543,0.71,13692,0.76,1387
13,10944,0.7,9668,0.71,94
14,7864,0.72,6917,0.72,153
15,5671,0.72,4952,0.72,181
16,4161,0.73,3597,0.73,219
17,3160,0.76,2681,0.75,236
18,2539,0.8,2145,0.8,302
19,2260,0.89,1870,0.87,369
20,2132,0.94,1710,0.91,444
21,2136,1,1657,0.97,502
22,2234,1.05,1723,1.04,674
23,2446,1.09,1880,1.09,753
24,2899,1.19,2151,1.14,925
25,3468,1.2,2536,1.18,1169
26,4039,1.16,2983,1.18,1448
27,4932,1.22,3585,1.2,1731
28,5770,1.17,4205,1.17,1935
29,6806,1.18,4975,1.18,2298
30,8276,1.22,6102,1.23,3040
31,9934,1.2,7225,1.18,3449
2,35677,0,21445,0.7,0
3,33945,0.95,25648,1.2,13208
4,34201,1.01,25954,1.01,9068
5,34448,1.01,26237,1.01,9323
6,36274,1.05,26902,1.03,9835
7,35654,0.98,27043,1.01,9578
8,35742,1,26472,0.98,8685
9,32724,0.92,25189,0.95,7784
10,28256,0.86,22727,0.9,6138
11,22551,0.8,18660,0.82,3259
12,15809,0.7,14021,0.75,1236
13,11259,0.71,9988,0.71,77
14,8064,0.72,7089,0.71,110
15,5861,0.73,5146,0.73,165
16,4405,0.75,3846,0.75,232
17,3307,0.75,2851,0.74,228
18,2571,0.78,2176,0.76,244
19,2169,0.84,1797,0.83,311
20,1932,0.89,1567,0.87,353
21,1796,0.93,1446,0.92,398
22,1746,0.97,1372,0.95,433
23,1926,1.1,1448,1.06,554
24,2072,1.08,1547,1.07,657
25,2349,1.13,1759,1.14,772
26,2704,1.15,2000,1.14,918
27,3219,1.19,2379,1.19,1128
28,3784,1.18,2823,1.19,1325
29,4541,1.2,3329,1.18,1592
30,5298,1.17,3845,1.16,1813
31,6364,1.2,4555,1.18,2192
2,36550,0,21353,0.7,0
3,34800,0.95,26587,1.25,14316
4,34193,0.98,26316,0.99,8731
5,35401,1.04,26587,1.01,9135
6,35408,1,27189,1.02,9838
7,36436,1.03,26818,0.99,8748
8,35103,0.96,26793,1,9495
9,32449,0.92,25108,0.94,7376
10,27839,0.86,22521,0.9,5793
11,22705,0.82,18806,0.84,3535
12,16182,0.71,14417,0.77,1426
13,11696,0.72,10265,0.71,177
14,8513,0.73,7447,0.73,257
15,6357,0.75,5536,0.74,276
16,4938,0.78,4204,0.76,349
17,3967,0.8,3359,0.8,426
18,3480,0.88,2858,0.85,558
19,3119,0.9,2495,0.87,624
20,2932,0.94,2298,0.92,679
21,2997,1.02,2281,0.99,813
22,3162,1.06,2395,1.05,956
23,3629,1.15,2713,1.13,1204
24,4366,1.2,3210,1.18,1457
25,4926,1.13,3638,1.13,1628
26,5542,1.13,4088,1.12,1769
27,6478,1.17,4823,1.18,2258
28,8221,1.27,5950,1.23,2968
29,9797,1.19,7217,1.21,3422
30,10760,1.1,8230,1.14,3681
31,12279,1.14,9134,1.11,3807
2,36391,0,21503,0.7,0
3,34134,0.94,25901,1.2,13412
4,33722,0.99,25177,0.97,8143
5,33181,0.98,25294,1,8867
6,32618,0.98,24695,0.98,8088
7,33243,1.02,25187,1.02,8956
8,31527,0.95,24440,0.97,8093
9,28589,0.91,22799,0.93,6509
10,24730,0.87,19953,0.88,4480
11,18925,0.77,15998,0.8,2436
12,13052,0.69,11635,0.73,585
13,9179,0.7,8166,0.7,0
14,6424,0.7,5737,0.7,0
15,4544,0.71,4052,0.71,0
16,3190,0.7,2835,0.7,0
17,2236,0.7,2017,0.71,0
18,1589,0.71,1413,0.7,0
19,1115,0.7,997,0.71,0
20,792,0.71,709,0.71,0
21,537,0.68,481,0.68,0
22,361,0.67,323,0.67,0
23,265,0.73,244,0.76,0
24,201,0.76,177,0.73,0
25,141,0.7,128,0.72,0
26,102,0.72,92,0.72,0
27,76,0.75,68,0.74,0
28,52,0.68,46,0.68,0
29,40,0.77,36,0.78,0
30,28,0.7,23,0.64,0
31,19,0.68,18,0.78,0
2,34901,0,21121,0.7,0
3,32300,0.93,24876,1.18,12510
4,32270,1,24231,0.97,7908
5,33180,1.03,24745,1.02,9215
6,31754,0.96,23996,0.97,8044
7,32714,1.03,24648,1.03,9072
8,31264,0.96,24254,0.98,8218
9,27915,0.89,22093,0.91,5949
10,23242,0.83,18948,0.86,4135
11,17282,0.74,14984,0.79,2081
12,12045,0.7,10757,0.72,285
13,8493,0.71,7588,0.71,0
14,5987,0.7,5333,0.7,0
15,4212,0.7,3734,0.7,0
16,2934,0.7,2614,0.7,0
17,2041,0.7,1825,0.7,0
18,1454,0.71,1281,0.7,0
19,1011,0.7,897,0.7,0
20,717,0.71,637,0.71,0
21,506,0.71,448,0.7,0
22,358,0.71,312,0.7,0
23,246,0.69,213,0.68,0
24,165,0.67,146,0.69,0
25,109,0.66,99,0.68,0
26,75,0.69,69,0.7,0
27,59,0.79,53,0.77,0
28,41,0.69,36,0.68,0
29,28,0.68,26,0.72,0
30,19,0.68,16,0.62,0
31,12,0.63,11,0.69,0
2,35636,0,21191,0.7,0
3,32879,0.92,25212,1.19,13042
4,33880,1.03,25233,1,8654
5,33505,0.99,25291,1,8734
6,35621,1.06,26134,1.03,9717
7,36123,1.01,26947,1.03,10087
8,35060,0.97,26110,0.97,8602
9,31685,0.9,24841,0.95,7722
10,27068,0.85,21739,0.88,5156
11,21929,0.81,18068,0.83,3327
12,15177,0.69,13480,0.75,1039
13,10738,0.71,9479,0.7,25
14,7482,0.7,6612,0.7,50
15,5329,0.71,4718,0.71,45
16,3796,0.71,3352,0.71,64
17,2813,0.74,2441,0.73,82
18,2045,0.73,1779,0.73,97
19,1552,0.76,1353,0.76,90
20,1235,0.8,1050,0.78,116
21,1019,0.83,852,0.81,145
22,941,0.92,767,0.9,164
23,956,1.02,739,0.96,232
24,949,0.99,733,0.99,260
25,1065,1.12,783,1.07,327
26,1164,1.09,872,1.11,393
27,1382,1.19,1038,1.19,481
28,1691,1.22,1255,1.21,595
29,1971,1.17,1476,1.18,703
30,2382,1.21,1729,1.17,815
31,2940,1.23,2163,1.25,1089
2,35730,0,21399,0.7,0
3,33391,0.93,25237,1.18,12820
4,34629,1.04,26068,1.03,9642
5,35007,1.01,26263,1.01,9136
6,36680,1.05,27215,1.04,10151
7,35489,0.97,26875,0.99,9062
8,34437,0.97,26431,0.98,8651
9,31072,0.9,24519,0.93,7010
10,27161,0.87,21584,0.88,5029
11,21885,0.81,18130,0.84,3587
12,15350,0.7,13652,0.75,1085
13,11008,0.72,9764,0.72,69
14,7779,0.71,6859,0.7,112
15,5668,0.73,4992,0.73,130
16,4182,0.74,3653,0.73,185
17,3204,0.77,2746,0.75,221
18,2619,0.82,2190,0.8,280
19,2296,0.88,1869,0.85,375
20,2079,0.91,1658,0.89,439
21,2066,0.99,1638,0.99,526
22,2133,1.03,1655,1.01,613
23,2369,1.11,1764,1.07,730
24,2763,1.17,2053,1.16,958
25,3131,1.13,2372,1.16,1079
26,3559,1.14,2650,1.12,1137
27,4153,1.17,3092,1.17,1380
28,4952,1.19,3660,1.18,1706
29,5803,1.17,4310,1.18,2011
30,6868,1.18,5088,1.18,2410
31,8490,1.24,6228,1.22,3003
2,36022,0,21229,0.7,0
3,33188,0.92,25402,1.2,13158
4,33561,1.01,25422,1,8660
5,34417,1.03,25609,1.01,8885
6,34915,1.01,26419,1.03,9793
7,36357,1.04,26650,1.01,9510
8,34782,0.96,26666,1,9377
9,30503,0.88,24048,0.9,6389
10,26179,0.86,20912,0.87,4761
11,20529,0.78,17098,0.82,2941
12,14147,0.69,12585,0.74,840
13,9927,0.7,8779,0.7,0
14,6928,0.7,6175,0.7,0
15,4913,0.71,4380,0.71,0
16,3458,0.7,3088,0.71,0
17,2456,0.71,2163,0.7,0
18,1708,0.7,1520,0.7,0
19,1194,0.7,1064,0.7,0
20,856,0.72,771,0.72,0
21,626,0.73,558,0.72,0
22,449,0.72,399,0.72,0
23,306,0.68,274,0.69,0
24,220,0.72,188,0.69,0
25,138,0.63,121,0.64,0
26,93,0.67,84,0.69,0
27,70,0.75,65,0.77,0
28,53,0.76,50,0.77,0
29,40,0.75,33,0.66,0
30,27,0.68,23,0.7,0
31,17,0.63,15,0.65,0
2,35855,0,21328,0.7,0
3,34560,0.96,26238,1.23,14045
4,35921,1.04,26451,1.01,9299
5,35443,0.99,26921,1.02,9825
6,36437,1.03,27082,1.01,9461
7,36661,1.01,27497,1.02,9775
8,35037,0.96,26577,0.97,8498
9,32355,0.92,25243,0.95,7749
10,28081,0.87,22223,0.88,5456
11,22541,0.8,18607,0.84,3535
12,15839,0.7,14120,0.76,1296
13,11261,0.71,9985,0.71,59
14,8088,0.72,7144,0.72,130
15,5813,0.72,5091,0.71,118
16,4244,0.73,3730,0.73,149
17,3247,0.77,2834,0.76,196
18,2592,0.8,2205,0.78,221
19,2163,0.83,1758,0.8,263
20,1893,0.88,1568,0.89,357
21,1799,0.95,1459,0.93,413
22,1869,1.04,1426,0.98,461
23,2021,1.08,1529,1.07,615
24,2336,1.16,1736,1.14,768
25,2712,1.16,2073,1.19,964
26,3216,1.19,2382,1.15,1070
27,3743,1.16,2770,1.16,1248
28,4421,1.18,3280,1.18,1506
29,5403,1.22,4001,1.22,1948
30,6435,1.19,4677,1.17,2198
31,7722,1.2,5617,1.2,2686
2,36161,0,21195,0.7,0
3,33375,0.92,25696,1.21,13476
4,34801,1.04,25740,1,8758
5,34743,1,26269,1.02,9716
6,36844,1.06,27224,1.04,10089
7,37529,1.02,28111,1.03,10446
8,35140,0.94,26915,0.96,8485
9,31512,0.9,24804,0.92,6863
10,27150,0.86,21741,0.88,5089
11,21582,0.79,17965,0.83,3315
12,14945,0.69,13309,0.74,941
13,10637,0.71,9445,0.71,18
14,7527,0.71,6666,0.71,41
15,5380,0.71,4760,0.71,53
16,3816,0.71,3380,0.71,57
17,2778,0.73,2440,0.72,78
18,2065,0.74,1806,0.74,87
19,1559,0.75,1338,0.74,92
20,1247,0.8,1051,0.79,130
21,1028,0.82,860,0.82,138
22,901,0.88,745,0.87,170
23,877,0.97,707,0.95,200
24,924,1.05,732,1.04,253
25,1059,1.15,801,1.09,323
26,1254,1.18,914,1.14,401
27,1424,1.14,1056,1.16,485
28,1648,1.16,1235,1.17,560
29,2001,1.21,1474,1.19,716
30,2307,1.15,1739,1.18,777
31,2790,1.21,2111,1.21,1010
2,37207,0,21920,0.7,0
3,34893,0.94,26721,1.22,14265
4,34576,0.99,25898,0.97,8402
5,34395,0.99,26002,1,9101
6,34878,1.01,25952,1,8866
7,35560,1.02,26160,1.01,9268
8,33393,0.94,25877,0.99,8963
9,29090,0.87,22956,0.89,5893
10,24845,0.85,20099,0.88,4777
11,19494,0.78,16217,0.81,2561
12,13397,0.69,11909,0.73,741
13,9383,0.7,8356,0.7,0
14,6582,0.7,5863,0.7,0
15,4656,0.71,4173,0.71,0
16,3287,0.71,2927,0.7,0
17,2336,0.71,2063,0.7,0
18,1639,0.7,1482,0.72,0
19,1149,0.7,1041,0.7,0
20,824,0.72,729,0.7,0
21,590,0.72,517,0.71,0
22,404,0.68,358,0.69,0
23,264,0.65,235,0.66,0
24,177,0.67,156,0.66,0
25,124,0.7,106,0.68,0
26,83,0.67,71,0.67,0
27,54,0.65,46,0.65,0
28,39,0.72,34,0.74,0
29,30,0.77,26,0.76,0
30,20,0.67,16,0.62,0
31,13,0.65,10,0.63,0
2,34210,0,20881,0.7,0
3,32548,0.95,24892,1.19,12629
4,32315,0.99,24891,1,8537
5,32296,1,24495,0.98,8023
6,33009,1.02,24938,1.02,8951
7,34350,1.04,25988,1.04,9918
8,33394,0.97,25591,0.98,8532
9,29792,0.89,23352,0.91,6522
10,24883,0.84,20167,0.86,4377
11,19088,0.77,16042,0.8,2420
12,13228,0.69,11733,0.73,588
13,9302,0.7,8298,0.71,0
14,6560,0.71,5817,0.7,0
15,4603,0.7,4070,0.7,0
16,3170,0.69,2832,0.7,0
17,2250,0.71,1975,0.7,0
18,1559,0.69,1383,0.7,0
19,1087,0.7,947,0.68,0
20,757,0.7,684,0.72,0
21,532,0.7,467,0.68,0
22,372,0.7,328,0.7,0
23,248,0.67,227,0.69,0
24,184,0.74,161,0.71,0
25,132,0.72,121,0.75,0
26,103,0.78,93,0.77,0
27,69,0.67,64,0.69,0
28,50,0.72,46,0.72,0
29,39,0.78,38,0.83,0
30,31,0.79,28,0.74,0
31,24,0.77,24,0.86,0
2,36920,0,21716,0.7,0
3,34500,0.93,26272,1.21,13718
4,35000,1.01,25654,0.98,8469
5,35356,1.01,26631,1.04,10159
6,36572,1.03,26902,1.01,9460
7,37082,1.01,27736,1.03,10399
8,35349,0.95,27014,0.97,8855
9,32115,0.91,24815,0.92,6966
10,26947,0.84,21746,0.88,5020
11,21227,0.79,17696,0.81,3080
12,14724,0.69,13116,0.74,917
13,10447,0.71,9300,0.71,28
14,7375,0.71,6537,0.7,38
15,5241,0.71,4627,0.71,42
16,3722,0.71,3287,0.71,46
17,2716,0.73,2370,0.72,59
18,1960,0.72,1716,0.72,80
19,1504,0.77,1294,0.75,102
20,1197,0.8,1018,0.79,124
21,981,0.82,824,0.81,134
22,881,0.9,722,0.88,151
23,860,0.98,693,0.96,194
24,920,1.07,692,1,263
25,1039,1.13,769,1.11,297
26,1154,1.11,847,1.1,400
27,1296,1.12,976,1.15,467
28,1563,1.21,1171,1.2,517
29,1787,1.14,1311,1.12,594
30,2095,1.17,1547,1.18,730
31,2597,1.24,1929,1.25,949
2,35642,0,21571,0.71,0
3,33013,0.93,25273,1.17,12931
4,33224,1.01,25091,0.99,8533
5,34605,1.04,25760,1.03,9407
6,36378,1.05,26966,1.05,10277
7,35859,0.99,27302,1.01,9869
8,34620,0.97,26398,0.97,8463
9,31854,0.92,24665,0.93,7178
10,26718,0.84,21450,0.87,5084
11,20914,0.78,17561,0.82,3033
12,14476,0.69,12843,0.73,692
13,10073,0.7,8899,0.69,10
14,7087,0.7,6246,0.7,9
15,4983,0.7,4427,0.71,16
16,3468,0.7,3098,0.7,15
17,2459,0.71,2184,0.7,11
18,1750,0.71,1567,0.72,14
19,1267,0.72,1124,0.72,22
20,935,0.74,836,0.74,29
21,707,0.76,611,0.73,21
22,535,0.76,462,0.76,36
23,432,0.81,367,0.79,41
24,373,0.86,320,0.87,63
25,342,0.92,275,0.86,59
26,324,0.95,259,0.94,72
27,325,1,242,0.93,73
28,369,1.14,283,1.17,129
29,425,1.15,304,1.07,129
30,490,1.15,352,1.16,171
31,660,1.35,485,1.38,253
2,35768,0,21287,0.7,0
3,33641,0.94,25710,1.21,13402
4,33957,1.01,25072,0.98,8112
5,33301,0.98,25461,1.02,9156
6,34164,1.03,26121,1.03,9417
7,36876,1.08,27007,1.03,9930
8,34326,0.93,26235,0.97,8614
9,31319,0.91,24528,0.93,7069
10,27204,0.87,21558,0.88,5339
11,22215,0.82,18296,0.85,3774
12,15554,0.7,13733,0.75,1341
13,11046,0.71,9739,0.71,96
14,7939,0.72,6939,0.71,170
15,5849,0.74,5150,0.74,184
16,4441,0.76,3829,0.74,234
17,3459,0.78,2961,0.77,291
18,2812,0.81,2368,0.8,322
19,2397,0.85,1955,0.83,359
20,2166,0.9,1755,0.9,453
21,2211,1.02,1710,0.97,549
22,2316,1.05,1773,1.04,668
23,2524,1.09,1910,1.08,773
24,2760,1.09,2090,1.09,878
25,3424,1.24,2509,1.2,1152
26,3740,1.09,2910,1.16,1361
27,4238,1.13,3182,1.09,1314
28,5017,1.18,3728,1.17,1712
29,5810,1.16,4335,1.16,1964
30,7179,1.24,5220,1.2,2540
31,8145,1.13,6096,1.17,2888
2,34639,0,21649,0.7,0
3,32721,0.94,25234,1.17,12274
4,32211,0.98,24669,0.98,7940
5,34101,1.06,24960,1.01,8771
6,34418,1.01,25839,1.04,9919
7,35152,1.02,26328,1.02,9485
8,34086,0.97,26144,0.99,8970
9,29937,0.88,23699,0.91,6336
10,25262,0.84,20538,0.87,4600
11,20056,0.79,16678,0.81,2691
12,13761,0.69,12296,0.74,770
13,9652,0.7,8607,0.7,0
14,6809,0.71,6066,0.7,0
15,4772,0.7,4249,0.7,0
16,3346,0.7,2969,0.7,0
17,2362,0.71,2104,0.71,0
18,1646,0.7,1469,0.7,0
19,1158,0.7,1044,0.71,0
20,826,0.71,719,0.69,0
21,566,0.69,498,0.69,0
22,376,0.66,336,0.67,0
23,254,0.68,223,0.66,0
24,176,0.69,155,0.7,0
25,118,0.67,106,0.68,0
26,84,0.71,78,0.74,0
27,64,0.76,56,0.72,0
28,46,0.72,43,0.77,0
29,36,0.78,30,0.7,0
30,26,0.72,23,0.77,0
31,16,0.62,14,0.61,0
2,35791,0,21034,0.7,0
3,33584,0.94,25491,1.21,13264
4,34274,1.02,25941,1.02,9104
5,34894,1.02,26235,1.01,9192
6,36477,1.05,27106,1.03,9970
7,38158,1.05,27832,1.03,10369
8,35246,0.92,27104,0.97,8977
9,31763,0.9,24724,0.91,6710
10,26539,0.84,21597,0.87,5015
11,21109,0.8,17583,0.81,2970
12,14559,0.69,12973,0.74,845
13,10222,0.7,9096,0.7,7
14,7180,0.7,6368,0.7,11
15,5114,0.71,4535,0.71,11
16,3618,0.71,3204,0.71,21
17,2575,0.71,2305,0.72,19
18,1811,0.7,1614,0.7,16
19,1331,0.73,1174,0.73,32
20,945,0.71,834,0.71,24
21,733,0.78,630,0.76,34
22,565,0.77,488,0.77,42
23,473,0.84,385,0.79,56
24,400,0.85,334,0.87,69
25,374,0.94,292,0.87,73
26,373,1,289,0.99,99
27,422,1.13,322,1.11,135
28,429,1.02,318,0.99,128
29,503,1.17,378,1.19,168
30,645,1.28,458,1.21,208
31,789,1.22,568,1.24,297
2,36824,0,21259,0.7,0
3,33276,0.9,25431,1.2,13340
4,33865,1.02,25687,1.01,9085
5,35023,1.03,25908,1.01,9202
6,34752,0.99,26274,1.01,9450
7,36949,1.06,27298,1.04,10327
8,36064,0.98,27515,1.01,9781
9,32095,0.89,25243,0.92,6785
10,26920,0.84,21797,0.86,4919
11,21336,0.79,17856,0.82,3004
12,14705,0.69,13071,0.73,829
13,10342,0.7,9161,0.7,18
14,7295,0.71,6428,0.7,29
15,5145,0.71,4560,0.71,33
16,3686,0.72,3245,0.71,30
17,2600,0.71,2287,0.7,32
18,1841,0.71,1612,0.7,36
19,1349,0.73,1195,0.74,42
20,1022,0.76,893,0.75,56
21,810,0.79,679,0.76,62
22,659,0.81,541,0.8,96
23,595,0.9,484,0.89,105
24,575,0.97,450,0.93,142
25,584,1.02,448,1,146
26,629,1.08,481,1.07,200
27,694,1.1,522,1.09,213
28,740,1.07,568,1.09,235
29,883,1.19,668,1.18,281
30,1053,1.19,796,1.19,380
31,1305,1.24,964,1.21,452
2,35256,0,21590,0.7,0
3,33096,0.94,25323,1.17,12558
4,34240,1.03,25590,1.01,8947
5,36268,1.06,27026,1.06,10294
6,36310,1,27310,1.01,9805
7,38169,1.05,27869,1.02,9908
8,36982,0.97,27476,0.99,9561
9,33458,0.9,26088,0.95,7970
10,29213,0.87,23261,0.89,5826
11,23774,0.81,19602,0.84,3835
12,17449,0.73,15213,0.78,1759
13,13010,0.75,11344,0.75,667
14,10013,0.77,8562,0.75,676
15,7972,0.8,6743,0.79,801
16,6619,0.83,5474,0.81,863
17,5937,0.9,4832,0.88,1140
18,5754,0.97,4487,0.93,1239
19,6003,1.04,4602,1.03,1698
20,6402,1.07,4964,1.08,1958
21,7102,1.11,5403,1.09,2210
22,8002,1.13,6049,1.12,2561
23,8865,1.11,6683,1.1,2740
24,10307,1.16,7601,1.14,3422
25,11511,1.12,8651,1.14,3869
26,13171,1.14,9749,1.13,4269
27,14580,1.11,10908,1.12,4712
28,16272,1.12,12004,1.1,5043
29,18656,1.15,13591,1.13,5922
30,20889,1.12,15479,1.14,6869
31,23581,1.13,17553,1.13,7694
2,36593,0,21624,0.71,0
3,34772,0.95,26402,1.22,14046
4,33743,0.97,25718,0.97,8447
5,34168,1.01,25485,0.99,8602
6,35113,1.03,26232,1.03,9724
7,35376,1.01,26594,1.01,9505
8,33278,0.94,25518,0.96,8119
9,29553,0.89,23584,0.92,6515
10,25244,0.85,20324,0.86,4457
11,19301,0.76,16288,0.8,2491
12,13322,0.69,11805,0.72,640
13,9262,0.7,8234,0.7,0
14,6506,0.7,5800,0.7,0
15,4571,0.7,4009,0.69,0
16,3166,0.69,2829,0.71,0
17,2269,0.72,2006,0.71,0
18,1572,0.69,1404,0.7,0
19,1126,0.72,1002,0.71,0
20,805,0.71,725,0.72,0
21,595,0.74,534,0.74,0
22,404,0.68,356,0.67,0
23,285,0.71,246,0.69,0
24,186,0.65,162,0.66,0
25,135,0.73,122,0.75,0
26,96,0.71,82,0.67,0
27,60,0.63,52,0.63,0
28,44,0.73,41,0.79,0
29,30,0.68,27,0.66,0
30,20,0.67,19,0.7,0
31,14,0.7,12,0.63,0
2,37323,0,21369,0.7,0
3,33955,0.91,25768,1.21,13541
4,33908,1,25730,1,8865
5,34708,1.02,26062,1.01,9364
6,35410,1.02,26488,1.02,9700
7,35925,1.01,27004,1.02,9904
8,33250,0.93,25689,0.95,7807
9,30039,0.9,23898,0.93,6870
10,25696,0.86,20589,0.86,4523
11,20305,0.79,17054,0.83,3014
12,14001,0.69,12431,0.73,694
13,9872,0.71,8719,0.7,0
14,6927,0.7,6128,0.7,0
15,4844,0.7,4346,0.71,0
16,3384,0.7,3013,0.69,0
17,2403,0.71,2113,0.7,0
18,1656,0.69,1467,0.69,0
19,1146,0.69,1039,0.71,0
20,812,0.71,708,0.68,0
21,560,0.69,511,0.72,0
22,397,0.71,346,0.68,0
23,269,0.68,241,0.7,0
24,196,0.73,174,0.72,0
25,133,0.68,124,0.71,0
26,95,0.71,82,0.66,0
27,67,0.71,57,0.7,0
