Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
11,33027,0.95,25131,0.96,8069
12,32704,0.99,24845,0.99,8339
13,32394,0.99,24257,0.98,7940
14,33048,1.02,24673,1.02,8929
15,33616,1.02,25260,1.02,9157
16,34579,1.03,25540,1.01,9119
17,34020,0.98,25702,1.01,9182
18,34281,1.01,25707,1,8905
19,36807,1.07,27300,1.06,10742
20,36416,0.99,27245,1,9636
21,37324,1.02,27595,1.01,9883
22,38485,1.03,28463,1.03,10554
23,37830,0.98,28381,1,9808
24,38912,1.03,29211,1.03,10838
25,38972,1,29417,1.01,10298
26,41171,1.06,29936,1.02,10528
27,40499,0.98,29968,1,10594
28,39993,0.99,29815,0.99,10287
29,40907,1.02,30478,1.02,10967
30,42354,1.04,31965,1.05,12076
31,42262,1,31783,0.99,10865
2,36895,0,21230,0.7,0
3,33452,0.91,25527,1.2,13464
4,34621,1.03,25986,1.02,9359
5,35873,1.04,26808,1.03,9805
6,38022,1.06,27751,1.04,10326
7,37755,0.99,28295,1.02,10318
8,36825,0.98,27734,0.98,9124
9,34852,0.95,26602,0.96,8541
10,33229,0.95,25288,0.95,7917
11,32698,0.98,24455,0.97,7840
12,29741,0.91,23387,0.96,7297
13,30159,1.01,22757,0.97,7217
14,31956,1.06,23490,1.03,8609
15,31111,0.97,23424,1,8317
16,31969,1.03,23986,1.02,8718
17,32540,1.02,24317,1.01,8712
18,32925,1.01,24741,1.02,9003
19,33971,1.03,25123,1.02,9017
20,34129,1,25195,1,8912
21,35657,1.04,26393,1.05,10137
22,37092,1.04,27581,1.05,10430
23,37506,1.01,27993,1.01,10042
24,37461,1,27969,1,9798
25,36729,0.98,28081,1,9800
26,37846,1.03,27940,0.99,9544
27,36484,0.96,27554,0.99,9404
28,38213,1.05,27925,1.01,10003
29,37700,0.99,28382,1.02,10394
30,38800,1.03,29108,1.03,10584
31,39899,1.03,29556,1.02,10565
2,37376,0,21545,0.7,0
3,34691,0.93,26241,1.22,14104
4,34825,1,25815,0.98,8685
5,37016,1.06,27683,1.07,11052
6,35757,0.97,27256,0.98,9167
7,36324,1.02,27139,1,9245
8,37571,1.03,27559,1.02,9950
9,36187,0.96,27710,1.01,9685
10,34572,0.96,26476,0.96,8138
11,34411,1,25468,0.96,8162
12,32145,0.93,24953,0.98,8363
13,31582,0.98,24079,0.96,7621
14,30704,0.97,23435,0.97,7712
15,31718,1.03,23792,1.02,8368
16,33504,1.06,25064,1.05,9663
17,35656,1.06,26279,1.05,10006
18,37054,1.04,27690,1.05,10551
19,37821,1.02,28261,1.02,10358
20,39306,1.04,28678,1.01,10272
21,38350,0.98,29035,1.01,10379
22,38136,0.99,29002,1,9819
23,38956,1.02,29042,1,10040
24,40157,1.03,29307,1.01,10408
25,40100,1,30104,1.03,11255
26,41186,1.03,30424,1.01,10641
27,40830,0.99,30375,1,10460
28,40965,1,30241,1,10596
29,40733,0.99,30447,1.01,10599
30,40264,0.99,30221,0.99,10334
31,40419,1,30294,1,10622
2,36928,0,21424,0.7,0
3,33856,0.92,26245,1.23,14126
4,34922,1.03,25703,0.98,8401
5,36817,1.05,27008,1.05,10412
6,35543,0.97,26980,1,9500
7,36627,1.03,26849,1,9238
8,36132,0.99,27282,1.02,9953
9,35716,0.99,26872,0.98,9147
10,35328,0.99,26475,0.99,8966
11,34998,0.99,26404,1,9081
12,32256,0.92,25022,0.95,7678
13,32533,1.01,24713,0.99,8107
14,32452,1,24481,0.99,8334
15,33990,1.05,25192,1.03,9284
16,32759,0.96,25020,0.99,8668
17,33777,1.03,25191,1.01,8956
18,34784,1.03,26239,1.04,9814
19,37627,1.08,27436,1.05,10334
20,39419,1.05,28826,1.05,11196
21,38975,0.99,29252,1.01,10679
22,40283,1.03,30629,1.05,11572
23,41030,1.02,30556,1,10342
24,42878,1.05,31064,1.02,11371
25,41407,0.97,31041,1,10987
26,41711,1.01,30807,0.99,10325
27,42286,1.01,31616,1.03,11577
28,43740,1.03,32345,1.02,11760
29,44224,1.01,32251,1,11060
30,44618,1.01,32573,1.01,11587
31,44229,0.99,33078,1.02,11701
2,35488,0,21285,0.7,0
3,32514,0.92,25027,1.18,12633
4,33287,1.02,24538,0.98,8090
5,34617,1.04,25504,1.04,9510
6,35690,1.03,26343,1.03,9849
7,37053,1.04,27616,1.05,10654
8,35771,0.97,27050,0.98,9082
9,35190,0.98,26407,0.98,8653
10,34721,0.99,26249,0.99,8954
11,32830,0.95,25348,0.97,8213
12,31513,0.96,24151,0.95,7460
13,31773,1.01,23641,0.98,7787
14,32115,1.01,24192,1.02,8882
15,32928,1.03,24445,1.01,8639
16,34201,1.04,25380,1.04,9538
17,34578,1.01,25378,1,8909
18,35672,1.03,26611,1.05,10212
19,35358,0.99,27296,1.03,9975
20,36711,1.04,26961,0.99,8884
21,38268,1.04,27976,1.04,10510
22,38057,0.99,28143,1.01,10042
23,37684,0.99,28561,1.01,10370
24,36579,0.97,27878,0.98,9001
25,37641,1.03,27756,1,9483
26,37616,1,28330,1.02,10454
27,37314,0.99,27879,0.98,9533
28,39109,1.05,29029,1.04,10946
29,39217,1,29144,1,10204
30,40634,1.04,29889,1.03,10865
31,41154,1.01,30184,1.01,10675
2,36777,0,21948,0.71,0
3,34369,0.93,26317,1.2,13619
4,34093,0.99,25699,0.98,8378
5,34301,1.01,26017,1.01,9303
6,34645,1.01,25693,0.99,8639
7,35941,1.04,27026,1.05,10307
8,36723,1.02,27330,1.01,9622
9,36950,1.01,27695,1.01,10056
10,35713,0.97,27005,0.98,8785
11,32998,0.92,25204,0.93,7560
12,32489,0.98,24569,0.97,8081
13,32339,1,24378,0.99,8317
14,32299,1,24182,0.99,8236
15,32701,1.01,24477,1.01,8843
16,32379,0.99,24545,1,8588
17,32440,1,24297,0.99,8280
18,34866,1.07,25146,1.03,9411
19,35949,1.03,26590,1.06,10623
20,35959,1,27494,1.03,10243
21,37382,1.04,27911,1.02,10100
22,36823,0.99,27699,0.99,9495
23,38562,1.05,28184,1.02,10177
24,39068,1.01,28863,1.02,10488
25,38410,0.98,28695,0.99,10003
26,39769,1.04,29408,1.02,10688
27,38990,0.98,29507,1,10318
28,40484,1.04,29919,1.01,10524
29,39245,0.97,29759,0.99,10391
30,39529,1.01,29593,0.99,10249
31,41329,1.05,30296,1.02,10855
2,34307,0,21091,0.7,0
3,32432,0.95,24806,1.18,12263
4,33127,1.02,24913,1,8751
5,33667,1.02,24921,1,8701
6,34736,1.03,25992,1.04,9890
7,33985,0.98,25904,1,8991
8,34350,1.01,25726,0.99,8786
9,34403,1,25750,1,8995
10,33777,0.98,25074,0.97,8326
11,32540,0.96,24895,0.99,8473
12,31169,0.96,23888,0.96,7500
13,30797,0.99,23374,0.98,7656
14,29656,0.96,22683,0.97,7201
15,30140,1.02,22785,1,7948
16,30264,1,22652,0.99,7920
17,31585,1.04,23561,1.04,8781
18,32024,1.01,23874,1.01,8662
19,31517,0.98,24192,1.01,8725
20,31084,0.99,23846,0.99,7914
21,32825,1.06,24131,1.01,8575
22,34432,1.05,25646,1.06,10201
23,34337,1,26175,1.02,9317
24,34987,1.02,25886,0.99,8784
25,35856,1.02,26706,1.03,9916
26,35926,1,27202,1.02,9809
27,38043,1.06,27993,1.03,10241
28,39365,1.03,28908,1.03,10855
29,39761,1.01,29789,1.03,11017
30,38585,0.97,29251,0.98,9734
31,39157,1.01,29074,0.99,9790
2,37473,0,20988,0.7,0
3,32917,0.88,25464,1.21,13781
4,33423,1.02,24965,0.98,8148
5,33420,1,25228,1.01,8949
6,34833,1.04,25637,1.02,9168
7,34293,0.98,25357,0.99,8767
8,35979,1.05,26497,1.04,10217
9,34279,0.95,25984,0.98,8707
10,33430,0.98,25588,0.98,8635
11,33667,1.01,25476,1,8527
12,32592,0.97,24941,0.98,8334
13,31413,0.96,24541,0.98,8206
14,31348,1,23779,0.97,7416
15,31831,1.02,23561,0.99,8105
16,31195,0.98,23736,1.01,8551
17,31976,1.03,23733,1,8162
18,31651,0.99,23971,1.01,8349
19,33866,1.07,24954,1.04,9489
20,33752,1,25105,1.01,8997
21,34709,1.03,25695,1.02,9436
22,35777,1.03,26595,1.04,10063
23,36767,1.03,27219,1.02,10010
24,36658,1,27286,1,9562
25,39284,1.07,28827,1.06,11189
26,39046,0.99,29122,1.01,10523
27,39240,1,29228,1,10251
28,38663,0.99,29090,1,10005
29,40241,1.04,29537,1.02,10457
30,39264,0.98,30057,1.02,10974
31,39636,1.01,29510,0.98,9652
2,36089,0,21036,0.7,0
3,33308,0.92,25376,1.21,13487
4,34580,1.04,25483,1,8730
5,35163,1.02,26358,1.03,9869
6,36539,1.04,27437,1.04,10249
7,36539,1,27662,1.01,9737
8,35367,0.97,26885,0.97,8722
9,34879,0.99,26600,0.99,8993
10,33704,0.97,25496,0.96,7940
11,33303,0.99,24939,0.98,8263
12,31173,0.94,24003,0.96,7663
13,29925,0.96,22814,0.95,7152
14,29501,0.99,22625,0.99,7737
15,30782,1.04,23113,1.02,8320
16,30742,1,23301,1.01,8213
17,30652,1,23129,0.99,7905
18,32137,1.05,23630,1.02,8789
19,32607,1.01,24081,1.02,8761
20,32333,0.99,24656,1.02,9061
21,34289,1.06,25338,1.03,9144
22,34544,1.01,25893,1.02,9438
23,36036,1.04,26685,1.03,9962
24,36237,1.01,27432,1.03,10194
25,37755,1.04,28104,1.02,10207
26,39661,1.05,29112,1.04,10911
27,39250,0.99,29439,1.01,10645
28,38718,0.99,29493,1,10211
29,40341,1.04,29603,1,10300
30,41010,1.02,30153,1.02,11172
31,40155,0.98,30112,1,10583
2,36276,0,21225,0.7,0
3,34771,0.96,26210,1.23,14133
4,36215,1.04,26256,1,9173
5,36688,1.01,27690,1.05,10894
6,36610,1,27720,1,9611
7,36849,1.01,27734,1,9562
8,36042,0.98,27125,0.98,9057
9,33121,0.92,25714,0.95,8038
10,33074,1,24858,0.97,7744
11,32372,0.98,24316,0.98,8108
12,30686,0.95,23569,0.97,7658
13,29414,0.96,22685,0.96,7190
14,29545,1,22244,0.98,7146
15,30035,1.02,22382,1.01,7815
16,31293,1.04,23785,1.06,9244
17,32865,1.05,24434,1.03,8963
18,33649,1.02,24939,1.02,9018
19,35468,1.05,26114,1.05,9933
20,35621,1,26610,1.02,9682
21,35421,0.99,26350,0.99,9037
22,37551,1.06,27949,1.06,10973
23,38224,1.02,28472,1.02,10083
24,37784,0.99,28209,0.99,9545
25,38032,1.01,28503,1.01,10172
26,37168,0.98,28404,1,9571
27,37442,1.01,28160,0.99,9577
28,38642,1.03,28635,1.02,10272
29,39941,1.03,29180,1.02,10560
30,41710,1.04,30800,1.06,11956
31,43225,1.04,31201,1.01,11258
2,34485,0,21474,0.7,0
3,31800,0.92,24291,1.13,11512
4,31804,1,23929,0.99,8084
5,33054,1.04,24345,1.02,8802
6,34967,1.06,26202,1.08,10582
7,36525,1.04,26743,1.02,9685
8,36577,1,27138,1.01,9986
9,36701,1,27128,1,9380
10,35118,0.96,26715,0.98,9071
11,34258,0.98,25865,0.97,8214
12,32410,0.95,25160,0.97,8249
13,31505,0.97,23860,0.95,7262
14,31790,1.01,24147,1.01,8576
15,32453,1.02,24601,1.02,8708
16,32747,1.01,24391,0.99,8429
17,33362,1.02,24800,1.02,8961
18,34919,1.05,25938,1.05,9767
19,36810,1.05,26905,1.04,10059
20,36477,0.99,27635,1.03,10260
21,37715,1.03,27630,1,9494
22,39373,1.04,28664,1.04,10992
23,38707,0.98,29117,1.02,10701
24,39704,1.03,29729,1.02,10779
25,40153,1.01,29967,1.01,10515
26,38896,0.97,30021,1,10338
27,40448,1.04,29814,0.99,10080
28,40922,1.01,30486,1.02,11063
29,40917,1,30703,1.01,10613
30,39361,0.96,30107,0.98,10170
31,38936,0.99,29374,0.98,9690
2,34270,0,21224,0.71,0
3,32656,0.95,25111,1.18,12315
4,33989,1.04,25691,1.02,9301
5,34593,1.02,25780,1,9125
6,35116,1.02,26181,1.02,9385
7,37036,1.05,27125,1.04,10080
8,35229,0.95,26702,0.98,9188
9,34803,0.99,26043,0.98,8598
