Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
10,33840,0.97,25220,0.97,8113
11,32715,0.97,24481,0.97,8067
12,31172,0.95,23888,0.98,8066
13,30199,0.97,23087,0.97,7451
14,30410,1.01,22873,0.99,7668
15,30072,0.99,22811,1,7802
16,30795,1.02,23211,1.02,8419
17,31543,1.02,23495,1.01,8366
18,31846,1.01,23974,1.02,8668
19,33786,1.06,25392,1.06,9758
20,34303,1.02,25763,1.01,9145
21,35911,1.05,26305,1.02,9437
22,35652,0.99,26456,1.01,9559
23,37089,1.04,27719,1.05,10587
24,38422,1.04,28148,1.02,10050
25,38712,1.01,29216,1.04,10869
26,38026,0.98,29022,0.99,9980
27,38947,1.02,29110,1,10062
28,39776,1.02,29390,1.01,10631
29,39328,0.99,29671,1.01,10460
30,39573,1.01,29951,1.01,10262
31,39764,1,29644,0.99,10074
2,36154,0,21552,0.7,0
3,33095,0.92,25375,1.18,12800
4,35380,1.07,25992,1.02,9419
5,35682,1.01,26414,1.02,9548
6,37151,1.04,27520,1.04,10421
7,37477,1.01,28103,1.02,10191
8,37653,1,28045,1,9818
9,36962,0.98,27444,0.98,9136
10,35420,0.96,27107,0.99,9227
11,35730,1.01,26872,0.99,9097
12,35081,0.98,26752,1,9122
13,35178,1,26133,0.98,8490
14,33540,0.95,25818,0.99,8772
15,33431,1,25519,0.99,8320
16,34327,1.03,25505,1,8795
17,34597,1.01,26294,1.03,9735
18,35233,1.02,26208,1,8965
19,36497,1.04,26805,1.02,9928
20,38740,1.06,28425,1.06,11067
21,38509,0.99,28654,1.01,10306
22,38319,1,28743,1,10086
23,37694,0.98,28172,0.98,9372
24,37222,0.99,28047,1,9728
25,37462,1.01,28126,1,9841
26,39359,1.05,29209,1.04,10915
27,40728,1.03,30267,1.04,11266
28,41705,1.02,30996,1.02,11366
29,43737,1.05,32087,1.04,11828
30,43257,0.99,32329,1.01,11574
31,42559,0.98,31776,0.98,10709
2,37929,0,21161,0.7,0
3,34270,0.9,26504,1.25,14743
4,34898,1.02,26273,0.99,8680
5,34746,1,26004,0.99,8831
6,36032,1.04,26640,1.02,9725
7,35304,0.98,26672,1,9237
8,35436,1,26612,1,8998
9,33417,0.94,25499,0.96,8027
10,31258,0.94,24049,0.94,7227
11,29734,0.95,22743,0.95,6896
12,29136,0.98,22184,0.98,7310
13,28535,0.98,21752,0.98,7269
14,28889,1.01,21902,1.01,7635
15,29874,1.03,22330,1.02,8112
16,29839,1,22523,1.01,8104
17,30808,1.03,22839,1.01,8116
18,31944,1.04,24173,1.06,9494
19,32929,1.03,24338,1.01,8431
20,33850,1.03,25155,1.03,9390
21,33325,0.98,24682,0.98,8440
22,35800,1.07,26405,1.07,10542
23,35930,1,27099,1.03,9949
24,36926,1.03,27044,1,9395
25,36787,1,27351,1.01,9940
26,36622,1,27451,1,9599
27,36273,0.99,27321,1,9407
28,38055,1.05,28121,1.03,10216
29,38018,1,28842,1.03,10594
30,38300,1.01,28687,0.99,9817
31,39230,1.02,29207,1.02,10522
2,36226,0,21629,0.7,0
3,33649,0.93,25867,1.2,13315
4,33177,0.99,24874,0.96,7967
5,34136,1.03,25332,1.02,9154
6,35128,1.03,26607,1.05,10167
7,35343,1.01,26536,1,9213
8,36502,1.03,26920,1.01,9632
9,35345,0.97,26804,1,9369
10,34572,0.98,25958,0.97,8273
11,33761,0.98,25917,1,8962
12,33160,0.98,25187,0.97,8235
13,32391,0.98,24869,0.99,8240
14,33053,1.02,24653,0.99,8343
15,33133,1,24928,1.01,8851
16,33712,1.02,25248,1.01,8919
17,34986,1.04,26352,1.04,10015
18,36464,1.04,26886,1.02,9674
19,36987,1.01,27996,1.04,10500
20,37633,1.02,28059,1,9728
21,39219,1.04,29005,1.03,10708
22,40275,1.03,29725,1.02,10951
23,41247,1.02,30698,1.03,11392
24,41782,1.01,31031,1.01,10952
25,42302,1.01,31462,1.01,11271
26,42512,1,31901,1.01,11384
27,41262,0.97,31505,0.99,10677
28,42795,1.04,31766,1.01,11025
29,42417,0.99,31721,1,10866
30,43360,1.02,32100,1.01,11353
31,42527,0.98,31904,0.99,11013
2,37205,0,21383,0.7,0
3,33017,0.89,25379,1.19,13270
4,34430,1.04,26043,1.03,9316
5,33881,0.98,25701,0.99,8564
6,34195,1.01,26021,1.01,9193
7,35878,1.05,26807,1.03,9701
8,35796,1,26881,1,9572
9,34806,0.97,26530,0.99,8662
10,34930,1,26095,0.98,8670
11,33062,0.95,25615,0.98,8685
12,30696,0.93,24063,0.94,7168
13,30018,0.98,22882,0.95,6918
14,29820,0.99,23032,1.01,8015
15,30516,1.02,23111,1,8035
16,30640,1,23461,1.02,8224
17,31755,1.04,23497,1,8262
18,31659,1,23783,1.01,8535
19,32430,1.02,24469,1.03,8974
20,32693,1.01,24671,1.01,8698
21,33680,1.03,25271,1.02,9164
22,33441,0.99,25192,1,8578
23,33674,1.01,25267,1,8642
24,34376,1.02,25618,1.01,9146
25,34394,1,26025,1.02,9356
26,36022,1.05,26549,1.02,9678
27,36756,1.02,28025,1.06,10773
28,38048,1.04,28268,1.01,9979
29,38018,1,28274,1,9849
30,37612,0.99,28331,1,9970
31,38450,1.02,28542,1.01,10012
2,38252,0,21717,0.7,0
3,33864,0.89,26221,1.21,13842
4,35353,1.04,26131,1,8896
5,34921,0.99,26311,1.01,9364
6,36831,1.05,27350,1.04,10290
7,36447,0.99,27581,1.01,9920
8,36646,1.01,27289,0.99,9152
9,36264,0.99,27280,1,9345
10,34049,0.94,26526,0.97,8609
11,32886,0.97,24969,0.94,7419
12,30747,0.93,23967,0.96,7498
13,31116,1.01,23447,0.98,7767
14,32123,1.03,23843,1.02,8632
15,32172,1,24099,1.01,8694
16,33678,1.05,24974,1.04,9295
17,34275,1.02,26092,1.04,9982
18,34608,1.01,25901,0.99,8809
19,35294,1.02,26019,1,9092
20,36764,1.04,26844,1.03,10034
21,35585,0.97,27102,1.01,9737
22,36421,1.02,27252,1.01,9385
23,35712,0.98,27145,1,9368
24,35350,0.99,26664,0.98,8836
25,35380,1,26190,0.98,8800
26,36196,1.02,27101,1.03,10042
27,36115,1,26787,0.99,8973
28,36855,1.02,27407,1.02,10090
29,38743,1.05,28795,1.05,10953
30,39474,1.02,29634,1.03,10789
31,40349,1.02,29678,1,10344
2,36651,0,21284,0.7,0
3,34369,0.94,26351,1.24,14205
4,33818,0.98,25377,0.96,7990
5,35159,1.04,26035,1.03,9618
6,34272,0.97,26237,1.01,9304
7,33650,0.98,25270,0.96,8068
8,33680,1,25262,1,8771
9,32523,0.97,24194,0.96,7583
10,30869,0.95,23880,0.99,8124
11,30083,0.97,23012,0.96,7219
12,29198,0.97,22410,0.97,7316
13,28468,0.97,22012,0.98,7216
14,29126,1.02,21985,1,7581
15,28966,0.99,21736,0.99,7391
16,29930,1.03,22504,1.04,8373
17,32056,1.07,23875,1.06,9282
18,31485,0.98,23725,0.99,8143
19,32889,1.04,24355,1.03,8896
20,32170,0.98,24358,1,8523
21,34282,1.07,25340,1.04,9529
22,35935,1.05,26589,1.05,10054
23,35595,0.99,26780,1.01,9542
24,37072,1.04,27144,1.01,9788
25,37258,1.01,28212,1.04,10712
26,38554,1.03,28098,1,9606
27,39039,1.01,28723,1.02,10602
28,39816,1.02,29582,1.03,10980
29,39861,1,30061,1.02,10827
30,38701,0.97,29737,0.99,10003
31,40265,1.04,29627,1,10103
2,36615,0,21522,0.7,0
3,33893,0.93,25884,1.2,13531
4,35573,1.05,26236,1.01,9372
5,36126,1.02,26651,1.02,9555
6,36700,1.02,27413,1.03,10025
7,38169,1.04,28722,1.05,10932
8,38458,1.01,28936,1.01,10136
9,36673,0.95,28263,0.98,9347
10,34797,0.95,26486,0.94,7673
11,32331,0.93,25048,0.95,7533
12,31441,0.97,23962,0.96,7386
13,31640,1.01,23661,0.99,8068
14,31123,0.98,23886,1.01,8473
15,31782,1.02,23905,1,8051
16,32528,1.02,24213,1.01,8783
17,32572,1,24284,1,8581
18,33369,1.02,24834,1.02,9152
19,33548,1.01,25160,1.01,9057
20,34601,1.03,25925,1.03,9558
21,36700,1.06,26885,1.04,10068
22,36325,0.99,27332,1.02,9906
23,36939,1.02,27652,1.01,9693
24,36021,0.98,27345,0.99,9288
25,37227,1.03,27794,1.02,9833
26,38859,1.04,28689,1.03,10608
27,38338,0.99,28701,1,10099
28,38427,1,28782,1,9993
29,37914,0.99,28472,0.99,9619
30,38045,1,28444,1,9971
31,38087,1,28407,1,9756
2,37537,0,21614,0.7,0
3,34112,0.91,26062,1.21,13806
4,34085,1,25664,0.98,8656
5,34600,1.02,25573,1,8855
6,35884,1.04,26685,1.04,10270
7,36713,1.02,27615,1.03,10261
8,36243,0.99,27424,0.99,9379
9,35245,0.97,26539,0.97,8560
10,35460,1.01,26386,0.99,9105
11,34324,0.97,26320,1,9191
12,34169,1,25553,0.97,8309
13,32676,0.96,24803,0.97,8155
14,33424,1.02,24803,1,8620
15,32862,0.98,24607,0.99,8529
16,33986,1.03,25214,1.02,9166
17,35162,1.03,26117,1.04,9803
18,35393,1.01,26797,1.03,9859
19,36571,1.03,27266,1.02,9794
20,37037,1.01,27416,1.01,9705
21,37575,1.01,28053,1.02,10241
22,37693,1,28134,1,9962
23,39580,1.05,29417,1.05,11094
24,40158,1.01,29482,1,10428
25,39153,0.97,29650,1.01,10547
26,39050,1,29538,1,10058
27,39147,1,29552,1,10205
28,40299,1.03,29560,1,10207
29,40602,1.01,30111,1.02,10984
30,41073,1.01,30728,1.02,11122
31,39727,0.97,30188,0.98,10092
2,35527,0,21226,0.7,0
3,32699,0.92,25187,1.19,12814
4,34897,1.07,25857,1.03,9387
5,35118,1.01,26213,1.01,9424
6,35541,1.01,26952,1.03,9910
7,37036,1.04,27709,1.03,10215
8,37717,1.02,27968,1.01,9991
9,37700,1,28500,1.02,10329
10,36692,0.97,28223,0.99,9603
11,35577,0.97,26856,0.95,8095
12,33974,0.95,25962,0.97,8510
13,33112,0.97,25174,0.97,8162
14,32938,0.99,24840,0.99,8146
15,33830,1.03,25130,1.01,9029
16,34609,1.02,25758,1.02,9338
17,36360,1.05,26884,1.04,10098
18,36902,1.01,27568,1.03,10170
19,38151,1.03,28222,1.02,10312
20,37664,0.99,28606,1.01,10346
21,37630,1,28198,0.99,9464
22,37462,1,28147,1,9861
23,38881,1.04,28654,1.02,10233
24,38795,1,28865,1.01,10272
25,39644,1.02,29680,1.03,10816
26,41587,1.05,30414,1.02,11153
27,41150,0.99,30399,1,10716
28,40842,0.99,30657,1.01,10935
29,41111,1.01,30530,1,10789
30,42215,1.03,31087,1.02,11037
31,41887,0.99,31609,1.02,11329
2,36150,0,21595,0.7,0
3,33342,0.92,25602,1.19,12915
4,33740,1.01,25399,0.99,8623
5,35064,1.04,25710,1.01,8982
6,35296,1.01,26788,1.04,10134
7,35717,1.01,26794,1,9320
8,37312,1.04,27801,1.04,10407
9,36506,0.98,27672,1,9640
10,35470,0.97,26946,0.97,8786
11,35355,1,26647,0.99,9105
12,33076,0.94,25172,0.94,7739
13,33224,1,25060,1,8721
14,34016,1.02,25423,1.01,9109
15,33741,0.99,25350,1,8713
16,34396,1.02,25783,1.02,9222
17,34126,0.99,26078,1.01,9308
18,35558,1.04,26367,1.01,9217
19,36646,1.03,27397,1.04,10176
20,36935,1.01,27203,0.99,9311
21,37201,1.01,27330,1,9750
22,38704,1.04,28717,1.05,11129
23,39635,1.02,29312,1.02,10592
24,41152,1.04,30300,1.03,11335
25,41392,1.01,30720,1.01,11199
26,40584,0.98,30429,0.99,10471
27,41858,1.03,30736,1.01,10734
28,40266,0.96,30195,0.98,10221
29,39497,0.98,29534,0.98,9651
30,41198,1.04,30699,1.04,11416
31,41794,1.01,31321,1.02,11253
2,39193,0,21367,0.7,0
3,35660,0.91,26947,1.26,14945
4,35177,0.99,26762,0.99,9140
5,35540,1.01,27021,1.01,9529
6,36337,1.02,26803,0.99,8995
7,38987,1.07,28493,1.06,11223
8,38339,0.98,28753,1.01,10440
9,37775,0.99,28617,1,9924
10,36492,0.97,27793,0.97,8876
11,34000,0.93,26526,0.95,8080
12,32952,0.97,24772,0.93,7056
13,32662,0.99,24717,1,8454
14,33155,1.02,25079,1.01,9034
15,34347,1.04,25519,1.02,9074
16,34404,1,25814,1.01,9178
17,35906,1.04,26387,1.02,9725
18,36261,1.01,26932,1.02,9893
19,37751,1.04,27958,1.04,10366
20,37423,0.99,28078,1,9941
21,37770,1.01,27950,1,9428
22,38666,1.02,28820,1.03,10773
23,39246,1.02,29200,1.01,10428
24,40011,1.02,30023,1.03,10994
25,40026,1,29451,0.98,9866
26,40521,1.01,30541,1.04,11289
27,39606,0.98,29852,0.98,9831
28,40383,1.02,29427,0.99,9919
29,39011,0.97,29815,1.01,10727
30,39363,1.01,29552,0.99,9940
31,40185,1.02,30128,1.02,10837
2,36426,0,21361,0.7,0
3,33940,0.93,25976,1.22,13723
4,34074,1,25974,1,9008
5,33815,0.99,25608,0.99,8449
6,34717,1.03,25871,1.01,9167
7,34379,0.99,26072,1.01,9226
8,35217,1.02,25945,1,9143
9,33097,0.94,25558,0.99,8781
10,31419,0.95,24501,0.96,7600
11,30069,0.96,23300,0.95,7028
12,28655,0.95,22077,0.95,6637
13,28051,0.98,21589,0.98,7059
14,28930,1.03,21941,1.02,7742
15,29493,1.02,21953,1,7545
16,30096,1.02,22442,1.02,8249
17,30795,1.02,23262,1.04,8765
18,32746,1.06,24139,1.04,9013
19,34787,1.06,25556,1.06,10172
20,34970,1.01,26066,1.02,9509
21,34830,1,26581,1.02,9668
22,36309,1.04,26960,1.01,9696
23,37413,1.03,27831,1.03,10357
24,37187,0.99,27913,1,9816
25,37771,1.02,28465,1.02,10456
26,38965,1.03,28743,1.01,10092
27,38632,0.99,28857,1,10104
28,37684,0.98,28239,0.98,9499
29,37105,0.98,28053,0.99,9605
30,37232,1,28260,1.01,9921
31,37690,1.01,28194,1,9675
2,35040,0,21343,0.7,0
3,34261,0.98,25835,1.21,13042
4,34587,1.01,25650,0.99,8824
5,34703,1,26237,1.02,9616
6,34926,1.01,25896,0.99,8650
7,36024,1.03,26670,1.03,9872
8,34917,0.97,26652,1,9303
9,35692,1.02,26680,1,9109
10,33534,0.94,25840,0.97,8369
11,31956,0.95,24295,0.94,7240
12,30594,0.96,23205,0.96,7348
13,31001,1.01,23184,1,7938
14,30368,0.98,23529,1.01,8456
15,31213,1.03,23296,0.99,7845
16,32163,1.03,23855,1.02,8704
17,33716,1.05,25021,1.05,9607
18,35178,1.04,26144,1.04,9971
19,35693,1.01,26754,1.02,9961
20,36109,1.01,26903,1.01,9491
21,37840,1.05,27641,1.03,10133
22,39194,1.04,28729,1.04,11071
23,38271,0.98,28739,1,10127
24,38485,1.01,28492,0.99,9753
25,39744,1.03,29758,1.04,11191
26,39814,1,29767,1,10324
27,39417,0.99,29563,0.99,10106
28,38717,0.98,28996,0.98,9522
29,40725,1.05,29871,1.03,10999
30,40765,1,30722,1.03,11389
31,39802,0.98,30220,0.98,10067
2,36960,0,21494,0.7,0
3,34613,0.94,26537,1.23,14143
4,34301,0.99,25939,0.98,8458
5,33960,0.99,25348,0.98,8409
6,34474,1.02,25723,1.01,9246
7,34334,1,25846,1,9113
8,34700,1.01,26412,1.02,9649
9,33875,0.98,25354,0.96,8111
10,33315,0.98,25006,0.99,8391
11,32680,0.98,25103,1,8794
12,31225,0.96,23909,0.95,7425
13,30176,0.97,22896,0.96,7231
14,30092,1,22631,0.99,7655
15,30113,1,22928,1.01,8211
16,30360,1.01,22948,1,7973
17,31827,1.05,23207,1.01,8304
18,33358,1.05,24681,1.06,9839
19,34049,1.02,25492,1.03,9518
20,35696,1.05,26658,1.05,10181
21,36942,1.03,27271,1.02,10015
22,38780,1.05,28959,1.06,11356
23,39817,1.03,29069,1,10255
24,41380,1.04,30534,1.05,11819
25,40219,0.97,30230,0.99,10397
26,41082,1.02,30901,1.02,11174
27,40031,0.97,30445,0.99,10240
28,41302,1.03,30241,0.99,10274
29,41718,1.01,30741,1.02,11292
30,41968,1.01,31337,1.02,11283
31,44862,1.07,32462,1.04,11896
2,38707,0,21382,0.7,0
3,34161,0.88,26762,1.25,14841
4,34488,1.01,25796,0.96,8036
5,34859,1.01,25794,1,9061
6,36232,1.04,26713,1.04,10157
7,36604,1.01,27266,1.02,9926
8,36062,0.99,26943,0.99,9193
9,35289,0.98,26486,0.98,8994
10,34563,0.98,25888,0.98,8549
11,33183,0.96,25151,0.97,8279
12,30957,0.93,23988,0.95,7514
13,30475,0.98,23135,0.96,7319
14,31402,1.03,23299,1.01,8194
15,32152,1.02,24053,1.03,8912
16,33084,1.03,24653,1.02,8939
17,34129,1.03,25578,1.04,9650
18,35004,1.03,26380,1.03,9835
19,35158,1,26644,1.01,9150
20,36667,1.04,26990,1.01,9520
21,38281,1.04,28267,1.05,10955
22,39969,1.04,29326,1.04,10935
23,39907,1,29945,1.02,10904
24,42879,1.07,31417,1.05,11985
25,42446,0.99,32276,1.03,11936
26,41976,0.99,31830,0.99,10518
27,42578,1.01,31889,1,11191
28,42543,1,31870,1,10876
29,41281,0.97,31049,0.97,9957
30,42827,1.04,31373,1.01,11012
31,44335,1.04,32435,1.03,12025
2,37065,0,21588,0.7,0
3,34964,0.94,26401,1.22,13930
4,33807,0.97,25630,0.97,8229
5,34829,1.03,26120,1.02,9385
6,35555,1.02,26508,1.01,9605
7,37155,1.05,27272,1.03,10014
8,36311,0.98,27405,1,9711
9,34449,0.95,25953,0.95,7983
10,33333,0.97,25205,0.97,8146
11,31994,0.96,24281,0.96,7742
12,30468,0.95,23361,0.96,7517
13,30560,1,23334,1,8086
14,30391,0.99,23103,0.99,7757
15,30806,1.01,22974,0.99,7719
16,32050,1.04,23532,1.02,8585
17,33220,1.04,24587,1.04,9530
18,34998,1.05,25962,1.06,10170
19,36466,1.04,27140,1.05,10421
20,38563,1.06,28135,1.04,10483
21,39212,1.02,28842,1.03,10686
22,40607,1.04,30163,1.05,11492
23,41145,1.01,30480,1.01,10926
24,41725,1.01,31265,1.03,11448
25,41330,0.99,30819,0.99,10245
26,41467,1,31091,1.01,10894
27,41231,0.99,30916,0.99,10543
28,41191,1,30550,0.99,10426
29,43573,1.06,31899,1.04,11964
30,41326,0.95,31736,0.99,11016
31,41872,1.01,30942,0.97,9939
2,34959,0,21387,0.7,0
3,33667,0.96,25548,1.19,12927
4,34126,1.01,25541,1,8834
5,34535,1.01,25577,1,8942
6,34982,1.01,26493,1.04,10090
7,35386,1.01,26494,1,9072
8,35683,1.01,26684,1.01,9535
9,34106,0.96,26067,0.98,8594
10,33016,0.97,25218,0.97,8105
11,31007,0.94,24139,0.96,7474
12,30400,0.98,22869,0.95,6764
13,28697,0.94,22074,0.97,7480
14,30088,1.05,22402,1.01,7932
15,30395,1.01,22913,1.02,8402
16,30237,0.99,22788,0.99,7860
17,31451,1.04,23280,1.02,8383
18,32372,1.03,23787,1.02,8708
19,33041,1.02,24862,1.05,9352
20,34272,1.04,25484,1.03,9385
21,36091,1.05,26964,1.06,10396
22,36975,1.02,27334,1.01,9864
23,36698,0.99,27751,1.02,10089
24,36946,1.01,27811,1,9584
25,37406,1.01,28220,1.01,10137
26,36831,0.98,28335,1,9944
27,38591,1.05,27988,0.99,9215
28,39485,1.02,29351,1.05,11320
29,40340,1.02,29921,1.02,11050
30,39544,0.98,29396,0.98,9804
31,40760,1.03,29950,1.02,10995
2,36200,0,21593,0.7,0
3,34297,0.95,26273,1.22,13684
4,34334,1,25800,0.98,8547
5,35111,1.02,26208,1.02,9383
6,35399,1.01,26243,1,9160
7,36708,1.04,27103,1.03,10244
8,35745,0.97,27192,1,9665
9,35754,1,26821,0.99,8917
10,32686,0.91,25265,0.94,7818
11,32111,0.98,24703,0.98,8047
12,30855,0.96,23558,0.95,7328
13,30276,0.98,23071,0.98,7546
14,29680,0.98,22370,0.97,7280
15,30666,1.03,22752,1.02,8217
16,30535,1,23212,1.02,8487
17,30470,1,23140,1,7900
18,32232,1.06,23831,1.03,8784
19,32989,1.02,24832,1.04,9591
20,34531,1.05,25745,1.04,9554
21,35646,1.03,26304,1.02,9627
22,37136,1.04,28096,1.07,11082
23,37764,1.02,28199,1,9932
24,38887,1.03,28532,1.01,10224
25,39717,1.02,29542,1.04,11274
26,41207,1.04,29791,1.01,10527
27,41893,1.02,30779,1.03,11697
28,41744,1,30653,1,10667
29,41225,0.99,30828,1.01,10879
30,40863,0.99,30678,1,10647
31,41206,1.01,30583,1,10519
2,35299,0,21311,0.7,0
3,33405,0.95,25328,1.19,12780
4,32956,0.99,25198,0.99,8674
5,32938,1,24855,0.99,8442
6,34549,1.05,25101,1.01,8772
7,35895,1.04,26364,1.05,10353
8,36244,1.01,26799,1.02,9708
9,36898,1.02,27653,1.03,10152
10,35170,0.95,26829,0.97,8617
11,33336,0.95,25639,0.96,7963
12,31519,0.95,23807,0.93,6896
13,29978,0.95,23108,0.97,7492
14,30458,1.02,22955,0.99,7742
15,31849,1.05,23849,1.04,9009
16,32418,1.02,24084,1.01,8595
17,33504,1.03,24519,1.02,8879
18,33918,1.01,25893,1.06,10258
19,35201,1.04,26176,1.01,9097
20,34969,0.99,26403,1.01,9423
21,37892,1.08,27703,1.05,10498
22,37739,1,28353,1.02,10567
23,37472,0.99,28128,0.99,9601
24,38790,1.04,28646,1.02,10242
25,39462,1.02,29308,1.02,10868
26,39978,1.01,29595,1.01,10613
27,40533,1.01,30057,1.02,10788
28,40152,0.99,30122,1,10565
29,39054,0.97,29779,0.99,10113
30,39845,1.02,29776,1,10285
31,39572,0.99,29968,1.01,10459
2,36864,0,21660,0.7,0
3,34060,0.92,25995,1.2,13706
4,34476,1.01,25906,1,8955
5,34556,1,25693,0.99,8927
6,35204,1.02,26064,1.01,9367
7,36805,1.05,27232,1.04,10341
8,35617,0.97,26773,0.98,9018
9,35070,0.98,26513,0.99,8988
10,34423,0.98,26095,0.98,8671
11,32002,0.93,24830,0.95,7809
12,30296,0.95,23342,0.94,6898
13,29923,0.99,22638,0.97,7282
14,29437,0.98,22183,0.98,7499
15,29057,0.99,22130,1,7627
16,31320,1.08,23233,1.05,8771
17,32707,1.04,24232,1.04,9150
18,33799,1.03,25405,1.05,9695
19,33869,1,25633,1.01,9103
20,35906,1.06,26578,1.04,9820
21,37696,1.05,27946,1.05,10788
22,37157,0.99,28213,1.01,10054
23,37414,1.01,28202,1,9733
24,39779,1.06,29235,1.04,10969
25,38552,0.97,28704,0.98,9757
26,39589,1.03,28928,1.01,10284
27,38618,0.98,29772,1.03,11005
28,39046,1.01,29365,0.99,9669
29,39866,1.02,29717,1.01,10554
30,39652,0.99,29969,1.01,10545
31,41228,1.04,30359,1.01,10926
2,37091,0,21499,0.7,0
3,33652,0.91,26015,1.21,13564
4,34204,1.02,25459,0.98,8289
5,33457,0.98,25603,1.01,9152
6,34900,1.04,25218,0.98,8604
7,34096,0.98,25922,1.03,9806
8,35100,1.03,26423,1.02,9458
9,34397,0.98,26272,0.99,8950
10,33319,0.97,25441,0.97,8093
11,33427,1,24973,0.98,8054
12,32054,0.96,24698,0.99,8326
13,33002,1.03,25146,1.02,8885
14,32812,0.99,24561,0.98,8118
15,31194,0.95,23781,0.97,7797
16,32632,1.05,24172,1.02,8787
17,33767,1.03,25255,1.04,9570
18,34906,1.03,26348,1.04,9951
19,34343,0.98,25749,0.98,8534
20,33341,0.97,25484,0.99,8642
21,34746,1.04,25969,1.02,9336
22,36053,1.04,26518,1.02,9671
23,36350,1.01,27182,1.03,9918
24,38045,1.05,27913,1.03,10128
25,36137,0.95,27513,0.99,9481
26,36275,1,26718,0.97,8845
27,38201,1.05,28093,1.05,10717
28,38794,1.02,28766,1.02,10667
29,38001,0.98,28306,0.98,9604
30,39586,1.04,29055,1.03,10710
31,39741,1,29379,1.01,10525
2,35780,0,21317,0.71,0
3,32919,0.92,25413,1.19,13137
4,34047,1.03,24882,0.98,8078
5,34097,1,25485,1.02,9440
6,35161,1.03,25873,1.02,9258
7,33614,0.96,25494,0.99,8783
8,33942,1.01,25651,1.01,8993
9,33399,0.98,25440,0.99,8593
10,31532,0.94,24475,0.96,7771
11,31140,0.99,23684,0.97,7614
12,30463,0.98,23178,0.98,7703
13,29758,0.98,22400,0.97,7078
14,30753,1.03,23010,1.03,8500
15,32546,1.06,24010,1.04,9089
16,33258,1.02,24602,1.02,9120
17,34511,1.04,25610,1.04,9768
18,34287,0.99,25897,1.01,9226
19,35679,1.04,26129,1.01,9275
20,34622,0.97,25964,0.99,9023
21,36328,1.05,26781,1.03,9883
22,36086,0.99,27444,1.02,10019
23,37688,1.04,28042,1.02,9966
24,38811,1.03,28809,1.03,10530
25,38447,0.99,28847,1,10056
26,39895,1.04,29244,1.01,10494
27,40509,1.02,30114,1.03,11167
28,40509,1,30142,1,10473
29,39971,0.99,30451,1.01,10706
30,40377,1.01,29677,0.97,9770
31,38764,0.96,29545,1,10189
2,36269,0,21363,0.7,0
3,34070,0.94,26235,1.23,13835
4,34717,1.02,25736,0.98,8426
5,35983,1.04,26960,1.05,10342
6,35550,0.99,27009,1,9271
7,35825,1.01,26319,0.97,8618
8,36038,1.01,27235,1.03,10097
9,35068,0.97,26533,0.97,8858
10,33727,0.96,25806,0.97,8344
11,32453,0.96,24730,0.96,7681
12,31099,0.96,23887,0.97,7637
13,29623,0.95,22795,0.95,7061
14,28989,0.98,22421,0.98,7377
15,29273,1.01,22172,0.99,7342
16,29778,1.02,22528,1.02,8110
17,31245,1.05,22912,1.02,8314
18,31256,1,23819,1.04,9075
19,31788,1.02,23754,1,8129
20,32371,1.02,24546,1.03,9136
21,34004,1.05,25143,1.02,9124
22,36010,1.06,26343,1.05,10120
23,36015,1,27238,1.03,10332
24,36936,1.03,27617,1.01,9958
25,38528,1.04,28875,1.05,10983
26,38400,1,28739,1,9829
27,40934,1.07,29914,1.04,11253
28,41447,1.01,30380,1.02,11045
29,41459,1,31084,1.02,11441
30,42829,1.03,31740,1.02,11420
31,43330,1.01,32088,1.01,11482
2,36702,0,21584,0.71,0
3,34328,0.94,26676,1.24,14296
4,34874,1.02,26004,0.97,8405
5,34651,0.99,25958,1,8986
6,35765,1.03,26691,1.03,9793
7,36987,1.03,27727,1.04,10353
8,37450,1.01,27536,0.99,9291
9,37285,1,27755,1.01,10085
10,35756,0.96,27085,0.98,8945
11,35060,0.98,26582,0.98,8694
12,33020,0.94,25478,0.96,8132
13,31797,0.96,24224,0.95,7476
14,33711,1.06,25037,1.03,9235
15,32919,0.98,24629,0.98,8315
16,33428,1.02,25103,1.02,9006
17,34997,1.05,25863,1.03,9516
18,35402,1.01,26737,1.03,10084
19,35907,1.01,26969,1.01,9573
20,37133,1.03,27432,1.02,9784
21,37734,1.02,28166,1.03,10213
22,38369,1.02,28368,1.01,10037
23,38727,1.01,29394,1.04,11099
24,40198,1.04,29648,1.01,10209
25,40624,1.01,30168,1.02,10847
26,41427,1.02,30697,1.02,11078
27,41608,1,30536,0.99,10792
28,42033,1.01,31255,1.02,11421
29,41383,0.98,31225,1,10682
30,40438,0.98,30505,0.98,10088
31,41761,1.03,30957,1.01,11097
2,34454,0,21074,0.7,0
3,32351,0.94,25018,1.19,12739
4,32524,1.01,24556,0.98,8087
5,34201,1.05,25245,1.03,9131
6,34117,1,25764,1.02,9370
7,34777,1.02,25695,1,8883
8,34608,1,25756,1,9072
9,33420,0.97,25593,0.99,8788
10,32073,0.96,24501,0.96,7669
11,31965,1,23974,0.98,7888
12,30659,0.96,23591,0.98,8069
13,29867,0.97,23059,0.98,7565
14,30398,1.02,22768,0.99,7613
15,30668,1.01,23659,1.04,8753
16,30856,1.01,22965,0.97,7338
17,31728,1.03,23612,1.03,8778
