Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
16,28629,1.05,21558,1.04,7871
17,29388,1.03,22507,1.04,8223
18,30590,1.04,23372,1.04,8588
19,33894,1.11,24705,1.06,9351
20,34147,1.01,25432,1.03,9309
21,34571,1.01,26062,1.02,9333
22,35230,1.02,26437,1.01,9257
23,37085,1.05,27982,1.06,10534
24,39266,1.06,29563,1.06,11108
25,40871,1.04,30265,1.02,10668
26,40457,0.99,30075,0.99,10028
27,40186,0.99,30181,1,10378
28,40243,1,30663,1.02,10590
29,41198,1.02,30389,0.99,10113
30,40633,0.99,30413,1,10571
31,40651,1,30731,1.01,10560
2,36125,0,21983,0.71,18
3,33500,0.93,25711,1.17,12614
4,34640,1.03,26045,1.01,8992
5,36187,1.04,26940,1.03,9784
6,35883,0.99,27535,1.02,9776
7,36196,1.01,27118,0.98,8819
8,35970,0.99,27048,1,9105
9,33887,0.94,26100,0.96,8036
10,32883,0.97,25102,0.96,7555
11,30246,0.92,23597,0.94,6813
12,27766,0.92,21740,0.92,5845
13,26644,0.96,20809,0.96,6150
14,27341,1.03,20907,1,6880
15,28462,1.04,21448,1.03,7520
16,30164,1.06,22517,1.05,8347
17,30576,1.01,23004,1.02,8244
18,30887,1.01,23421,1.02,8193
19,32262,1.04,24260,1.04,8729
20,33829,1.05,25086,1.03,9122
21,35212,1.04,26219,1.05,9840
22,36680,1.04,27074,1.03,9909
23,37550,1.02,27842,1.03,9954
24,40342,1.07,29505,1.06,11334
25,41922,1.04,30936,1.05,11838
26,43612,1.04,32173,1.04,11827
27,44546,1.02,32984,1.03,11904
28,44583,1,33532,1.02,11743
29,45156,1.01,33451,1,11069
30,45729,1.01,34578,1.03,12549
31,46662,1.02,34992,1.01,12035
2,35278,0,21523,0.71,18
3,33197,0.94,25614,1.19,12798
4,35246,1.06,26107,1.02,9206
5,35553,1.01,26936,1.03,9865
6,36089,1.02,27140,1.01,9407
7,36832,1.02,27676,1.02,9749
8,36287,0.99,27271,0.99,8829
9,35689,0.98,26958,0.99,8990
10,34403,0.96,26322,0.98,8390
11,32134,0.93,24951,0.95,7363
12,30302,0.94,23777,0.95,7094
13,29121,0.96,22691,0.95,6604
14,29197,1,22226,0.98,7120
15,29585,1.01,22229,1,7433
16,29398,0.99,22470,1.01,7905
17,29915,1.02,22821,1.02,7872
18,31823,1.06,23594,1.03,8492
19,32438,1.02,24571,1.04,9087
20,32913,1.01,24549,1,8254
21,35019,1.06,26038,1.06,9980
22,34953,1,26463,1.02,9235
23,36939,1.06,27127,1.03,9575
24,37346,1.01,27994,1.03,10330
25,37143,0.99,28059,1,9444
26,39529,1.06,29107,1.04,10502
27,40124,1.02,30037,1.03,11031
28,39553,0.99,29762,0.99,10071
29,41598,1.05,31107,1.05,11351
30,43163,1.04,31599,1.02,11049
31,44625,1.03,33345,1.06,12749
2,38080,0,21689,0.71,25
3,34601,0.91,26504,1.22,14088
4,35179,1.02,26691,1.01,9024
5,36632,1.04,27272,1.02,9659
6,36598,1,27508,1.01,9728
7,38259,1.05,28321,1.03,10195
8,37890,0.99,28760,1.02,10142
9,35820,0.95,27752,0.96,8514
10,33446,0.93,25649,0.92,7040
11,30930,0.92,23936,0.93,6587
12,29552,0.96,23096,0.96,7113
13,28424,0.96,21828,0.95,6308
14,28603,1.01,21678,0.99,7267
15,29587,1.03,22126,1.02,7759
16,30638,1.04,23481,1.06,9020
17,32259,1.05,24010,1.02,8236
18,33426,1.04,25378,1.06,9612
19,34556,1.03,25971,1.02,9030
20,35083,1.02,26523,1.02,9389
21,36693,1.05,27190,1.03,9595
22,36327,0.99,27671,1.02,9914
23,37220,1.02,27654,1,9372
24,37256,1,28527,1.03,10252
25,38464,1.03,28850,1.01,9837
26,39871,1.04,29445,1.02,10340
27,39759,1,30103,1.02,10620
28,40028,1.01,29816,0.99,9907
29,41689,1.04,30673,1.03,11031
30,43167,1.04,32350,1.05,12351
31,44673,1.03,32878,1.02,11609
2,35488,0,21725,0.71,17
3,33914,0.96,25482,1.17,12260
4,34271,1.01,26098,1.02,9310
5,35749,1.04,26689,1.02,9258
6,35986,1.01,26842,1.01,9227
7,36383,1.01,27415,1.02,9773
8,34980,0.96,26533,0.97,8460
9,34647,0.99,26373,0.99,8685
10,34085,0.98,25936,0.98,8353
11,31627,0.93,24549,0.95,7301
12,29632,0.94,23375,0.95,6956
13,28804,0.97,22009,0.94,6269
14,28425,0.99,21891,0.99,7193
15,29372,1.03,22533,1.03,8107
16,31518,1.07,23412,1.04,8528
17,31563,1,23664,1.01,8172
18,32756,1.04,24450,1.03,8981
19,33897,1.03,25257,1.03,9070
20,34658,1.02,25798,1.02,9199
21,35711,1.03,27084,1.05,10175
22,35759,1,27058,1,9046
23,36501,1.02,27346,1.01,9505
24,38046,1.04,28231,1.03,10279
25,38868,1.02,28949,1.03,10510
26,39269,1.01,29434,1.02,10278
27,40026,1.02,29937,1.02,10658
28,41061,1.03,30008,1,10425
29,40823,0.99,30732,1.02,11109
30,42716,1.05,31737,1.03,11389
31,42664,1,31738,1,10712
2,36208,0,21342,0.71,28
3,34917,0.96,26409,1.24,14040
4,35303,1.01,26790,1.01,9252
5,34635,0.98,26263,0.98,8460
6,36545,1.06,26966,1.03,9603
7,37489,1.03,27693,1.03,10190
8,38608,1.03,28873,1.04,10746
9,35785,0.93,28048,0.97,9009
10,34241,0.96,26542,0.95,7622
11,31853,0.93,24867,0.94,7083
12,30515,0.96,23625,0.95,6901
13,29119,0.95,22619,0.96,6803
14,29305,1.01,22199,0.98,7078
15,30363,1.04,22543,1.02,7902
16,30870,1.02,23356,1.04,8503
17,32280,1.05,24371,1.04,8951
18,33652,1.04,25262,1.04,9260
19,34662,1.03,25700,1.02,8996
20,36962,1.07,27320,1.06,10491
21,37692,1.02,27828,1.02,9909
22,39613,1.05,28889,1.04,10546
23,38937,0.98,29672,1.03,10787
24,41110,1.06,30314,1.02,10705
25,40750,0.99,30641,1.01,10735
26,40281,0.99,30742,1,10342
27,41714,1.04,31388,1.02,11147
28,42885,1.03,32223,1.03,11581
29,42362,0.99,31858,0.99,10522
30,43698,1.03,32235,1.01,11147
31,45101,1.03,33667,1.04,12570
2,36174,0,21702,0.71,16
3,34482,0.95,26408,1.22,13753
4,36232,1.05,26656,1.01,9160
5,36673,1.01,27606,1.04,10175
6,37378,1.02,27958,1.01,9720
7,39981,1.07,28861,1.03,10547
8,37300,0.93,29017,1.01,10215
9,37248,1,28101,0.97,8804
10,35470,0.95,27310,0.97,8710
11,33466,0.94,25654,0.94,7429
12,31119,0.93,24095,0.94,6912
13,29303,0.94,23040,0.96,6762
14,29685,1.01,22750,0.99,7208
15,29811,1,22605,0.99,7452
16,30372,1.02,23068,1.02,8050
17,32104,1.06,24090,1.04,8796
18,33297,1.04,24874,1.03,8976
19,34250,1.03,25787,1.04,9412
20,35265,1.03,26803,1.04,9795
21,36362,1.03,27267,1.02,9508
22,38187,1.05,28658,1.05,10665
23,39492,1.03,29634,1.03,10696
24,40283,1.02,29990,1.01,10416
25,40063,0.99,30043,1,10335
26,40554,1.01,30250,1.01,10323
27,41192,1.02,31280,1.03,11407
28,42762,1.04,31770,1.02,11058
29,42893,1,32248,1.02,11302
30,43807,1.02,32483,1.01,11201
31,45100,1.03,33028,1.02,11481
2,34978,0,21173,0.7,28
3,32843,0.94,25525,1.21,12899
4,34646,1.05,26065,1.02,9113
5,33833,0.98,25664,0.98,8409
6,35458,1.05,26492,1.03,9565
7,36156,1.02,27095,1.02,9560
8,35440,0.98,27068,1,9156
9,33084,0.93,25348,0.94,7367
10,31830,0.96,24374,0.96,7440
11,30835,0.97,23587,0.97,7309
12,28917,0.94,22399,0.95,6627
13,27062,0.94,21160,0.94,6106
14,27367,1.01,21252,1,7118
15,27945,1.02,21142,0.99,7002
16,28720,1.03,21690,1.03,7778
17,29125,1.01,22248,1.03,7771
18,29931,1.03,22482,1.01,7674
19,30695,1.03,23367,1.04,8554
20,31403,1.02,23388,1,7839
21,33589,1.07,24960,1.07,9649
22,33729,1,25271,1.01,8940
23,35230,1.04,25884,1.02,9380
24,36902,1.05,27208,1.05,10217
25,37432,1.01,28112,1.03,10249
26,38907,1.04,29005,1.03,10473
27,39474,1.01,29543,1.02,10584
28,42671,1.08,31266,1.06,11734
29,42790,1,31870,1.02,11378
30,42378,0.99,31716,1,10561
31,42503,1,31870,1,10983
2,35266,0,21639,0.71,30
3,33811,0.96,25484,1.18,12632
4,35015,1.04,26045,1.02,9104
5,35573,1.02,26415,1.01,9313
6,35663,1,27096,1.03,9792
7,35313,0.99,26883,0.99,8881
8,35184,1,26511,0.99,8729
9,33062,0.94,25783,0.97,7986
10,32160,0.97,24837,0.96,7597
11,30936,0.96,23852,0.96,7244
12,28834,0.93,22558,0.95,6671
13,28633,0.99,22044,0.98,6884
14,27930,0.98,21501,0.98,6814
15,29210,1.05,21837,1.02,7527
16,28173,0.96,22050,1.01,7641
17,29804,1.06,22441,1.02,7636
18,30977,1.04,23353,1.04,8452
19,31681,1.02,23685,1.01,8331
20,32994,1.04,24777,1.05,9128
21,34005,1.03,25320,1.02,8945
22,36591,1.08,27207,1.07,10736
23,36312,0.99,27514,1.01,9680
24,36388,1,27574,1,9406
25,38589,1.06,28798,1.04,10520
26,39113,1.01,29104,1.01,10156
27,39587,1.01,29875,1.03,10731
28,42136,1.06,30622,1.03,11031
29,41483,0.98,30798,1.01,10893
30,40504,0.98,30818,1,10496
31,42711,1.05,31088,1.01,10723
2,37165,0,21701,0.71,33
3,35636,0.96,27410,1.26,14803
4,35477,1,27124,0.99,8856
5,36270,1.02,26760,0.99,8783
6,36753,1.01,27615,1.03,9886
7,38104,1.04,28447,1.03,10324
8,36549,0.96,28118,0.99,9415
9,33957,0.93,26204,0.93,7346
10,33658,0.99,25273,0.96,7657
11,31340,0.93,24347,0.96,7557
12,29218,0.93,23066,0.95,6579
13,27929,0.96,21721,0.94,6155
14,27348,0.98,21073,0.97,6413
15,28962,1.06,21406,1.02,7408
16,28681,0.99,22410,1.05,8221
17,29239,1.02,22145,0.99,7234
18,29680,1.02,22329,1.01,7672
19,30588,1.03,22844,1.02,8122
20,32235,1.05,24062,1.05,9063
21,33086,1.03,24594,1.02,8783
22,35100,1.06,26339,1.07,10263
23,35160,1,26343,1,9156
24,36608,1.04,27452,1.04,10051
25,38615,1.05,28458,1.04,10317
26,39502,1.02,29309,1.03,10712
27,40850,1.03,30262,1.03,10977
28,42435,1.04,31587,1.04,11728
29,44191,1.04,32386,1.03,11684
30,43934,0.99,32613,1.01,11454
31,44141,1,33183,1.02,11625
2,37529,0,21669,0.71,26
3,35840,0.95,27030,1.25,14483
4,35173,0.98,27165,1,9290
5,35031,1,26717,0.98,8481
6,37142,1.06,27182,1.02,9470
7,37314,1,28255,1.04,10255
8,37712,1.01,28756,1.02,10031
9,36237,0.96,28057,0.98,8934
10,35119,0.97,26850,0.96,8037
11,33461,0.95,25650,0.96,7617
12,31927,0.95,24656,0.96,7431
13,30467,0.95,23506,0.95,6945
14,31881,1.05,23873,1.02,8204
15,31287,0.98,24231,1.01,8424
16,31452,1.01,23846,0.98,7597
17,32097,1.02,24228,1.02,8439
18,32770,1.02,24716,1.02,8771
19,34746,1.06,25421,1.03,9001
20,35409,1.02,26789,1.05,10162
21,35942,1.02,27422,1.02,9649
22,36601,1.02,27477,1,9438
23,38716,1.06,28266,1.03,10189
24,40225,1.04,29838,1.06,11418
25,39620,0.98,29594,0.99,9956
26,40003,1.01,30007,1.01,10453
27,40939,1.02,30045,1,10292
28,41432,1.01,30851,1.03,11187
29,40186,0.97,30539,0.99,10196
30,41914,1.04,31188,1.02,10832
31,41700,0.99,31881,1.02,11161
2,38213,0,21855,0.71,20
3,34529,0.9,26835,1.23,14396
4,36696,1.06,27220,1.01,9345
5,36957,1.01,27871,1.02,9932
6,37248,1.01,28163,1.01,9688
7,37603,1.01,27899,0.99,9057
8,37207,0.99,28371,1.02,9957
9,36140,0.97,27432,0.97,8673
10,34249,0.95,26512,0.97,8198
11,32168,0.94,24998,0.94,7269
12,30201,0.94,23444,0.94,6732
13,29373,0.97,22763,0.97,6994
14,29217,0.99,22242,0.98,7034
15,29832,1.02,22731,1.02,7952
16,31465,1.05,23184,1.02,8068
17,31296,0.99,23901,1.03,8786
18,33793,1.08,24836,1.04,9069
19,35529,1.05,26498,1.07,10438
20,35226,0.99,26536,1,8982
21,37145,1.05,27635,1.04,10326
22,37671,1.01,28033,1.01,9822
23,38856,1.03,28930,1.03,10580
24,39010,1,28935,1,10032
25,39693,1.02,29755,1.03,10519
26,41871,1.05,30977,1.04,11517
27,40974,0.98,30842,1,10426
28,43483,1.06,31816,1.03,11540
29,46253,1.06,33890,1.07,13186
30,45382,0.98,34429,1.02,12387
31,46200,1.02,34661,1.01,11800
2,37474,0,21995,0.71,23
3,36475,0.97,27619,1.26,14893
4,38094,1.04,28109,1.02,9785
5,39855,1.05,29693,1.06,11358
6,40785,1.02,30318,1.02,10730
7,40999,1.01,30520,1.01,10585
8,39632,0.97,30248,0.99,10000
9,37948,0.96,29322,0.97,9246
10,36387,0.96,27926,0.95,8255
11,34394,0.95,26391,0.95,7814
12,32349,0.94,25402,0.96,7789
13,30437,0.94,23781,0.94,6712
14,29776,0.98,22788,0.96,6711
15,31380,1.05,23378,1.03,8317
16,32313,1.03,24468,1.05,9022
17,32584,1.01,24648,1.01,8297
18,34593,1.06,25740,1.04,9475
19,35852,1.04,26999,1.05,10222
20,36252,1.01,27020,1,9216
21,36727,1.01,27367,1.01,9664
22,37645,1.02,28326,1.04,10122
23,37393,0.99,28246,1,9509
24,39536,1.06,29200,1.03,10549
25,41405,1.05,30489,1.04,11230
26,42358,1.02,31807,1.04,11803
27,41893,0.99,31533,0.99,10381
28,41560,0.99,31594,1,10687
29,41088,0.99,31376,0.99,10275
30,40876,0.99,30861,0.98,10126
31,40592,0.99,30254,0.98,9671
2,35828,0,21760,0.71,24
3,35221,0.98,26281,1.21,13397
4,33675,0.96,26218,1,8681
5,35523,1.05,26534,1.01,8987
6,35828,1.01,26998,1.02,9504
7,36498,1.02,27360,1.01,9266
8,35991,0.99,27412,1,9254
9,34530,0.96,26171,0.95,8122
10,32703,0.95,24972,0.95,7572
11,30041,0.92,23892,0.96,6994
12,28510,0.95,22283,0.93,6074
13,27348,0.96,21127,0.95,6203
14,27017,0.99,20623,0.98,6607
15,28121,1.04,21262,1.03,7648
16,28464,1.01,21671,1.02,7523
17,30526,1.07,22491,1.04,8182
18,31100,1.02,23720,1.05,9074
19,33093,1.06,24521,1.03,8814
20,34680,1.05,25914,1.06,9775
21,37593,1.08,27139,1.05,10295
22,37258,0.99,28430,1.05,10775
23,38287,1.03,28533,1,9682
24,38649,1.01,29268,1.03,10499
25,39012,1.01,28838,0.99,9429
26,40952,1.05,30411,1.05,11532
27,41962,1.02,31407,1.03,11479
28,40417,0.96,30963,0.99,10391
29,39867,0.99,30267,0.98,9572
30,41131,1.03,30514,1.01,10519
31,42940,1.04,32310,1.06,12283
2,36405,0,21483,0.71,15
3,33574,0.92,25849,1.2,13184
4,34237,1.02,25939,1,8702
5,34132,1,25940,1,8582
6,34936,1.02,26078,1.01,8899
7,36930,1.06,27079,1.04,9902
8,34898,0.94,26818,0.99,9147
9,33798,0.97,26145,0.97,8208
10,31911,0.94,24697,0.94,7289
11,30552,0.96,23509,0.95,6847
12,27684,0.91,21835,0.93,6054
13,25819,0.93,20121,0.92,5489
14,25845,1,19847,0.99,6334
15,25714,0.99,19866,1,6510
16,26155,1.02,20031,1.01,6717
17,27319,1.04,20247,1.01,6992
18,27914,1.02,21318,1.05,7945
19,30384,1.09,22480,1.05,8633
20,31706,1.04,23453,1.04,8618
21,34819,1.1,25653,1.09,10332
22,35027,1.01,26387,1.03,9556
23,36210,1.03,27167,1.03,9787
24,36074,1,26845,0.99,8905
25,36084,1,26973,1,9255
26,38229,1.06,28532,1.06,10861
27,39843,1.04,30072,1.05,11474
28,39379,0.99,29746,0.99,9958
29,38963,0.99,29390,0.99,9758
30,40898,1.05,30664,1.04,11375
31,39941,0.98,30532,1,10122
2,35861,0,21888,0.71,19
3,34209,0.95,26160,1.2,13093
4,34480,1.01,26297,1.01,8799
5,34818,1.01,26418,1,9067
6,35217,1.01,26599,1.01,9072
7,37349,1.06,27882,1.05,10420
8,35363,0.95,26813,0.96,8327
9,33413,0.94,25723,0.96,7891
10,31862,0.95,24687,0.96,7501
11,30367,0.95,23575,0.95,6911
12,27742,0.91,21819,0.93,5973
13,26665,0.96,20826,0.95,6071
14,27715,1.04,20895,1,6973
15,27813,1,21204,1.01,7394
16,29499,1.06,22172,1.05,8023
17,31335,1.06,23282,1.05,8619
18,32075,1.02,23833,1.02,8634
19,32836,1.02,24659,1.03,9119
20,35152,1.07,26027,1.06,9971
21,36461,1.04,27291,1.05,10335
22,37087,1.02,28016,1.03,9982
23,36503,0.98,28527,1.02,10035
24,36311,0.99,27554,0.97,8456
25,37726,1.04,28134,1.02,9993
26,37057,0.98,27845,0.99,9455
27,36343,0.98,27737,1,9233
28,36994,1.02,27836,1,9321
29,37740,1.02,28104,1.01,9609
30,39003,1.03,28772,1.02,10227
31,38777,0.99,29241,1.02,10411
2,35492,0,21549,0.71,19
3,33952,0.96,25710,1.19,12930
4,34642,1.02,26019,1.01,8944
5,36054,1.04,26804,1.03,9570
6,36437,1.01,27632,1.03,9895
7,36183,0.99,27442,0.99,9254
8,35145,0.97,27188,0.99,8782
9,33150,0.94,25835,0.95,7638
10,31523,0.95,24678,0.96,7338
11,28633,0.91,22536,0.91,5895
12,27547,0.96,21128,0.94,6035
13,27544,1,21088,1,7082
14,27050,0.98,20960,0.99,6813
15,27168,1,20768,0.99,6919
16,29960,1.1,21867,1.05,8190
17,32313,1.08,23847,1.09,9672
18,32489,1.01,24582,1.03,8998
19,33473,1.03,25238,1.03,8969
20,36264,1.08,27176,1.08,10500
21,37265,1.03,27973,1.03,10053
22,38592,1.04,28673,1.03,10281
23,40197,1.04,29423,1.03,10549
24,41015,1.02,30426,1.03,11346
25,41504,1.01,30936,1.02,10868
26,41361,1,31342,1.01,11003
27,39899,0.96,30563,0.98,9704
28,40971,1.03,30728,1.01,10436
29,40604,0.99,31009,1.01,10717
30,40608,1,30459,0.98,9829
31,41186,1.01,30914,1.01,10669
2,37608,0,21404,0.71,21
3,33898,0.9,26455,1.24,14124
4,34772,1.03,26002,0.98,8294
5,36600,1.05,27028,1.04,9878
6,37515,1.02,27528,1.02,9731
7,38285,1.02,28926,1.05,10958
8,37675,0.98,28324,0.98,9281
9,35769,0.95,27847,0.98,9193
10,34295,0.96,26426,0.95,7719
11,32705,0.95,25112,0.95,7303
12,30756,0.94,24045,0.96,7259
13,29053,0.94,22690,0.94,6503
14,29608,1.02,22492,0.99,7446
15,31190,1.05,23050,1.02,8196
16,32301,1.04,24041,1.04,9013
17,33114,1.03,24982,1.04,9109
18,34846,1.05,25923,1.04,9583
19,34458,0.99,25987,1,8895
20,35857,1.04,26533,1.02,9502
21,37233,1.04,27687,1.04,10387
22,37526,1.01,28759,1.04,10624
23,37915,1.01,28552,0.99,9312
24,38687,1.02,28881,1.01,10032
25,38650,1,29199,1.01,10157
26,39228,1.01,29523,1.01,10290
27,40846,1.04,30438,1.03,10939
28,40564,0.99,30396,1,10231
29,40959,1.01,30746,1.01,10686
30,39977,0.98,30526,0.99,10232
31,39481,0.99,29961,0.98,9605
2,36969,0,21974,0.71,24
3,34486,0.93,26393,1.2,13562
4,34556,1,26049,0.99,8440
5,34027,0.98,25990,1,8894
6,34876,1.02,26277,1.01,9009
7,35512,1.02,26555,1.01,9236
8,36735,1.03,27634,1.04,10045
9,35768,0.97,27261,0.99,8901
10,34993,0.98,27002,0.99,8785
11,33967,0.97,25660,0.95,7721
12,32536,0.96,25260,0.98,8383
13,32006,0.98,24315,0.96,7315
14,31106,0.97,24038,0.99,7890
15,31344,1.01,23855,0.99,7721
16,31950,1.02,24089,1.01,8208
17,33530,1.05,25117,1.04,9240
18,34749,1.04,26096,1.04,9506
19,35216,1.01,26754,1.03,9491
20,35678,1.01,27347,1.02,9559
21,36029,1.01,27341,1,9095
22,37519,1.04,27778,1.02,9669
23,38723,1.03,28660,1.03,10339
24,39207,1.01,29421,1.03,10537
25,40631,1.04,30240,1.03,10840
26,39642,0.98,29957,0.99,10037
27,41127,1.04,30246,1.01,10399
28,41164,1,30987,1.02,11058
29,43175,1.05,31366,1.01,11005
30,42753,0.99,32066,1.02,11541
31,43062,1.01,31906,1,10744
2,34491,0,21456,0.71,22
3,33030,0.96,25334,1.18,12403
4,34236,1.04,25921,1.02,9016
5,35725,1.04,26437,1.02,9401
6,37251,1.04,27383,1.04,9999
7,37396,1,27845,1.02,9995
8,36838,0.99,28194,1.01,9650
9,34859,0.95,26549,0.94,7672
10,32999,0.95,25374,0.96,7535
11,31956,0.97,24165,0.95,7198
12,29434,0.92,22981,0.95,6821
13,27964,0.95,21717,0.94,6262
14,27468,0.98,21318,0.98,6837
15,28161,1.03,21232,1,6935
16,29637,1.05,22131,1.04,8030
17,29747,1,22652,1.02,8057
18,31800,1.07,23325,1.03,8543
19,32268,1.01,24044,1.03,8705
20,33733,1.05,25491,1.06,9574
21,35924,1.06,26470,1.04,9707
22,36074,1,27181,1.03,9870
23,37523,1.04,27739,1.02,10033
24,37299,0.99,27967,1.01,9805
25,37047,0.99,28135,1.01,9642
26,37545,1.01,28108,1,9448
27,39353,1.05,28890,1.03,10413
28,39502,1,29588,1.02,10544
29,40843,1.03,30272,1.02,10746
30,42026,1.03,31006,1.02,10977
31,43111,1.03,31576,1.02,11249
2,36851,0,21691,0.71,22
3,34696,0.94,26836,1.24,14168
4,34464,0.99,26060,0.97,8222
5,34603,1,26301,1.01,8875
6,35418,1.02,26263,1,8906
7,37160,1.05,27692,1.05,10463
8,37927,1.02,28685,1.04,10561
9,35853,0.95,27658,0.96,8661
10,34431,0.96,26194,0.95,7751
11,32272,0.94,25339,0.97,7864
12,29804,0.92,23298,0.92,6195
13,29155,0.98,22849,0.98,7108
14,29417,1.01,22028,0.96,6765
15,29511,1,22605,1.03,8166
16,31279,1.06,23049,1.02,8164
17,31067,0.99,23945,1.04,8811
18,32286,1.04,24341,1.02,8468
19,34514,1.07,25660,1.05,9482
20,34868,1.01,26755,1.04,9952
21,36906,1.06,26992,1.01,9216
22,38214,1.04,28361,1.05,10682
23,38556,1.01,28920,1.02,10481
24,37238,0.97,28659,0.99,9497
25,39968,1.07,29476,1.03,10482
26,40853,1.02,30299,1.03,11091
27,41880,1.03,31185,1.03,11208
28,41965,1,31824,1.02,11238
29,43048,1.03,32167,1.01,11130
30,42960,1,31391,0.98,10193
31,42309,0.98,32104,1.02,11569
2,34350,0,21258,0.71,30
3,31492,0.92,24986,1.18,12090
4,34196,1.09,25472,1.02,8817
5,34659,1.01,25936,1.02,9141
6,36027,1.04,26916,1.04,9732
7,37501,1.04,28287,1.05,10568
8,37513,1,28784,1.02,9987
9,35111,0.94,27417,0.95,8110
10,33995,0.97,26126,0.95,7639
11,31414,0.92,24655,0.94,7182
12,29964,0.95,23368,0.95,6843
13,28625,0.96,22526,0.96,6730
14,27916,0.98,21559,0.96,6388
15,29012,1.04,21851,1.01,7462
16,30608,1.06,22620,1.04,8208
17,31099,1.02,23738,1.05,8926
18,31425,1.01,23921,1.01,8093
19,31983,1.02,24185,1.01,8264
20,33686,1.05,25513,1.05,9742
21,35380,1.05,26265,1.03,9439
22,35787,1.01,26919,1.02,9619
23,37326,1.04,27722,1.03,10022
24,39248,1.05,29073,1.05,10798
25,39409,1,29751,1.02,10515
26,41895,1.06,30918,1.04,11388
27,41966,1,31209,1.01,10886
28,41227,0.98,31229,1,10799
29,41889,1.02,31212,1,10477
30,41948,1,31933,1.02,11479
31,42577,1.01,31355,0.98,9945
