Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
2,37005,0,21838,0.71,25
3,34709,0.94,26478,1.21,13689
4,34078,0.98,26071,0.98,8550
5,34693,1.02,26333,1.01,9087
6,33682,0.97,26029,0.99,8411
7,36138,1.07,26373,1.01,9118
8,35915,0.99,26678,1.01,9521
9,35424,0.99,26880,1.01,9251
10,33847,0.96,26615,0.99,8785
11,31263,0.92,24767,0.93,6737
12,29404,0.94,22917,0.93,6213
13,28374,0.96,21857,0.95,6470
14,27861,0.98,21546,0.99,6979
15,28699,1.03,21581,1,7266
16,29237,1.02,22109,1.02,7848
17,29608,1.01,22462,1.02,7805
18,31702,1.07,23705,1.06,8934
19,32011,1.01,24457,1.03,8976
20,33689,1.05,25063,1.02,8760
21,34512,1.02,25976,1.04,9586
22,36110,1.05,26841,1.03,9729
23,37195,1.03,27787,1.04,10022
24,37848,1.02,28170,1.01,9834
25,38507,1.02,29053,1.03,10442
26,39185,1.02,29191,1,10054
27,38121,0.97,29258,1,9817
28,39571,1.04,29156,1,9518
29,39821,1.01,29602,1.02,10393
30,41103,1.03,30496,1.03,11008
31,39553,0.96,30351,1,10170
2,37785,0,21598,0.71,24
3,34865,0.92,26754,1.24,14427
4,35353,1.01,26539,0.99,8830
5,36225,1.02,27438,1.03,9932
6,38609,1.07,28857,1.05,10711
7,38045,0.99,29020,1.01,9896
8,36982,0.97,28351,0.98,9048
9,37056,1,27612,0.97,8739
10,34633,0.93,26715,0.97,8276
11,33074,0.95,25488,0.95,7430
12,31021,0.94,24261,0.95,7268
13,30396,0.98,23223,0.96,6969
14,30989,1.02,23464,1.01,8095
15,31423,1.01,23461,1,7808
16,32731,1.04,24527,1.05,9266
17,34428,1.05,25731,1.05,9499
18,34505,1,26267,1.02,9393
19,34466,1,26254,1,8761
20,36256,1.05,26703,1.02,9317
21,36445,1.01,27384,1.03,10035
22,38971,1.07,29223,1.07,11204
23,38562,0.99,28630,0.98,9324
24,39835,1.03,29880,1.04,11255
25,40812,1.02,29850,1,10197
26,41398,1.01,30674,1.03,10985
27,43614,1.05,32696,1.07,12549
28,43060,0.99,32405,0.99,10751
29,45212,1.05,33344,1.03,11995
30,44806,0.99,33661,1.01,11789
31,45439,1.01,33498,1,11336
2,36905,0,21839,0.71,20
3,33758,0.91,25845,1.18,12888
4,35105,1.04,26422,1.02,9240
5,36617,1.04,27250,1.03,9946
6,35581,0.97,27417,1.01,9332
7,38031,1.07,28172,1.03,9892
8,36786,0.97,28289,1,9750
9,35704,0.97,27084,0.96,8140
10,33015,0.92,25604,0.95,7659
11,30884,0.94,23974,0.94,6813
12,29285,0.95,22638,0.94,6440
13,28983,0.99,22351,0.99,7257
14,29725,1.03,22510,1.01,7535
15,30162,1.01,23093,1.03,8188
16,32200,1.07,24014,1.04,8824
17,32442,1.01,24304,1.01,8498
18,34260,1.06,25104,1.03,9213
19,35151,1.03,26629,1.06,10303
20,35662,1.01,26964,1.01,9384
21,36214,1.02,26870,1,8984
22,37040,1.02,27716,1.03,10049
23,37419,1.01,28128,1.01,9801
24,37273,1,28046,1,9472
25,37274,1,28178,1,9698
26,38633,1.04,28797,1.02,10031
27,38059,0.99,28687,1,9739
28,37357,0.98,28264,0.99,9342
29,38646,1.03,28862,1.02,10177
30,40266,1.04,29835,1.03,10803
31,40985,1.02,30834,1.03,11066
2,37717,0,21514,0.71,30
3,35339,0.94,27140,1.26,14807
4,34453,0.97,26510,0.98,8362
5,34712,1.01,26560,1,8857
6,36735,1.06,27250,1.03,9500
7,39235,1.07,28631,1.05,10758
8,37690,0.96,28893,1.01,10128
9,35933,0.95,27673,0.96,8353
10,34559,0.96,26495,0.96,8067
11,32283,0.93,25211,0.95,7469
12,30134,0.93,23653,0.94,6712
13,29375,0.97,22378,0.95,6539
14,29514,1,22973,1.03,8133
15,29414,1,22694,0.99,7184
16,30422,1.03,23138,1.02,7975
17,32248,1.06,24177,1.04,8911
18,34053,1.06,25729,1.06,9724
19,34951,1.03,26579,1.03,9504
20,37449,1.07,27725,1.04,9869
21,38541,1.03,28920,1.04,10698
22,40194,1.04,30341,1.05,11359
23,41130,1.02,30401,1,10398
24,40737,0.99,30233,0.99,10330
25,41837,1.03,31639,1.05,11939
26,42751,1.02,31772,1,10802
27,44989,1.05,32965,1.04,12122
28,46052,1.02,33938,1.03,12399
29,44381,0.96,33666,0.99,11358
30,44610,1.01,32997,0.98,10594
31,44657,1,33760,1.02,12084
2,35636,0,21256,0.71,27
3,33668,0.94,25653,1.21,13198
4,33799,1,25576,1,8583
5,33794,1,25782,1.01,8889
6,34285,1.01,26136,1.01,9155
7,34459,1.01,25960,0.99,8690
8,35082,1.02,26473,1.02,9302
9,34756,0.99,26833,1.01,9234
10,32087,0.92,25180,0.94,7125
11,30285,0.94,23853,0.95,6915
12,29353,0.97,22697,0.95,6666
13,27794,0.95,21787,0.96,6466
14,28170,1.01,21607,0.99,6869
15,28005,0.99,21184,0.98,6954
16,29343,1.05,22217,1.05,8184
17,30974,1.06,23338,1.05,8645
18,32970,1.06,24464,1.05,9229
19,33979,1.03,25831,1.06,9748
20,33975,1,25467,0.99,8316
21,36044,1.06,26656,1.05,10110
22,38307,1.06,28107,1.05,10734
23,38159,1,28804,1.02,10413
24,39397,1.03,28994,1.01,9849
25,39930,1.01,29894,1.03,10903
26,39680,0.99,29740,0.99,10084
27,40027,1.01,29773,1,10039
28,40525,1.01,30725,1.03,11178
29,42328,1.04,30986,1.01,10514
30,41305,0.98,30910,1,10535
31,41970,1.02,31409,1.02,10944
2,35397,0,21612,0.71,27
3,32862,0.93,25374,1.17,12636
4,33752,1.03,25354,1,8431
5,35219,1.04,26454,1.04,9845
6,36616,1.04,26896,1.02,9660
7,36884,1.01,27641,1.03,9938
8,37234,1.01,28014,1.01,9741
9,34885,0.94,26933,0.96,8389
10,33081,0.95,25431,0.94,7374
11,31226,0.94,24424,0.96,7537
12,29946,0.96,23043,0.94,6644
13,29297,0.98,22462,0.97,7049
14,28300,0.97,21826,0.97,6735
15,28080,0.99,21512,0.99,6967
16,29139,1.04,21984,1.02,7700
17,30674,1.05,22693,1.03,8222
18,30641,1,23397,1.03,8602
19,32052,1.05,23999,1.03,8488
20,33001,1.03,24875,1.04,9175
21,34181,1.04,25859,1.04,9537
22,36374,1.06,27031,1.05,9950
23,36952,1.02,27966,1.03,10086
24,36895,1,28075,1,9542
25,38449,1.04,28415,1.01,9653
26,38614,1,28986,1.02,10206
27,40176,1.04,29796,1.03,10726
28,40506,1.01,30184,1.01,10437
29,41632,1.03,31062,1.03,11190
30,41418,0.99,30959,1,10298
31,40904,0.99,30927,1,10523
2,38577,0,21657,0.71,19
3,36447,0.94,28157,1.3,15712
4,35885,0.98,27335,0.97,8627
5,36454,1.02,27449,1,9294
6,36968,1.01,27896,1.02,9677
7,37897,1.03,28285,1.01,9907
8,38255,1.01,28476,1.01,9802
9,36995,0.97,27911,0.98,9118
10,35186,0.95,26899,0.96,8301
11,33875,0.96,26344,0.98,8253
12,31553,0.93,24452,0.93,6874
13,30221,0.96,23876,0.98,7471
14,30183,1,23052,0.97,6925
15,30100,1,22972,1,7628
16,29960,1,22810,0.99,7696
17,32252,1.08,23825,1.04,8673
18,33470,1.04,25135,1.05,9425
19,35535,1.06,26118,1.04,9697
20,36765,1.03,27262,1.04,10153
21,38178,1.04,28571,1.05,10578
22,39437,1.03,29377,1.03,10463
23,40532,1.03,30030,1.02,10686
24,41164,1.02,30884,1.03,11198
25,41585,1.01,31192,1.01,10762
26,41958,1.01,31513,1.01,10994
27,42704,1.02,31704,1.01,10660
28,43881,1.03,32479,1.02,11626
29,45176,1.03,33095,1.02,11884
30,45476,1.01,33960,1.03,12184
31,45005,0.99,33567,0.99,10972
2,37634,0,21870,0.72,36
3,35763,0.95,27291,1.25,14629
4,36870,1.03,27332,1,9300
5,37405,1.01,28176,1.03,10080
6,37009,0.99,27841,0.99,9212
7,38283,1.03,28405,1.02,10079
8,37438,0.98,28484,1,9675
9,36363,0.97,27846,0.98,8964
10,33576,0.92,26120,0.94,7512
11,31802,0.95,24500,0.94,7073
12,29333,0.92,22961,0.94,6573
13,28400,0.97,22039,0.96,6661
14,28277,1,21540,0.98,6779
15,29647,1.05,22250,1.03,8087
16,30618,1.03,22988,1.03,8250
17,32057,1.05,23889,1.04,8710
18,32120,1,24464,1.02,8672
19,33952,1.06,25378,1.04,9183
20,35246,1.04,26216,1.03,9568
21,36828,1.04,27116,1.03,9980
22,37795,1.03,28203,1.04,10541
23,39669,1.05,29641,1.05,11033
24,39676,1,30052,1.01,10409
25,40409,1.02,30496,1.01,10615
26,41915,1.04,31339,1.03,11209
27,43506,1.04,32281,1.03,11564
28,42720,0.98,32040,0.99,10772
29,43061,1.01,32418,1.01,11352
30,42294,0.98,32106,0.99,10606
31,42808,1.01,32113,1,10802
2,36958,0,21771,0.71,31
3,34905,0.94,26984,1.24,14303
4,36567,1.05,27495,1.02,9451
5,36906,1.01,27793,1.01,9552
6,38396,1.04,29034,1.04,10671
7,38850,1.01,29432,1.01,10239
8,38739,1,29284,0.99,9639
9,35997,0.93,27887,0.95,8274
10,34100,0.95,26492,0.95,7740
11,32080,0.94,24991,0.94,7261
12,30125,0.94,23347,0.93,6463
13,29038,0.96,22306,0.96,6799
14,29331,1.01,21935,0.98,7224
15,29694,1.01,22297,1.02,7930
16,31141,1.05,23315,1.05,8593
17,33402,1.07,24702,1.06,9317
18,32928,0.99,25063,1.01,8981
19,33390,1.01,25204,1.01,8609
20,34699,1.04,25955,1.03,9370
21,36410,1.05,26937,1.04,9919
22,35975,0.99,27480,1.02,9764
23,36519,1.02,27970,1.02,9659
24,39757,1.09,29252,1.05,10752
25,39348,0.99,29947,1.02,10675
26,40538,1.03,30348,1.01,10382
27,41511,1.02,30884,1.02,10930
28,42912,1.03,31653,1.02,11327
29,43746,1.02,32828,1.04,12027
30,45119,1.03,33496,1.02,11847
31,46602,1.03,34864,1.04,13017
2,37242,0,21484,0.71,37
3,35573,0.96,26875,1.25,14487
4,34344,0.97,26289,0.98,8380
5,36393,1.06,26999,1.03,9499
6,35191,0.97,27116,1,9269
7,34871,0.99,26849,0.99,8759
8,35778,1.03,26649,0.99,8618
9,33067,0.92,25767,0.97,8208
10,33362,1.01,25147,0.98,7924
11,31795,0.95,24397,0.97,7756
12,29565,0.93,23168,0.95,6862
13,29014,0.98,22225,0.96,6679
14,29216,1.01,22170,1,7379
15,30063,1.03,22435,1.01,7869
16,30763,1.02,23146,1.03,8455
17,32379,1.05,24068,1.04,8649
18,32754,1.01,24380,1.01,8593
19,35564,1.09,26207,1.07,10274
20,37751,1.06,28133,1.07,10971
21,40912,1.08,29582,1.05,11215
22,40138,0.98,30512,1.03,11203
23,41982,1.05,30787,1.01,10616
24,42739,1.02,31724,1.03,11581
25,43276,1.01,32214,1.02,11403
26,42551,0.98,32076,1,10683
27,44119,1.04,32948,1.03,11661
28,44638,1.01,33164,1.01,11525
29,45933,1.03,34105,1.03,12308
30,45946,1,34565,1.01,11988
31,47720,1.04,34971,1.01,12089
2,37005,0,21860,0.71,27
3,34431,0.93,26359,1.21,13489
4,35360,1.03,26452,1,8952
5,35221,1,26466,1,9036
6,35860,1.02,26743,1.01,9265
7,36903,1.03,27932,1.04,10146
8,37747,1.02,28502,1.02,10023
9,34949,0.93,27425,0.96,8458
10,33394,0.96,25760,0.94,7207
11,31313,0.94,24146,0.94,6761
12,29867,0.95,23056,0.95,7029
13,28461,0.95,21957,0.95,6572
14,27786,0.98,21449,0.98,6811
15,28021,1.01,21413,1,6892
16,27814,0.99,21345,1,7058
17,29916,1.08,22324,1.05,8228
18,32387,1.08,24267,1.09,9561
19,33941,1.05,25459,1.05,9437
20,34773,1.02,26254,1.03,9510
21,35876,1.03,26744,1.02,9434
22,36533,1.02,27292,1.02,9708
23,35222,0.96,27168,1,9034
24,36341,1.03,27522,1.01,9335
25,36749,1.01,27785,1.01,9461
26,38548,1.05,28629,1.03,10201
27,39931,1.04,29313,1.02,10572
28,40109,1,30171,1.03,10858
29,39742,0.99,30403,1.01,10557
30,38530,0.97,29423,0.97,9179
31,38438,1,28965,0.98,9463
2,37535,0,21365,0.71,22
3,34985,0.93,26755,1.25,14632
4,35255,1.01,26620,0.99,8769
5,37432,1.06,27433,1.03,9786
6,38669,1.03,28797,1.05,10839
7,40370,1.04,29595,1.03,10614
8,40209,1,30120,1.02,10804
9,38454,0.96,29465,0.98,9660
10,36770,0.96,27774,0.94,8104
11,34401,0.94,26748,0.96,8150
12,31745,0.92,24781,0.93,6792
13,30154,0.95,23261,0.94,6646
14,29260,0.97,22447,0.97,6903
15,29114,1,22490,1,7499
16,30612,1.05,23310,1.04,8475
17,32528,1.06,23955,1.03,8527
18,33165,1.02,25188,1.05,9529
19,34325,1.03,25894,1.03,9186
20,35058,1.02,26523,1.02,9405
21,36722,1.05,27513,1.04,9896
22,37502,1.02,28006,1.02,9831
23,38305,1.02,28779,1.03,10371
24,39216,1.02,29446,1.02,10519
25,40228,1.03,30214,1.03,10588
26,40877,1.02,30691,1.02,10672
27,41623,1.02,31158,1.02,10852
28,43524,1.05,32194,1.03,11575
29,42529,0.98,31883,0.99,10643
30,41123,0.97,30983,0.97,9766
31,41982,1.02,31261,1.01,10715
2,37326,0,21510,0.71,22
3,34472,0.92,26832,1.25,14454
4,36050,1.05,26629,0.99,8744
5,37207,1.03,27791,1.04,10302
6,38796,1.04,28824,1.04,10577
7,39995,1.03,29783,1.03,10762
8,37996,0.95,29265,0.98,9598
9,36501,0.96,27869,0.95,8245
10,35637,0.98,27128,0.97,8694
11,32992,0.93,25672,0.95,7675
12,31078,0.94,24339,0.95,6909
13,29604,0.95,22874,0.94,6562
14,29700,1,22752,0.99,7425
15,30841,1.04,23042,1.01,7983
16,32386,1.05,24247,1.05,8957
17,33389,1.03,24744,1.02,8803
18,34791,1.04,26141,1.06,9737
19,35779,1.03,26478,1.01,9313
20,38503,1.08,28091,1.06,10737
21,38715,1.01,29001,1.03,10789
22,38402,0.99,29234,1.01,10135
23,38879,1.01,29479,1.01,10242
24,40402,1.04,30228,1.03,10679
25,41326,1.02,30076,0.99,9972
26,39435,0.95,30143,1,10515
27,41470,1.05,31382,1.04,11252
28,41353,1,31270,1,10592
29,40453,0.98,30972,0.99,10088
30,41402,1.02,30745,0.99,10187
31,42808,1.03,31899,1.04,11763
2,38026,0,21601,0.71,17
3,35849,0.94,27475,1.27,15117
4,35789,1,27556,1,9319
5,36026,1.01,26950,0.98,8532
6,37560,1.04,27840,1.03,10026
7,38249,1.02,28661,1.03,10311
8,37406,0.98,28548,1,9437
9,35820,0.96,27714,0.97,8630
10,35616,0.99,26935,0.97,8419
11,34266,0.96,26408,0.98,8460
12,31628,0.92,24582,0.93,6766
13,30896,0.98,23583,0.96,7181
14,30530,0.99,23521,1,7744
15,31341,1.03,23493,1,7744
16,33552,1.07,24705,1.05,9286
17,34106,1.02,25509,1.03,9338
18,33965,1,25835,1.01,8910
19,34823,1.03,25883,1,8675
20,35763,1.03,26749,1.03,9835
21,35536,0.99,26869,1,9228
22,35850,1.01,27289,1.02,9450
23,36022,1,27037,0.99,8812
24,37745,1.05,27904,1.03,10141
25,37487,0.99,28241,1.01,9955
26,36542,0.97,27814,0.98,9205
27,38220,1.05,28363,1.02,9745
28,39947,1.05,29263,1.03,10527
29,39012,0.98,29107,0.99,9954
30,40192,1.03,29421,1.01,10279
31,41893,1.04,30804,1.05,11543
2,37700,0,21751,0.71,24
3,35378,0.94,26977,1.24,14371
4,36052,1.02,27088,1,9034
5,37540,1.04,28066,1.04,10265
6,38898,1.04,28695,1.02,10327
7,38574,0.99,29236,1.02,10439
8,37278,0.97,28804,0.99,9388
9,35441,0.95,27444,0.95,8122
10,34169,0.96,25842,0.94,7498
11,31136,0.91,24519,0.95,7305
12,30337,0.97,23194,0.95,6641
13,29668,0.98,22937,0.99,7546
14,28761,0.97,22168,0.97,6807
15,28990,1.01,22161,1,7349
16,29710,1.02,22377,1.01,7665
17,32415,1.09,23979,1.07,9279
18,34593,1.07,25878,1.08,10181
19,33976,0.98,25783,1,8744
20,37020,1.09,26953,1.05,9964
21,37264,1.01,27735,1.03,10195
22,37479,1.01,28462,1.03,10241
23,39035,1.04,29112,1.02,10255
24,39099,1,29650,1.02,10413
25,40969,1.05,30243,1.02,10573
26,41302,1.01,30837,1.02,10898
27,43330,1.05,31317,1.02,10895
28,43002,0.99,32129,1.03,11775
29,42858,1,32200,1,11036
30,43307,1.01,32855,1.02,11588
31,43869,1.01,32804,1,11148
2,37709,0,21599,0.71,20
3,35266,0.94,26883,1.24,14407
4,35473,1.01,26688,0.99,8849
5,36232,1.02,27311,1.02,9609
6,35827,0.99,27258,1,8937
7,36447,1.02,27273,1,9142
8,36459,1,27276,1,9319
9,35725,0.98,27607,1.01,9612
10,34266,0.96,26389,0.96,7907
11,31296,0.91,24333,0.92,6535
12,28471,0.91,22572,0.93,6105
13,27633,0.97,21602,0.96,6425
14,28847,1.04,21916,1.01,7469
15,29642,1.03,22913,1.05,8433
16,29662,1,22631,0.99,7240
17,30713,1.04,23300,1.03,8157
18,31996,1.04,23820,1.02,8462
19,33639,1.05,24633,1.03,9045
20,34166,1.02,25907,1.05,9867
21,34578,1.01,26066,1.01,8939
22,34681,1,26315,1.01,9178
23,35661,1.03,26802,1.02,9313
24,36367,1.02,27521,1.03,9850
25,38567,1.06,28340,1.03,10120
26,39510,1.02,29147,1.03,10559
27,39226,0.99,29422,1.01,10221
28,41392,1.06,31182,1.06,11771
29,41884,1.01,31778,1.02,11079
30,41768,1,31990,1.01,10821
31,42377,1.01,31627,0.99,10284
2,35518,0,21626,0.71,30
3,33435,0.94,25462,1.18,12487
4,35443,1.06,26173,1.03,9359
5,35705,1.01,27176,1.04,9974
6,35935,1.01,26938,0.99,8851
7,35474,0.99,27051,1,9245
8,35007,0.99,26353,0.97,8283
9,33845,0.97,25828,0.98,8487
10,31621,0.93,24435,0.95,7127
11,29953,0.95,23264,0.95,7002
12,27746,0.93,21726,0.93,6012
13,26587,0.96,20631,0.95,6157
14,26253,0.99,20061,0.97,6142
15,26562,1.01,20325,1.01,6870
16,26903,1.01,20375,1,6859
17,28792,1.07,21615,1.06,8192
18,30009,1.04,22644,1.05,8425
19,29574,0.99,22595,1,7523
20,31833,1.08,23785,1.05,8862
21,33240,1.04,24756,1.04,9029
22,34520,1.04,26329,1.06,10139
23,35845,1.04,26937,1.02,9518
24,35492,0.99,26753,0.99,8930
25,37016,1.04,27459,1.03,9753
26,38233,1.03,28360,1.03,10430
27,39968,1.05,29693,1.05,10969
28,39482,0.99,30213,1.02,10669
29,40005,1.01,29873,0.99,9709
30,41110,1.03,30276,1.01,10602
31,42169,1.03,30766,1.02,10889
2,36876,0,21612,0.71,29
3,33757,0.92,26386,1.22,13626
4,34380,1.02,26128,0.99,8677
5,34735,1.01,26254,1,8970
6,35248,1.01,26446,1.01,9223
7,36244,1.03,27118,1.03,9629
8,33833,0.93,26159,0.96,8145
9,32627,0.96,25366,0.97,7807
10,31508,0.97,24498,0.97,7461
11,29180,0.93,23034,0.94,6466
12,28422,0.97,21952,0.95,6470
13,27887,0.98,21179,0.96,6433
14,27680,0.99,21207,1,7134
15,27880,1.01,21412,1.01,7235
16,29481,1.06,22059,1.03,7820
17,29534,1,22506,1.02,8138
18,31528,1.07,23489,1.04,8676
19,32913,1.04,24761,1.05,9337
20,34772,1.06,25533,1.03,9415
21,36541,1.05,27046,1.06,10350
22,38873,1.06,28573,1.06,10855
23,39521,1.02,29805,1.04,11112
24,41086,1.04,30777,1.03,11013
25,43852,1.07,32105,1.04,11736
26,43179,0.98,32464,1.01,11493
27,42406,0.98,31912,0.98,10607
28,43291,1.02,32517,1.02,11532
29,43953,1.02,32672,1,11299
30,43419,0.99,32364,0.99,10744
31,43059,0.99,32233,1,10829
2,36187,0,21921,0.71,28
3,33545,0.93,25631,1.17,12591
4,34359,1.02,25797,1.01,8654
5,33755,0.98,25985,1.01,8915
6,35554,1.05,26178,1.01,8914
7,35384,1,26756,1.02,9539
8,35106,0.99,26830,1,8829
9,32439,0.92,25220,0.94,7394
10,30594,0.94,23881,0.95,6939
11,29352,0.96,23022,0.96,6950
12,27589,0.94,21443,0.93,5890
13,27128,0.98,20700,0.97,6344
14,26963,0.99,20866,1.01,7042
15,26794,0.99,20650,0.99,6696
16,28950,1.08,21302,1.03,7483
17,30099,1.04,22936,1.08,9066
18,31181,1.04,23559,1.03,8433
19,32393,1.04,24094,1.02,8564
20,32682,1.01,25000,1.04,9056
21,35596,1.09,26038,1.04,9650
22,35509,1,27076,1.04,9926
23,36545,1.03,27791,1.03,9894
24,37692,1.03,28403,1.02,9944
25,38493,1.02,29221,1.03,10522
26,37672,0.98,28675,0.98,9217
27,37988,1.01,28198,0.98,9145
28,39208,1.03,28771,1.02,10320
29,39992,1.02,30027,1.04,11221
30,41676,1.04,31351,1.04,11570
31,41886,1.01,31235,1,10604
2,36142,0,21463,0.71,16
3,34518,0.96,26617,1.24,14103
4,35706,1.03,26483,0.99,8698
5,36417,1.02,27290,1.03,9855
6,36207,0.99,27670,1.01,9765
7,36962,1.02,27957,1.01,9587
8,37571,1.02,28392,1.02,9831
9,35450,0.94,27592,0.97,8648
10,33757,0.95,26216,0.95,7742
11,31902,0.95,24728,0.94,7082
12,29654,0.93,23222,0.94,6527
13,28936,0.98,22549,0.97,6983
14,29460,1.02,22621,1,7523
15,29109,0.99,22152,0.98,7089
16,29168,1,22542,1.02,7908
17,31128,1.07,23112,1.03,8142
18,32506,1.04,24519,1.06,9326
19,34071,1.05,25174,1.03,9061
20,33871,0.99,25928,1.03,9350
21,35308,1.04,26818,1.03,9601
22,36768,1.04,27558,1.03,9791
23,38825,1.06,28657,1.04,10403
24,39123,1.01,29450,1.03,10558
25,39725,1.02,29905,1.02,10505
26,40364,1.02,30148,1.01,10523
27,40624,1.01,30345,1.01,10324
28,42229,1.04,31191,1.03,11204
29,41374,0.98,31238,1,10766
30,41931,1.01,31580,1.01,11071
31,43322,1.03,31941,1.01,10951
2,37734,0,21501,0.71,27
3,34619,0.92,26501,1.23,14073
4,35492,1.03,26684,1.01,8905
5,36395,1.03,27194,1.02,9709
6,36402,1,27493,1.01,9572
7,38951,1.07,29184,1.06,10863
8,39945,1.03,29511,1.01,10105
9,38004,0.95,29403,1,10004
10,35142,0.92,27509,0.94,7699
11,34106,0.97,26171,0.95,7674
12,31078,0.91,24396,0.93,6810
13,29737,0.96,23124,0.95,6615
14,29521,0.99,22690,0.98,7373
15,29401,1,22332,0.98,7287
16,30510,1.04,22595,1.01,7872
17,31852,1.04,23773,1.05,8920
18,31554,0.99,24069,1.01,8439
19,32493,1.03,24283,1.01,8272
20,33197,1.02,25113,1.03,9104
21,34270,1.03,25828,1.03,9364
22,36022,1.05,26857,1.04,9814
23,35902,1,27134,1.01,9544
24,36425,1.01,27325,1.01,9507
25,37560,1.03,27764,1.02,9716
26,38421,1.02,28748,1.04,10657
27,38293,1,28883,1,9904
28,38076,0.99,28830,1,9741
29,38573,1.01,29302,1.02,10063
30,37630,0.98,28712,0.98,9300
31,37728,1,28479,0.99,9276
2,37312,0,21618,0.71,23
3,34260,0.92,26355,1.22,13916
4,35210,1.03,26486,1,9018
5,35419,1.01,26631,1.01,9204
6,37129,1.05,27638,1.04,10054
7,36208,0.98,27425,0.99,9298
8,35310,0.98,26852,0.98,8718
9,34228,0.97,26495,0.99,8683
10,32656,0.95,25403,0.96,7582
11,30021,0.92,23700,0.93,6482
12,27444,0.91,22021,0.93,5880
13,26201,0.95,20471,0.93,5524
14,26729,1.02,20391,1,6617
15,27249,1.02,20533,1.01,6948
16,28951,1.06,21584,1.05,7990
17,30277,1.05,22735,1.05,8511
18,32687,1.08,23825,1.05,8867
19,33434,1.02,24904,1.05,9427
20,32914,0.98,25157,1.01,8935
21,33356,1.01,25421,1.01,8625
22,36076,1.08,26539,1.04,9790
23,38039,1.05,28452,1.07,11081
24,38308,1.01,28844,1.01,9954
25,39876,1.04,29344,1.02,10334
26,39584,0.99,29845,1.02,10581
27,39658,1,29434,0.99,9724
28,41861,1.06,30868,1.05,11493
29,41874,1,31525,1.02,11214
30,40515,0.97,31108,0.99,10223
31,41595,1.03,30725,0.99,10048
2,38555,0,21889,0.71,29
3,35070,0.91,27081,1.24,14578
4,35092,1,26617,0.98,8747
5,36926,1.05,27250,1.02,9690
6,38388,1.04,28530,1.05,10684
7,39906,1.04,29630,1.04,10929
8,39229,0.98,29558,1,10119
9,38586,0.98,29136,0.99,9449
10,37175,0.96,28442,0.98,9080
11,34253,0.92,26755,0.94,7820
12,30999,0.91,24463,0.91,6284
13,30028,0.97,23383,0.96,6828
14,30018,1,22987,0.98,7326
15,30766,1.02,23192,1.01,7961
16,32705,1.06,24303,1.05,8960
17,33398,1.02,25264,1.04,9380
18,33258,1,25705,1.02,9044
19,35161,1.06,26152,1.02,9096
20,35628,1.01,26852,1.03,9637
21,36624,1.03,27288,1.02,9474
22,37125,1.01,28227,1.03,10318
23,38129,1.03,28805,1.02,10216
24,39842,1.04,29268,1.02,10186
25,39669,1,29781,1.02,10576
26,40122,1.01,30287,1.02,10475
27,40669,1.01,30023,0.99,10135
28,40045,0.98,30290,1.01,10443
29,40685,1.02,30155,1,10228
30,41914,1.03,31045,1.03,11102
31,41522,0.99,31781,1.02,11444
2,35639,0,21370,0.71,34
3,33918,0.95,26246,1.23,13692
4,35626,1.05,26489,1.01,9121
5,36974,1.04,27424,1.04,10034
6,37693,1.02,28111,1.03,10056
7,38338,1.02,28520,1.01,9892
8,37046,0.97,28650,1,9988
9,34788,0.94,27429,0.96,8032
10,33725,0.97,25738,0.94,7161
11,31252,0.93,24627,0.96,7388
12,29972,0.96,22930,0.93,6384
13,28342,0.95,22249,0.97,6875
14,29182,1.03,21771,0.98,6868
15,28402,0.97,21964,1.01,7482
16,29112,1.02,22094,1.01,7499
17,30410,1.04,22814,1.03,8252
18,31904,1.05,23576,1.03,8428
19,33769,1.06,24843,1.05,9380
20,34834,1.03,26157,1.05,10034
21,35826,1.03,26741,1.02,9484
22,37789,1.05,27833,1.04,10327
23,39742,1.05,29690,1.07,11348
24,39265,0.99,29325,0.99,9664
25,39900,1.02,29872,1.02,10641
26,40861,1.02,30255,1.01,10561
27,41271,1.01,30789,1.02,11060
28,42914,1.04,31453,1.02,11095
29,43856,1.02,32680,1.04,12112
30,44486,1.01,32716,1,11175
31,43672,0.98,33110,1.01,11687
2,35363,0,21503,0.71,24
3,33633,0.95,25855,1.2,12902
4,34094,1.01,25744,1,8538
5,35581,1.04,26361,1.02,9421
6,37034,1.04,27432,1.04,10126
7,38430,1.04,28389,1.03,10547
8,37282,0.97,28149,0.99,9594
9,36510,0.98,27876,0.99,9194
10,34261,0.94,26348,0.95,7763
11,32845,0.96,25618,0.97,7936
12,30909,0.94,24197,0.94,7059
13,29301,0.95,22682,0.94,6315
14,29135,0.99,22104,0.97,6946
15,28772,0.99,22247,1.01,7677
16,29942,1.04,22307,1,7556
17,30406,1.02,23030,1.03,8470
18,31689,1.04,23566,1.02,8280
19,32768,1.03,24823,1.05,9288
20,36050,1.1,26825,1.08,10324
21,38110,1.06,28160,1.05,10641
22,39712,1.04,29210,1.04,10554
23,39691,1,30264,1.04,11312
24,42829,1.08,31312,1.03,11303
25,43849,1.02,32779,1.05,12232
26,45383,1.03,33758,1.03,12305
27,45250,1,33974,1.01,11610
28,45998,1.02,34988,1.03,12613
29,46359,1.01,34834,1,11622
30,47358,1.02,34864,1,11800
31,47397,1,35769,1.03,12894
2,36312,0,21514,0.71,18
3,35108,0.97,26780,1.24,14247
4,35494,1.01,26476,0.99,8643
