Year,pre-breeding-pop,lambda-pb,adult-pop,lambda,new-adults
2,37503,0,21351,0.7,0
3,34602,0.92,26550,1.24,14536
4,34766,1,26357,0.99,8847
5,35196,1.01,26340,1,9123
6,36071,1.02,27045,1.03,9862
7,36751,1.02,27630,1.02,10069
8,36703,1,27712,1,9612
9,37917,1.03,27657,1,9700
10,37662,0.99,27972,1.01,10152
11,38270,1.02,28643,1.02,10557
12,37704,0.99,28405,0.99,9642
13,38857,1.03,28337,1,9668
14,40564,1.04,30131,1.06,12019
15,38829,0.96,29475,0.98,9904
16,39726,1.02,29317,0.99,10008
17,38393,0.97,28971,0.99,9799
18,38861,1.01,28934,1,9802
19,38565,0.99,29284,1.01,10495
20,41140,1.07,30015,1.02,10813
21,41127,1,30705,1.02,11236
22,40025,0.97,29658,0.97,9601
23,40405,1.01,29947,1.01,10553
24,41836,1.04,31098,1.04,11631
25,42073,1.01,30982,1,10680
26,42836,1.02,31194,1.01,11107
27,42078,0.98,31649,1.01,11477
28,41105,0.98,30457,0.96,9696
29,43173,1.05,31548,1.04,11850
30,40758,0.94,31065,0.98,10587
31,41742,1.02,30654,0.99,10086
2,38344,0,21440,0.7,0
3,35630,0.93,27098,1.26,15182
4,37232,1.04,27809,1.03,9922
5,36934,0.99,28076,1.01,9939
6,37042,1,27847,0.99,9384
7,37158,1,28164,1.01,9960
8,37561,1.01,28223,1,9894
9,38602,1.03,28418,1.01,10003
10,38602,1,28289,1,9816
11,38951,1.01,29436,1.04,11342
12,40740,1.05,30184,1.03,10824
13,40772,1,29983,0.99,10330
14,40968,1,30549,1.02,10947
15,41991,1.02,31217,1.02,11376
16,43170,1.03,31747,1.02,11551
17,43887,1.02,32742,1.03,12329
18,44628,1.02,32704,1,11356
19,45767,1.03,33289,1.02,12043
20,45222,0.99,33850,1.02,12520
21,46314,1.02,33981,1,11794
22,45362,0.98,34280,1.01,12220
23,45976,1.01,34123,1,11606
24,46425,1.01,34591,1.01,12314
25,46932,1.01,34730,1,12226
26,46214,0.98,34266,0.99,11629
27,46408,1,34219,1,11882
28,45534,0.98,34526,1.01,12152
29,44130,0.97,33274,0.96,10537
30,43708,0.99,32626,0.98,10657
31,43159,0.99,32310,0.99,11072
2,37906,0,21602,0.71,0
3,34433,0.91,26654,1.23,14496
4,34072,0.99,25434,0.95,7794
5,34617,1.02,25907,1.02,9374
6,35120,1.01,26571,1.03,9675
7,36195,1.03,26775,1.01,9394
8,36905,1.02,27416,1.02,10309
9,38003,1.03,28323,1.03,10520
10,37656,0.99,28503,1.01,10183
11,37939,1.01,28318,0.99,9640
12,37365,0.98,28277,1,9845
13,37952,1.02,28297,1,9720
14,40311,1.06,29525,1.04,11167
15,40685,1.01,30497,1.03,11215
16,42984,1.06,31373,1.03,11414
17,41362,0.96,31688,1.01,11493
18,42642,1.03,31363,0.99,10531
19,42162,0.99,31460,1,11050
20,42695,1.01,31726,1.01,11043
21,44740,1.05,32972,1.04,12494
22,43293,0.97,32419,0.98,10913
23,43217,1,32051,0.99,10791
24,43358,1,31952,1,11107
25,43545,1,31974,1,11111
26,44258,1.02,32953,1.03,12364
27,42396,0.96,32211,0.98,10497
28,42367,1,31913,0.99,10756
29,42774,1.01,31633,0.99,10656
30,43326,1.01,31976,1.01,11340
31,44176,1.02,32586,1.02,11833
2,37745,0,21056,0.7,0
3,35922,0.95,26914,1.28,15191
4,35109,0.98,26716,0.99,9144
5,36270,1.03,27126,1.02,9622
6,35726,0.99,26978,0.99,9217
7,36160,1.01,27085,1,9495
8,36485,1.01,26958,1,9170
9,37237,1.02,27756,1.03,10266
10,37484,1.01,28462,1.03,10343
11,39428,1.05,29033,1.02,10418
12,38556,0.98,29128,1,10244
13,38955,1.01,29150,1,10120
14,39130,1,29024,1,10010
15,38999,1,29234,1.01,10287
16,39566,1.01,29347,1,10368
17,39868,1.01,29801,1.02,10722
18,40337,1.01,29734,1,10324
19,41927,1.04,30431,1.02,11380
20,40782,0.97,30734,1.01,10986
21,41962,1.03,30943,1.01,10927
22,42701,1.02,31718,1.03,11613
23,42136,0.99,31521,0.99,10804
24,41068,0.97,30726,0.97,10216
25,41368,1.01,30762,1,10795
26,42647,1.03,31641,1.03,11558
27,42650,1,31961,1.01,11352
28,42950,1.01,31723,0.99,10806
29,42236,0.98,31920,1.01,11159
30,42261,1,31366,0.98,10564
31,41329,0.98,31074,0.99,10539
2,36899,0,21322,0.7,0
3,33716,0.91,25894,1.21,13607
4,35577,1.06,26153,1.01,9195
5,35721,1,26729,1.02,9755
6,36307,1.02,26967,1.01,9745
7,35634,0.98,27289,1.01,9549
8,36328,1.02,27447,1.01,9578
9,37143,1.02,27306,0.99,9321
10,38164,1.03,28333,1.04,10738
11,39032,1.02,29159,1.03,10710
12,39904,1.02,29228,1,10259
13,38566,0.97,29099,1,10242
14,40061,1.04,29812,1.02,10826
15,40970,1.02,30324,1.02,11076
16,40030,0.98,30015,0.99,10191
17,40532,1.01,30612,1.02,10972
18,39560,0.98,30148,0.98,10012
19,39761,1.01,29431,0.98,9723
20,40225,1.01,30151,1.02,11080
21,40222,1,30339,1.01,10592
22,42411,1.05,31712,1.05,11919
23,42569,1,31542,0.99,10859
24,41857,0.98,30940,0.98,10430
25,42169,1.01,30869,1,10808
26,43716,1.04,32505,1.05,12489
27,45182,1.03,33326,1.03,12189
28,45637,1.01,33381,1,11580
29,45472,1,34081,1.02,12384
30,44756,0.98,33592,0.99,11238
31,45339,1.01,33555,1,11583
2,38144,0,21575,0.7,0
3,36075,0.95,27493,1.27,15377
4,37598,1.04,27584,1,9572
5,35758,0.95,27459,1,9552
6,36887,1.03,27694,1.01,9698
7,35879,0.97,27478,0.99,9310
8,36742,1.02,27632,1.01,9639
9,38306,1.04,27791,1.01,9720
10,37351,0.98,27804,1,10055
11,39604,1.06,29321,1.05,11345
12,39506,1,29341,1,10113
13,38945,0.99,29170,0.99,10024
14,38267,0.98,28665,0.98,9560
15,38192,1,28689,1,9969
16,38147,1,29079,1.01,10388
17,39060,1.02,29112,1,10044
18,38378,0.98,29529,1.01,10446
19,39245,1.02,29443,1,9963
20,40499,1.03,29770,1.01,10530
21,40736,1.01,30333,1.02,10958
22,41370,1.02,30847,1.02,11099
23,40825,0.99,30530,0.99,10392
24,40920,1,30426,1,10571
25,41420,1.01,30391,1,10503
26,41050,0.99,30652,1.01,10820
27,42107,1.03,31566,1.03,11763
28,41743,0.99,31423,1,10828
29,42257,1.01,31558,1,10855
30,41594,0.98,31042,0.98,10420
31,42168,1.01,31483,1.01,11243
2,38483,0,21505,0.7,0
3,36264,0.94,27047,1.26,14978
4,36771,1.01,27358,1.01,9857
5,36342,0.99,27542,1.01,9752
6,38714,1.07,27918,1.01,10165
7,39370,1.02,29450,1.05,11622
8,38591,0.98,28976,0.98,9549
9,38552,1,29005,1,10077
10,37676,0.98,28610,0.99,9672
11,37942,1.01,28707,1,9770
12,38767,1.02,28965,1.01,10110
13,38142,0.98,28782,0.99,9913
14,38690,1.01,28875,1,10129
15,38703,1,29098,1.01,10211
16,40086,1.04,30080,1.03,11226
17,39094,0.98,29342,0.98,9583
18,40539,1.04,30120,1.03,11187
19,39836,0.98,29759,0.99,10151
20,40581,1.02,30385,1.02,10892
21,39876,0.98,29981,0.99,10186
22,41225,1.03,30582,1.02,11010
23,40702,0.99,30270,0.99,10410
24,41428,1.02,30692,1.01,10925
25,41495,1,30871,1.01,10871
26,42262,1.02,31380,1.02,11282
27,42499,1.01,31677,1.01,11096
28,41949,0.99,31301,0.99,10630
29,44062,1.05,32346,1.03,11965
30,44637,1.01,33077,1.02,12142
31,44529,1,33214,1,11674
2,36869,0,21030,0.7,0
3,33958,0.92,25882,1.23,13974
4,33738,0.99,25427,0.98,8347
5,33623,1,25164,0.99,8518
6,36325,1.08,26661,1.06,10464
7,36247,1,27075,1.02,9997
8,36961,1.02,27527,1.02,9853
9,37536,1.02,28140,1.02,10237
10,38015,1.01,28254,1,9786
11,39317,1.03,29163,1.03,10868
12,40205,1.02,30114,1.03,11148
13,41429,1.03,30264,1,10570
14,40490,0.98,30287,1,10550
15,40089,0.99,30158,1,10423
16,40962,1.02,30515,1.01,10647
17,41202,1.01,30782,1.01,11079
18,41607,1.01,31333,1.02,11456
19,40526,0.97,30185,0.96,9464
20,41438,1.02,30954,1.03,11331
21,42345,1.02,31375,1.01,11016
22,42773,1.01,31725,1.01,11322
23,42606,1,32096,1.01,11386
24,41500,0.97,31320,0.98,10295
25,41694,1,31441,1,10979
26,40990,0.98,30537,0.97,9865
27,41598,1.01,30846,1.01,10699
28,40996,0.99,30666,0.99,10664
29,41960,1.02,31072,1.01,11151
30,40262,0.96,30617,0.99,10353
31,40150,1,30168,0.99,10154
2,36757,0,21309,0.7,0
3,33602,0.91,26134,1.23,13874
4,34705,1.03,25630,0.98,8395
5,36133,1.04,26942,1.05,10376
6,35291,0.98,26865,1,9372
7,35848,1.02,26564,0.99,9037
8,35885,1,26969,1.02,9661
9,37709,1.05,27503,1.02,10053
10,36736,0.97,27684,1.01,9933
11,37568,1.02,28087,1.01,9901
12,37280,0.99,27972,1,9657
13,37911,1.02,28208,1.01,9900
14,37600,0.99,28264,1,9724
15,39353,1.05,28891,1.02,10480
16,40192,1.02,29664,1.03,10944
17,40476,1.01,29988,1.01,10850
18,40771,1.01,30437,1.01,10875
19,41282,1.01,30953,1.02,11153
20,40549,0.98,30684,0.99,10471
21,39705,0.98,30130,0.98,10102
22,41411,1.04,30239,1,10444
23,40982,0.99,30891,1.02,11353
24,42534,1.04,31447,1.02,11124
25,42841,1.01,32241,1.03,11803
26,44916,1.05,32971,1.02,12030
27,44914,1,33944,1.03,12506
28,43832,0.98,32971,0.97,10476
29,43360,0.99,31964,0.97,10352
30,43799,1.01,32781,1.03,11940
31,44011,1,32471,0.99,10895
2,35994,0,21433,0.71,0
3,32640,0.91,25092,1.17,12688
4,33318,1.02,24720,0.99,8274
5,33561,1.01,25011,1.01,9015
6,34065,1.02,25564,1.02,9404
7,34108,1,25719,1.01,8964
8,34192,1,25654,1,8864
9,34519,1.01,25682,1,8872
10,35047,1.02,26480,1.03,9721
11,36848,1.05,27175,1.03,10063
12,36214,0.98,27435,1.01,9820
13,36458,1.01,27477,1,9453
14,37321,1.02,27869,1.01,9957
15,38114,1.02,28199,1.01,10124
16,38167,1,28743,1.02,10517
17,38854,1.02,29027,1.01,10105
18,41132,1.06,30437,1.05,11531
19,41429,1.01,31101,1.02,11258
20,41685,1.01,31103,1,10853
21,41356,0.99,31067,1,10603
22,40528,0.98,30593,0.98,10283
23,41114,1.01,30275,0.99,10414
24,40933,1,30706,1.01,11191
25,42160,1.03,31212,1.02,11069
26,40610,0.96,30912,0.99,10662
27,41703,1.03,31480,1.02,11168
28,40354,0.97,30845,0.98,10121
29,40807,1.01,30342,0.98,9983
30,41477,1.02,30731,1.01,10854
31,43273,1.04,31127,1.01,11241
2,36601,0,21449,0.7,0
3,33784,0.92,26024,1.21,13651
4,33293,0.99,25368,0.97,8229
5,33393,1,24963,0.98,8297
6,33187,0.99,25003,1,8792
7,34246,1.03,25639,1.03,9300
8,35006,1.02,26411,1.03,9821
9,35290,1.01,26330,1,8985
10,37036,1.05,27465,1.04,10443
11,38971,1.05,28664,1.04,10900
12,38243,0.98,28737,1,10059
13,39388,1.03,29241,1.02,10525
14,39914,1.01,29660,1.01,10622
15,40215,1.01,30294,1.02,11130
16,40474,1.01,30152,1,10340
17,41329,1.02,30471,1.01,10742
18,41879,1.01,30927,1.01,11185
19,43740,1.04,32559,1.05,12314
20,44529,1.02,33113,1.02,12005
21,46031,1.03,34375,1.04,12835
22,45733,0.99,34122,0.99,11619
23,46409,1.01,34187,1,11984
24,46781,1.01,34650,1.01,12423
25,45871,0.98,34527,1,11889
26,45813,1,34557,1,11906
27,46832,1.02,34807,1.01,11994
28,44769,0.96,34366,0.99,11686
29,45281,1.01,33642,0.98,10986
30,44836,0.99,33608,1,11624
31,46366,1.03,34304,1.02,12375
2,36456,0,21644,0.71,0
3,34194,0.94,26137,1.21,13551
4,34664,1.01,25923,0.99,8871
5,35136,1.01,26550,1.02,9617
6,35164,1,25930,0.98,8648
7,35438,1.01,26447,1.02,9627
8,35698,1.01,26814,1.01,9671
9,36646,1.03,27312,1.02,9874
10,38084,1.04,28055,1.03,10342
11,38797,1.02,28909,1.03,10771
12,40333,1.04,30001,1.04,11175
13,41518,1.03,30566,1.02,11023
14,41497,1,30947,1.01,11190
15,42651,1.03,31818,1.03,11655
16,43645,1.02,32253,1.01,11487
17,43449,1,32169,1,11343
18,41999,0.97,31921,0.99,10810
19,41383,0.99,30919,0.97,9989
20,41973,1.01,31234,1.01,11034
21,42066,1,31491,1.01,11088
22,42465,1.01,31294,0.99,10760
23,40916,0.96,31171,1,10867
24,41312,1.01,30516,0.98,9954
25,41542,1.01,31014,1.02,11360
26,41869,1.01,31500,1.02,11123
27,42368,1.01,31237,0.99,10673
28,41139,0.97,30944,0.99,10488
29,40324,0.98,30576,0.99,10285
30,41106,1.02,30395,0.99,10401
31,40667,0.99,30207,0.99,10474
2,35853,0,21442,0.7,0
3,33148,0.92,25445,1.19,13033
4,33726,1.02,25501,1,8746
5,33848,1,25265,0.99,8442
6,35300,1.04,26060,1.03,9754
7,35897,1.02,27143,1.04,10151
8,38166,1.06,28079,1.03,10300
9,39483,1.03,29041,1.03,10984
10,38122,0.97,28750,0.99,9997
11,39481,1.04,29506,1.03,10844
12,38975,0.99,29526,1,10143
13,39540,1.01,29749,1.01,10304
14,40011,1.01,29777,1,10224
15,39207,0.98,29031,0.97,9632
16,39350,1,29555,1.02,10703
17,38469,0.98,29053,0.98,9738
18,39129,1.02,29005,1,10053
19,41196,1.05,30455,1.05,11668
20,41805,1.01,31062,1.02,11280
21,41879,1,31244,1.01,11078
22,40899,0.98,30728,0.98,10299
23,39848,0.97,29831,0.97,9709
24,40843,1.02,30269,1.01,11028
25,41165,1.01,30058,0.99,10355
26,40064,0.97,30608,1.02,11168
27,40528,1.01,30259,0.99,10264
28,40305,0.99,30546,1.01,10711
29,41616,1.03,30618,1,10551
30,40978,0.98,30450,0.99,10614
31,40184,0.98,30602,1,10809
2,34103,0,20922,0.7,0
3,32834,0.96,25186,1.2,12756
4,34045,1.04,25077,1,8562
5,35706,1.05,26492,1.06,10333
6,36703,1.03,27269,1.03,10001
7,36783,1,27613,1.01,9844
8,37067,1.01,27832,1.01,9699
9,36512,0.99,27663,0.99,9426
10,36377,1,27040,0.98,8794
11,37509,1.03,28231,1.04,10696
12,39002,1.04,28809,1.02,10481
13,38917,1,29100,1.01,10257
14,38491,0.99,29129,1,10121
15,38993,1.01,29007,1,9895
16,39284,1.01,29255,1.01,10387
17,41414,1.05,29806,1.02,10917
18,40699,0.98,30227,1.01,11054
19,41244,1.01,30539,1.01,10828
20,42659,1.03,31540,1.03,11796
21,41404,0.97,31050,0.98,10537
22,41490,1,30705,0.99,10403
23,41153,0.99,30772,1,10873
24,41444,1.01,30801,1,10649
25,41458,1,30811,1,10626
26,42144,1.02,31133,1.01,11121
27,41239,0.98,31075,1,10751
28,41426,1,30864,0.99,10551
29,41436,1,30909,1,10711
30,42739,1.03,31390,1.02,11217
31,42980,1.01,31724,1.01,11289
2,35977,0,21597,0.7,0
3,34417,0.96,26092,1.21,13460
4,35770,1.04,26451,1.01,9354
5,36860,1.03,27026,1.02,9839
6,37085,1.01,27705,1.03,10292
7,38156,1.03,28144,1.02,10172
8,38905,1.02,28696,1.02,10554
9,38682,0.99,28934,1.01,10384
10,37947,0.98,28630,0.99,9726
11,38237,1.01,28438,0.99,9616
12,38119,1,28511,1,9934
13,37165,0.97,28412,1,9499
14,37543,1.01,28186,0.99,9577
15,37632,1,27956,0.99,9524
16,37486,1,27914,1,9649
17,39658,1.06,28900,1.04,10812
18,39199,0.99,29285,1.01,10580
19,39033,1,29124,0.99,10009
20,38836,0.99,29328,1.01,10201
21,40132,1.03,29862,1.02,10549
22,41488,1.03,30478,1.02,10964
23,41648,1,31082,1.02,11265
24,40831,0.98,30695,0.99,10424
25,39669,0.97,30071,0.98,9990
26,38444,0.97,29114,0.97,9313
27,38454,1,28938,0.99,9895
28,40007,1.04,30334,1.05,11585
29,39637,0.99,29330,0.97,9473
30,39914,1.01,30041,1.02,11072
31,41262,1.03,30644,1.02,10952
2,36376,0,21183,0.7,0
3,33792,0.93,25508,1.2,13463
4,35384,1.05,26780,1.05,10357
5,35481,1,26775,1,9162
6,36627,1.03,26912,1.01,9553
7,38532,1.05,28177,1.05,10725
8,37195,0.97,28111,1,9974
9,36723,0.99,27426,0.98,8982
10,36550,1,27875,1.02,10021
11,36778,1.01,27703,0.99,9391
12,38074,1.04,28205,1.02,10204
13,38786,1.02,29438,1.04,11008
14,39426,1.02,29492,1,10073
15,39424,1,29339,0.99,10129
16,38680,0.98,29063,0.99,9853
17,39833,1.03,28873,0.99,9762
18,40322,1.01,30125,1.04,11522
19,39910,0.99,29834,0.99,10141
20,41123,1.03,30781,1.03,11569
21,39839,0.97,30387,0.99,10237
22,40447,1.02,29572,0.97,9747
23,41243,1.02,30727,1.04,11615
24,41461,1.01,30774,1,10527
25,41039,0.99,30883,1,10724
26,42155,1.03,31218,1.01,11038
27,43597,1.03,32616,1.04,12223
28,43029,0.99,32006,0.98,10572
29,42159,0.98,31861,1,11056
30,41730,0.99,31112,0.98,10294
31,42035,1.01,31479,1.01,11163
2,38398,0,21002,0.7,0
3,35718,0.93,27421,1.31,15982
4,34256,0.96,26177,0.95,8070
5,36403,1.06,26662,1.02,9667
6,36410,1,27220,1.02,9912
7,36023,0.99,27497,1.01,9804
8,36548,1.01,27063,0.98,8947
9,39222,1.07,28425,1.05,10908
10,37298,0.95,28765,1.01,10383
11,37519,1.01,28179,0.98,9153
12,38013,1.01,28267,1,9796
13,37646,0.99,28207,1,9806
14,37440,0.99,28096,1,9686
15,38773,1.04,28601,1.02,10518
16,38846,1,28890,1.01,10260
17,40680,1.05,29609,1.02,10870
18,41814,1.03,30981,1.05,11890
19,42708,1.02,31445,1.01,11358
20,42471,0.99,31186,0.99,10670
21,42793,1.01,31505,1.01,11247
22,42767,1,31829,1.01,11324
23,41392,0.97,31491,0.99,10721
24,41943,1.01,30996,0.98,10183
25,42685,1.02,31376,1.01,11356
26,42078,0.99,31452,1,11016
27,42705,1.01,31418,1,10928
28,43180,1.01,32027,1.02,11597
29,41689,0.97,31330,0.98,10484
30,41193,0.99,30834,0.98,10399
31,41311,1,30897,1,10756
2,38063,0,21726,0.71,0
3,35439,0.93,26902,1.24,14403
4,35423,1,26977,1,9264
5,36808,1.04,27416,1.02,9837
6,37713,1.02,27988,1.02,10056
7,37931,1.01,28267,1.01,10054
8,37694,0.99,28368,1,9986
9,37354,0.99,28335,1,9748
10,38676,1.04,28793,1.02,10223
11,40566,1.05,29975,1.04,11283
12,40771,1.01,30042,1,10587
13,41307,1.01,30971,1.03,11439
14,40871,0.99,30721,0.99,10508
15,42797,1.05,31407,1.02,11227
16,44110,1.03,32068,1.02,11851
17,44094,1,32748,1.02,12043
18,44515,1.01,33415,1.02,12078
19,43746,0.98,32610,0.98,10760
20,44667,1.02,32793,1.01,11470
21,45228,1.01,33156,1.01,11809
22,43722,0.97,32689,0.99,10992
23,44387,1.02,33181,1.02,11885
24,46023,1.04,33429,1.01,11763
25,44013,0.96,33210,0.99,11548
26,44496,1.01,33175,1,11248
27,45208,1.02,33236,1,11582
28,43555,0.96,32918,0.99,11348
29,43357,1,32395,0.98,10884
30,43865,1.01,32535,1,11511
31,43115,0.98,32510,1,11318
2,35884,0,21366,0.7,0
3,33588,0.94,25299,1.18,12961
4,34484,1.03,25520,1.01,9003
5,35831,1.04,26246,1.03,9675
6,34702,0.97,26284,1,9204
7,34771,1,26073,0.99,8743
8,34279,0.99,26223,1.01,9181
9,35601,1.04,26499,1.01,9235
10,36576,1.03,27422,1.03,10076
11,38420,1.05,28154,1.03,10229
12,40616,1.06,29765,1.06,11514
13,41519,1.02,30695,1.03,11403
14,41819,1.01,31311,1.02,11367
15,43382,1.04,31755,1.01,11321
16,42404,0.98,31811,1,11131
17,42098,0.99,31387,0.99,10476
18,43461,1.03,32398,1.03,11920
19,42481,0.98,31723,0.98,10513
20,40997,0.97,31075,0.98,10371
21,40913,1,30586,0.98,10228
22,40783,1,30707,1,10748
23,40476,0.99,30115,0.98,10127
24,41505,1.03,30972,1.03,11301
25,41409,1,30584,0.99,10435
26,40107,0.97,30151,0.99,10151
27,40798,1.02,30532,1.01,11178
28,40083,0.98,29557,0.97,9467
29,41595,1.04,30716,1.04,11856
30,40949,0.98,30262,0.99,10101
31,41414,1.01,30786,1.02,10998
2,35178,0,21043,0.7,0
3,34340,0.98,25638,1.22,13367
4,34610,1.01,26143,1.02,9468
5,34525,1,26180,1,8973
6,34168,0.99,25722,0.98,8509
7,34546,1.01,25829,1,9221
8,36753,1.06,27048,1.05,10172
9,36585,1,27459,1.02,10050
10,38217,1.04,27966,1.02,10162
11,37460,0.98,27976,1,9669
12,38037,1.02,28405,1.02,10387
13,38669,1.02,28770,1.01,10271
14,39113,1.01,29157,1.01,10522
15,39432,1.01,29666,1.02,10546
16,39824,1.01,29593,1,10232
17,38754,0.97,29384,0.99,9955
18,39454,1.02,29558,1.01,10306
19,38768,0.98,29156,0.99,9782
20,39329,1.01,29402,1.01,10348
21,39874,1.01,29794,1.01,10664
22,39117,0.98,28991,0.97,9636
23,39509,1.01,29669,1.02,10622
24,41032,1.04,30144,1.02,10885
25,40198,0.98,29817,0.99,10142
26,39311,0.98,29769,1,10292
27,39706,1.01,29642,1,10030
28,39735,1,29697,1,10462
29,39649,1,29689,1,10319
30,38456,0.97,29189,0.98,9712
31,39159,1.02,29002,0.99,9909
2,37796,0,21374,0.71,0
3,35849,0.95,27357,1.28,15347
4,35672,1,26955,0.99,9020
5,36291,1.02,27114,1.01,9534
6,37245,1.03,27951,1.03,10211
7,37996,1.02,28465,1.02,10257
8,38225,1.01,28741,1.01,9960
9,38237,1,28634,1,9843
10,39916,1.04,29335,1.02,10764
11,40595,1.02,30205,1.03,11407
12,39259,0.97,29655,0.98,9780
13,37904,0.97,28729,0.97,9153
14,39121,1.03,28708,1,9867
15,40425,1.03,29909,1.04,11300
16,40727,1.01,30303,1.01,10938
17,40434,0.99,30024,0.99,10073
18,41380,1.02,30769,1.02,11107
19,41285,1,31318,1.02,11380
20,42573,1.03,32258,1.03,11593
21,42233,0.99,32077,0.99,10879
22,42970,1.02,31964,1,10783
23,43244,1.01,32242,1.01,11443
24,43273,1,32055,0.99,10973
25,43346,1,32203,1,11380
26,42925,0.99,31783,0.99,10700
27,40818,0.95,30989,0.98,10286
28,39561,0.97,30021,0.97,9745
29,38616,0.98,29071,0.97,9312
30,38359,0.99,28552,0.98,9508
31,38688,1.01,29012,1.02,10534
2,38140,0,21273,0.7,0
3,33444,0.88,25879,1.22,13955
4,33410,1,25402,0.98,8257
5,34245,1.02,25986,1.02,9428
6,35668,1.04,26708,1.03,9678
7,36974,1.04,27455,1.03,10062
8,37463,1.01,27769,1.01,10050
9,38310,1.02,28642,1.03,10588
10,38955,1.02,28811,1.01,10014
11,40269,1.03,29896,1.04,11258
12,39699,0.99,29673,0.99,10231
13,39981,1.01,29656,1,10243
14,40007,1,29957,1.01,10838
15,40856,1.02,30504,1.02,10875
16,41908,1.03,30976,1.02,11220
17,41583,0.99,31268,1.01,10994
18,42033,1.01,31323,1,10999
19,40834,0.97,30390,0.97,9930
20,40685,1,30397,1,10469
21,41039,1.01,30481,1,10793
22,42907,1.05,31192,1.02,11541
23,43235,1.01,32026,1.03,11903
24,43164,1,32224,1.01,11520
25,42393,0.98,31729,0.98,10732
26,41186,0.97,31370,0.99,10463
27,41928,1.02,31029,0.99,10367
28,42041,1,31600,1.02,11398
29,40408,0.96,30266,0.96,9543
30,39071,0.97,29938,0.99,10199
31,39684,1.02,29471,0.98,9902
2,37758,0,21816,0.7,0
3,34957,0.93,26660,1.22,14150
4,36437,1.04,27012,1.01,9544
5,36932,1.01,27588,1.02,10086
6,36515,0.99,27490,1,9571
7,37640,1.03,27736,1.01,9801
8,37345,0.99,27884,1.01,10046
9,37887,1.01,28108,1.01,9831
10,39235,1.04,29032,1.03,10746
11,38745,0.99,28977,1,10130
12,39714,1.03,29435,1.02,10434
13,41962,1.06,30803,1.05,11808
14,41759,1,31493,1.02,11570
15,41806,1,31242,0.99,10627
16,42285,1.01,30756,0.98,10515
17,43021,1.02,31995,1.04,11998
18,42064,0.98,31799,0.99,11299
19,42898,1.02,31525,0.99,10742
20,41530,0.97,31246,0.99,10664
21,42101,1.01,30758,0.98,10131
22,41950,1,31011,1.01,11065
23,44226,1.05,32710,1.05,12592
24,45615,1.03,33237,1.02,11920
25,43463,0.95,32647,0.98,11284
26,43686,1.01,32709,1,11333
27,43246,0.99,32301,0.99,10816
28,43597,1.01,32294,1,11130
29,43913,1.01,32722,1.01,11617
30,43995,1,33173,1.01,11740
31,44145,1,32385,0.98,10499
2,37227,0,20938,0.7,0
3,34520,0.93,26128,1.25,14413
4,34513,1,26116,1,9028
5,35437,1.03,26784,1.03,9731
6,36526,1.03,27475,1.03,9833
7,37010,1.01,27406,1,9500
8,38723,1.05,28313,1.03,10469
9,38524,0.99,29079,1.03,10763
10,37741,0.98,28263,0.97,9223
11,39209,1.04,28991,1.03,10437
12,40234,1.03,29805,1.03,11015
13,40834,1.01,30327,1.02,11100
14,40451,0.99,30094,0.99,10249
15,41600,1.03,31053,1.03,11498
16,40549,0.97,30403,0.98,9987
17,40778,1.01,30796,1.01,11013
18,39872,0.98,30012,0.97,9687
19,40738,1.02,29979,1,10293
20,39895,0.98,29589,0.99,10267
21,39826,1,29731,1,10540
22,38704,0.97,29151,0.98,9772
23,40269,1.04,29528,1.01,10387
24,40078,1,30098,1.02,10976
25,39990,1,30087,1,10298
26,39385,0.98,29381,0.98,9817
27,39149,0.99,29206,0.99,9882
28,41013,1.05,30449,1.04,11561
29,40372,0.98,29767,0.98,9950
30,40503,1,30238,1.02,10817
31,40978,1.01,30389,1,10742
2,35619,0,21227,0.71,0
3,32718,0.92,25297,1.19,12859
4,34304,1.05,25341,1,8757
5,34739,1.01,25602,1.01,9079
6,33871,0.98,25681,1,9124
7,33459,0.99,25540,0.99,8695
8,34815,1.04,26269,1.03,9440
9,36547,1.05,27397,1.04,10278
10,36496,1,27272,1,9450
11,38742,1.06,28060,1.03,10362
12,39537,1.02,29211,1.04,11172
13,40385,1.02,30281,1.04,11376
14,39696,0.98,29893,0.99,10069
15,41500,1.05,30500,1.02,11168
16,41422,1,31329,1.03,11534
17,41022,0.99,30520,0.97,9828
18,40664,0.99,30585,1,10829
19,40782,1,30456,1,10446
20,40065,0.98,30223,0.99,10288
21,39712,0.99,29830,0.99,10283
22,39003,0.98,29265,0.98,9555
23,39573,1.01,29693,1.01,10646
24,40444,1.02,30141,1.02,10871
25,41730,1.03,30670,1.02,11072
26,41346,0.99,30691,1,10737
27,41629,1.01,31027,1.01,10970
28,42361,1.02,31407,1.01,11161
29,40659,0.96,30618,0.97,10038
30,39815,0.98,30225,0.99,10178
31,39383,0.99,29748,0.98,9885
2,36295,0,21160,0.7,0
3,35262,0.97,26298,1.24,14241
4,36093,1.02,26721,1.02,9824
5,36499,1.01,27117,1.01,9639
6,36120,0.99,27454,1.01,9652
7,37083,1.03,27387,1,9522
8,37720,1.02,28120,1.03,10271
9,37960,1.01,28361,1.01,10115
10,38095,1,28647,1.01,10266
11,39439,1.04,29427,1.03,10746
12,41452,1.05,30423,1.03,11306
13,40767,0.98,30531,1,10611
14,40824,1,29909,0.98,10092
15,39222,0.96,29840,1,10449
16,39442,1.01,29471,0.99,9967
